temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,nivel_gas_metano_porcentaje
5.25,97.89,65.17,7870.54,2025-02-23,08:32:00,51.67,1,0.787054
6.96,100.0,65.23,6310.21,2025-02-23,08:36:00,51.09,1,0.631021
11.67,93.49,65.3,8285.78,2025-02-23,08:40:00,50.85,1,0.828578
11.76,93.69,65.37,3431.05,2025-02-23,08:44:00,50.27,1,0.343105
11.07,99.76,65.43,10671.31,2025-02-23,08:48:00,50.87,1,1.067131
8.32,100.0,65.5,4866.81,2025-02-23,08:52:00,51.21,1,0.48668100000000003
10.2,96.14,65.57,9421.9,2025-02-23,08:56:00,50.4,1,0.94219
10.33,86.23,65.63,6205.38,2025-02-23,09:00:00,49.77,1,0.620538
8.07,93.09,65.7,4048.13,2025-02-23,09:04:00,51.86,1,0.40481300000000003
13.44,89.22,65.77,5256.14,2025-02-23,09:08:00,50.84,1,0.525614
12.24,92.1,65.83,9457.32,2025-02-23,09:12:00,50.51,1,0.945732
10.1,89.19,65.9,20795.18,2025-02-23,09:16:00,51.27,1,2.079518
10.66,100.0,65.97,7070.78,2025-02-23,09:20:00,50.6,1,0.707078
11.08,100.0,66.03,19401.43,2025-02-23,09:24:00,51.14,1,1.940143
6.64,100.0,66.1,5409.76,2025-02-23,09:28:00,51.05,1,0.540976
10.3,94.91,66.17,6457.22,2025-02-23,09:32:00,49.74,1,0.645722
9.5,94.69,66.23,7083.63,2025-02-23,09:36:00,50.56,1,0.708363
8.93,91.84,66.3,9733.6,2025-02-23,09:40:00,51.14,1,0.97336
10.45,94.71,66.37,5371.87,2025-02-23,09:44:00,49.73,1,0.537187
14.69,89.26,66.43,8724.05,2025-02-23,09:48:00,49.68,1,0.8724049999999999
12.45,85.11,66.5,6626.66,2025-02-23,09:52:00,49.72,1,0.662666
10.11,96.5,66.57,13581.63,2025-02-23,09:56:00,50.52,1,1.358163
12.48,90.5,66.63,8047.29,2025-02-23,10:00:00,50.17,1,0.804729
14.23,79.12,66.7,26976.14,2025-02-23,10:04:00,49.01,1,2.6976139999999997
13.37,85.64,66.77,6662.55,2025-02-23,10:08:00,50.1,1,0.666255
11.73,90.33,66.83,13111.65,2025-02-23,10:12:00,49.75,1,1.311165
10.42,100.0,66.9,15430.61,2025-02-23,10:16:00,49.77,1,1.543061
13.2,92.98,66.97,2767.0,2025-02-23,10:20:00,49.36,1,0.2767
12.7,84.28,67.03,10659.15,2025-02-23,10:24:00,49.9,1,1.065915
13.8,91.72,67.1,6557.74,2025-02-23,10:28:00,50.2,1,0.655774
13.39,82.18,67.17,4324.65,2025-02-23,10:32:00,49.3,1,0.432465
14.33,93.92,67.23,13737.05,2025-02-23,10:36:00,48.73,1,1.373705
11.27,90.74,67.3,5549.98,2025-02-23,10:40:00,49.37,1,0.554998
15.09,86.9,67.37,3440.84,2025-02-23,10:44:00,49.85,1,0.344084
12.96,97.18,67.43,8176.87,2025-02-23,10:48:00,49.21,1,0.8176869999999999
16.84,78.31,67.5,14879.7,2025-02-23,10:52:00,48.63,1,1.48797
11.43,85.87,67.57,4362.62,2025-02-23,10:56:00,49.71,1,0.436262
16.4,82.48,67.63,11435.12,2025-02-23,11:00:00,49.98,1,1.143512
13.45,95.02,67.7,3195.08,2025-02-23,11:04:00,49.23,1,0.319508
11.88,84.59,67.77,15481.14,2025-02-23,11:08:00,48.37,1,1.548114
12.34,77.33,67.83,9064.01,2025-02-23,11:12:00,48.97,1,0.906401
12.8,88.55,67.9,4196.33,2025-02-23,11:16:00,49.15,1,0.419633
14.42,91.13,67.97,10893.28,2025-02-23,11:20:00,48.62,1,1.089328
14.75,93.87,68.03,5723.06,2025-02-23,11:24:00,49.27,1,0.5723060000000001
12.7,88.64,68.1,4766.75,2025-02-23,11:28:00,48.47,1,0.476675
13.93,87.04,68.17,5670.63,2025-02-23,11:32:00,48.89,1,0.567063
18.41,88.16,68.23,10325.04,2025-02-23,11:36:00,48.71,1,1.032504
17.72,74.07,68.3,4648.2,2025-02-23,11:40:00,49.08,1,0.46481999999999996
15.28,85.14,68.37,2949.99,2025-02-23,11:44:00,48.72,1,0.29499899999999996
14.63,89.01,68.43,5816.24,2025-02-23,11:48:00,48.58,1,0.581624
14.94,89.83,68.5,14095.98,2025-02-23,11:52:00,48.22,1,1.409598
16.08,83.34,68.57,13994.87,2025-02-23,11:56:00,48.59,1,1.3994870000000001
12.95,90.74,68.63,5684.44,2025-02-23,12:00:00,48.39,1,0.568444
14.64,75.6,68.7,5594.4,2025-02-23,12:04:00,48.04,1,0.5594399999999999
11.97,88.76,68.77,5441.12,2025-02-23,12:08:00,48.5,1,0.544112
16.26,87.88,68.83,5336.62,2025-02-23,12:12:00,48.56,1,0.533662
16.91,79.72,68.9,5504.17,2025-02-23,12:16:00,48.15,1,0.550417
14.81,88.08,68.97,8437.3,2025-02-23,12:20:00,48.74,1,0.84373
19.08,83.61,69.03,14303.96,2025-02-23,12:24:00,48.36,1,1.430396
13.64,87.83,69.1,4675.03,2025-02-23,12:28:00,47.53,1,0.467503
13.33,90.86,69.17,5049.14,2025-02-23,12:32:00,48.79,1,0.5049140000000001
16.87,79.89,69.23,8946.74,2025-02-23,12:36:00,48.46,1,0.894674
18.67,80.96,69.3,10680.71,2025-02-23,12:40:00,48.52,1,1.068071
20.11,82.88,69.37,3782.49,2025-02-23,12:44:00,48.17,1,0.378249
15.99,86.8,69.43,17279.42,2025-02-23,12:48:00,46.76,1,1.7279419999999999
19.23,78.22,69.5,6367.08,2025-02-23,12:52:00,48.42,1,0.6367079999999999
17.17,85.37,69.57,3911.92,2025-02-23,12:56:00,47.85,1,0.391192
17.07,87.97,69.63,3732.11,2025-02-23,13:00:00,47.95,1,0.373211
19.35,70.73,69.7,3663.48,2025-02-23,13:04:00,47.99,1,0.366348
19.06,87.21,69.77,13083.54,2025-02-23,13:08:00,48.64,1,1.308354
14.77,86.17,69.83,7765.62,2025-02-23,13:12:00,47.35,1,0.776562
21.04,80.56,69.9,13153.91,2025-02-23,13:16:00,47.31,1,1.315391
21.02,84.45,69.97,7058.04,2025-02-23,13:20:00,47.1,1,0.705804
17.18,77.36,70.04,12958.69,2025-02-23,13:24:00,46.94,1,1.2958690000000002
19.4,77.35,70.1,6977.21,2025-02-23,13:28:00,46.9,1,0.697721
19.77,78.9,70.17,9856.92,2025-02-23,13:32:00,46.45,1,0.985692
19.48,76.87,70.24,7305.49,2025-02-23,13:36:00,47.54,1,0.730549
18.03,91.63,70.3,6780.53,2025-02-23,13:40:00,48.27,1,0.678053
17.96,78.78,70.37,4915.22,2025-02-23,13:44:00,48.25,1,0.491522
19.43,78.08,70.44,10583.21,2025-02-23,13:48:00,46.75,1,1.0583209999999998
22.0,78.03,70.5,4480.88,2025-02-23,13:52:00,46.99,1,0.448088
20.91,72.62,70.57,10578.9,2025-02-23,13:56:00,47.69,1,1.05789
19.26,79.13,70.64,7973.14,2025-02-23,14:00:00,47.24,1,0.7973140000000001
21.72,79.01,70.7,10733.75,2025-02-23,14:04:00,47.04,1,1.073375
14.65,86.36,70.77,8327.45,2025-02-23,14:08:00,46.8,1,0.8327450000000001
22.82,75.3,70.84,13766.79,2025-02-23,14:12:00,47.46,1,1.376679
17.22,81.53,70.9,9388.98,2025-02-23,14:16:00,46.29,1,0.938898
20.15,72.21,70.97,8070.61,2025-02-23,14:20:00,47.01,1,0.8070609999999999
18.81,83.4,71.04,2989.91,2025-02-23,14:24:00,46.9,1,0.298991
18.63,90.83,71.1,14083.23,2025-02-23,14:28:00,46.7,1,1.408323
23.71,74.52,71.17,3705.63,2025-02-23,14:32:00,47.02,1,0.37056300000000003
20.63,80.18,71.24,4101.97,2025-02-23,14:36:00,46.59,1,0.41019700000000003
22.43,79.82,71.3,11296.03,2025-02-23,14:40:00,46.26,1,1.1296030000000001
21.81,70.93,71.37,7680.64,2025-02-23,14:44:00,46.52,1,0.7680640000000001
23.03,83.96,71.44,3765.49,2025-02-23,14:48:00,45.63,1,0.37654899999999997
22.4,77.41,71.5,5695.85,2025-02-23,14:52:00,46.68,1,0.569585
19.85,88.38,71.57,13695.19,2025-02-23,14:56:00,46.76,1,1.3695190000000002
24.58,69.46,71.64,8234.26,2025-02-23,15:00:00,45.94,1,0.823426
21.77,86.44,71.7,7787.81,2025-02-23,15:04:00,45.78,1,0.7787810000000001
19.81,84.16,71.77,5397.88,2025-02-23,15:08:00,45.86,1,0.539788
22.23,79.41,71.84,11530.51,2025-02-23,15:12:00,46.09,1,1.153051
26.26,71.78,71.9,7234.44,2025-02-23,15:16:00,46.18,1,0.723444
25.12,71.08,71.97,10414.57,2025-02-23,15:20:00,46.83,1,1.041457
22.89,81.67,72.04,5168.43,2025-02-23,15:24:00,46.72,1,0.516843
23.05,76.13,72.1,21093.02,2025-02-23,15:28:00,46.34,1,2.109302
23.26,65.27,72.17,15096.92,2025-02-23,15:32:00,45.93,1,1.509692
28.22,62.08,72.24,8212.49,2025-02-23,15:36:00,45.36,1,0.821249
24.99,71.59,72.3,9137.79,2025-02-23,15:40:00,46.61,1,0.9137790000000001
25.24,73.68,72.37,5752.99,2025-02-23,15:44:00,45.6,1,0.575299
26.6,69.82,72.44,10870.84,2025-02-23,15:48:00,45.81,1,1.087084
25.17,78.34,72.5,3156.23,2025-02-23,15:52:00,45.94,1,0.315623
24.33,63.75,72.57,17246.99,2025-02-23,15:56:00,45.6,1,1.7246990000000002
24.61,73.81,72.64,10546.13,2025-02-23,16:00:00,46.1,1,1.054613
25.01,63.4,72.7,4770.64,2025-02-23,16:04:00,45.7,1,0.47706400000000004
25.22,75.96,72.77,17018.8,2025-02-23,16:08:00,45.92,1,1.7018799999999998
26.9,69.18,72.84,20089.12,2025-02-23,16:12:00,45.6,1,2.008912
25.7,73.55,72.9,9415.22,2025-02-23,16:16:00,45.3,1,0.941522
27.2,64.88,72.97,5240.96,2025-02-23,16:20:00,45.31,1,0.524096
25.72,77.82,73.04,7899.05,2025-02-23,16:24:00,45.19,1,0.789905
26.18,75.95,73.1,10126.72,2025-02-23,16:28:00,44.53,1,1.012672
22.16,79.68,73.17,9026.86,2025-02-23,16:32:00,44.62,1,0.9026860000000001
28.13,67.16,73.24,4790.93,2025-02-23,16:36:00,45.44,1,0.47909300000000005
27.12,72.22,73.3,10039.31,2025-02-23,16:40:00,44.39,1,1.003931
28.56,63.63,73.37,35525.14,2025-02-23,16:44:00,44.77,1,3.552514
20.9,82.93,73.44,4365.68,2025-02-23,16:48:00,44.4,1,0.436568
31.0,71.75,73.5,4563.73,2025-02-23,16:52:00,44.64,1,0.456373
26.67,75.35,73.57,5691.75,2025-02-23,16:56:00,44.74,1,0.569175
29.29,62.42,73.64,6977.0,2025-02-23,17:00:00,44.57,1,0.6977
25.11,74.14,73.7,11757.49,2025-02-23,17:04:00,44.01,1,1.175749
28.54,60.73,73.77,13609.14,2025-02-23,17:08:00,44.58,1,1.360914
25.32,74.88,73.84,5177.08,2025-02-23,17:12:00,44.14,1,0.517708
26.3,72.8,73.9,8585.0,2025-02-23,17:16:00,44.25,1,0.8585
31.49,53.42,73.97,13321.6,2025-02-23,17:20:00,44.89,1,1.33216
27.39,63.11,74.04,21849.96,2025-02-23,17:24:00,44.95,1,2.184996
28.31,66.11,74.1,8569.94,2025-02-23,17:28:00,43.77,1,0.856994
29.73,63.91,74.17,20870.43,2025-02-23,17:32:00,45.16,1,2.087043
29.08,60.33,74.24,9494.96,2025-02-23,17:36:00,44.07,1,0.9494959999999999
28.49,69.21,74.3,6653.92,2025-02-23,17:40:00,43.97,1,0.665392
29.02,67.73,74.37,8254.13,2025-02-23,17:44:00,43.78,1,0.825413
33.19,59.24,74.44,3388.67,2025-02-23,17:48:00,44.2,1,0.33886700000000003
28.37,63.67,74.5,5847.3,2025-02-23,17:52:00,45.11,1,0.58473
28.97,71.78,74.57,10006.0,2025-02-23,17:56:00,43.3,1,1.0006
30.76,72.13,74.64,5081.65,2025-02-23,18:00:00,42.99,1,0.508165
30.96,61.15,74.7,11941.23,2025-02-23,18:04:00,44.11,1,1.194123
31.2,60.13,74.77,3693.13,2025-02-23,18:08:00,44.21,1,0.369313
30.19,67.17,74.84,11703.43,2025-02-23,18:12:00,43.9,1,1.1703430000000001
26.7,68.16,74.9,11689.3,2025-02-23,18:16:00,44.12,1,1.16893
32.33,60.81,74.97,22107.59,2025-02-23,18:20:00,43.21,1,2.210759
26.84,73.43,75.04,6557.68,2025-02-23,18:24:00,43.25,1,0.655768
29.81,55.74,75.1,7824.07,2025-02-23,18:28:00,43.73,1,0.782407
27.76,74.95,75.17,16415.4,2025-02-23,18:32:00,44.5,1,1.6415400000000002
29.21,66.55,75.24,15276.64,2025-02-23,18:36:00,43.85,1,1.527664
30.05,62.86,75.3,12906.31,2025-02-23,18:40:00,43.83,1,1.2906309999999999
30.1,64.41,75.37,9267.78,2025-02-23,18:44:00,42.93,1,0.9267780000000001
30.35,64.28,75.44,16180.91,2025-02-23,18:48:00,43.63,1,1.618091
32.79,52.16,75.5,26631.33,2025-02-23,18:52:00,42.78,1,2.663133
30.52,71.7,75.57,10526.48,2025-02-23,18:56:00,44.21,1,1.052648
29.17,66.45,75.64,8029.91,2025-02-23,19:00:00,42.77,1,0.802991
31.63,64.77,75.7,11191.33,2025-02-23,19:04:00,42.82,1,1.119133
32.12,66.57,75.77,8571.76,2025-02-23,19:08:00,42.44,1,0.857176
27.33,63.9,75.84,6859.6,2025-02-23,19:12:00,43.16,1,0.68596
31.01,65.85,75.9,12013.17,2025-02-23,19:16:00,43.09,1,1.201317
31.25,61.79,75.97,6159.45,2025-02-23,19:20:00,43.78,1,0.615945
29.28,70.31,76.04,10432.79,2025-02-23,19:24:00,43.36,1,1.043279
32.65,50.38,76.1,3991.58,2025-02-23,19:28:00,42.53,1,0.399158
29.63,65.07,76.17,17812.2,2025-02-23,19:32:00,43.31,1,1.78122
30.2,61.69,76.24,5428.31,2025-02-23,19:36:00,42.2,1,0.5428310000000001
29.62,67.74,76.3,4265.84,2025-02-23,19:40:00,42.41,1,0.426584
30.01,67.34,76.37,15032.98,2025-02-23,19:44:00,42.78,1,1.503298
27.79,64.77,76.44,16582.23,2025-02-23,19:48:00,42.11,1,1.658223
27.11,65.77,76.5,9214.49,2025-02-23,19:52:00,43.15,1,0.921449
33.19,59.67,76.57,7512.04,2025-02-23,19:56:00,43.71,1,0.751204
28.31,63.06,76.64,6691.82,2025-02-23,20:00:00,42.37,1,0.6691819999999999
28.02,72.19,76.71,8971.31,2025-02-23,20:04:00,42.15,1,0.8971309999999999
25.69,69.62,76.77,7724.35,2025-02-23,20:08:00,42.36,1,0.772435
28.71,52.4,76.84,7277.39,2025-02-23,20:12:00,42.09,1,0.727739
27.33,67.13,76.91,5211.89,2025-02-23,20:16:00,42.45,1,0.521189
33.25,54.94,76.97,4636.9,2025-02-23,20:20:00,41.61,1,0.46369
31.96,53.9,77.04,8235.44,2025-02-23,20:24:00,42.38,1,0.823544
28.55,60.99,77.11,8849.42,2025-02-23,20:28:00,43.13,1,0.884942
34.41,58.94,77.17,5596.65,2025-02-23,20:32:00,41.12,1,0.559665
31.84,68.88,77.24,5947.78,2025-02-23,20:36:00,41.49,1,0.594778
29.2,67.77,77.31,8846.34,2025-02-23,20:40:00,41.8,1,0.884634
24.82,69.74,77.37,5173.64,2025-02-23,20:44:00,42.24,1,0.517364
34.36,60.73,77.44,13253.36,2025-02-23,20:48:00,42.37,1,1.325336
26.96,67.26,77.51,10273.93,2025-02-23,20:52:00,42.28,1,1.027393
26.41,66.91,77.57,5589.41,2025-02-23,20:56:00,40.98,1,0.558941
31.7,56.67,77.64,10013.28,2025-02-23,21:00:00,41.43,1,1.001328
34.49,49.5,77.71,5237.73,2025-02-23,21:04:00,41.27,1,0.5237729999999999
32.33,59.55,77.77,11825.53,2025-02-23,21:08:00,41.64,1,1.182553
30.64,64.83,77.84,5327.42,2025-02-23,21:12:00,41.63,1,0.532742
30.64,63.55,77.91,7491.09,2025-02-23,21:16:00,40.89,1,0.749109
31.1,61.26,77.97,8518.33,2025-02-23,21:20:00,41.3,1,0.851833
30.85,58.99,78.04,16503.8,2025-02-23,21:24:00,41.76,1,1.65038
29.83,68.29,78.11,5480.3,2025-02-23,21:28:00,41.11,1,0.54803
29.41,59.29,78.17,5389.83,2025-02-23,21:32:00,41.27,1,0.538983
29.01,70.36,78.24,4150.61,2025-02-23,21:36:00,42.17,1,0.41506099999999996
27.56,63.66,78.31,19226.76,2025-02-23,21:40:00,42.27,1,1.9226759999999998
28.43,63.6,78.37,8074.99,2025-02-23,21:44:00,40.14,1,0.807499
25.52,64.38,78.44,13461.98,2025-02-23,21:48:00,41.23,1,1.346198
28.63,64.54,78.51,6042.0,2025-02-23,21:52:00,42.58,1,0.6042
26.77,74.72,78.57,6295.68,2025-02-23,21:56:00,41.31,1,0.629568
26.45,72.9,78.64,7773.19,2025-02-23,22:00:00,41.03,1,0.777319
28.93,71.49,78.71,7887.58,2025-02-23,22:04:00,41.63,1,0.788758
31.26,65.71,78.77,11094.87,2025-02-23,22:08:00,41.03,1,1.1094870000000001
30.22,59.15,78.84,8207.06,2025-02-23,22:12:00,41.23,1,0.8207059999999999
25.15,70.62,78.91,6652.88,2025-02-23,22:16:00,40.72,1,0.665288
26.21,66.78,78.97,19453.38,2025-02-23,22:20:00,40.87,1,1.945338
29.97,71.7,79.04,5262.91,2025-02-23,22:24:00,40.93,1,0.526291
26.02,64.98,79.11,5530.37,2025-02-23,22:28:00,41.1,1,0.553037
27.43,73.32,79.17,5298.02,2025-02-23,22:32:00,40.4,1,0.529802
28.87,71.16,79.24,11335.59,2025-02-23,22:36:00,40.34,1,1.133559
25.72,80.56,79.31,9919.87,2025-02-23,22:40:00,39.56,1,0.9919870000000001
27.76,66.31,79.37,7387.27,2025-02-23,22:44:00,40.28,1,0.738727
24.76,76.42,79.44,5199.69,2025-02-23,22:48:00,40.9,1,0.519969
26.11,82.24,79.51,8557.8,2025-02-23,22:52:00,40.6,1,0.8557799999999999
27.83,65.16,79.57,12175.92,2025-02-23,22:56:00,39.82,1,1.217592
23.89,66.5,79.64,16937.36,2025-02-23,23:00:00,39.32,1,1.6937360000000001
27.83,58.86,79.71,5974.2,2025-02-23,23:04:00,40.15,1,0.59742
26.78,73.39,79.77,7390.11,2025-02-23,23:08:00,40.63,1,0.739011
27.8,58.89,79.84,9891.42,2025-02-23,23:12:00,39.88,1,0.989142
27.01,67.63,79.91,6659.75,2025-02-23,23:16:00,39.35,1,0.665975
29.16,68.45,79.97,4430.28,2025-02-23,23:20:00,39.73,1,0.443028
26.54,71.11,80.04,7417.67,2025-02-23,23:24:00,40.13,1,0.741767
25.3,74.18,80.11,4629.03,2025-02-23,23:28:00,40.54,1,0.46290299999999995
26.26,71.72,80.17,12747.4,2025-02-23,23:32:00,39.74,1,1.27474
26.96,75.95,80.24,6916.87,2025-02-23,23:36:00,40.35,1,0.6916869999999999
25.83,66.49,80.31,7778.59,2025-02-23,23:40:00,40.24,1,0.777859
25.67,68.11,80.37,5638.48,2025-02-23,23:44:00,39.13,1,0.5638479999999999
24.04,70.07,80.44,7927.76,2025-02-23,23:48:00,40.3,1,0.792776
23.97,78.19,80.51,14785.56,2025-02-23,23:52:00,39.77,1,1.478556
22.35,80.98,80.57,13498.17,2025-02-23,23:56:00,38.97,1,1.349817
28.5,69.51,80.64,4906.47,2025-02-24,00:00:00,40.4,1,0.490647
22.36,82.38,80.71,3160.98,2025-02-24,00:04:00,39.41,1,0.316098
23.31,69.15,80.77,7472.22,2025-02-24,00:08:00,38.45,1,0.747222
23.1,83.68,80.84,6961.19,2025-02-24,00:12:00,39.02,1,0.6961189999999999
26.17,78.36,80.91,6770.92,2025-02-24,00:16:00,38.84,1,0.677092
23.64,78.22,80.97,6188.12,2025-02-24,00:20:00,38.93,1,0.618812
26.56,79.06,81.04,4879.86,2025-02-24,00:24:00,39.0,1,0.487986
22.56,67.88,81.11,23207.07,2025-02-24,00:28:00,39.04,1,2.320707
24.3,70.92,81.17,19324.6,2025-02-24,00:32:00,38.97,1,1.9324599999999998
21.91,73.45,81.24,6653.49,2025-02-24,00:36:00,39.02,1,0.665349
27.71,72.04,81.31,8566.24,2025-02-24,00:40:00,39.31,1,0.8566239999999999
20.88,73.43,81.37,12911.9,2025-02-24,00:44:00,38.6,1,1.29119
23.71,78.22,81.44,8557.6,2025-02-24,00:48:00,39.51,1,0.8557600000000001
24.19,80.57,81.51,6428.64,2025-02-24,00:52:00,38.26,1,0.642864
23.58,78.1,81.57,4517.23,2025-02-24,00:56:00,39.13,1,0.45172299999999993
22.22,78.09,81.64,8109.02,2025-02-24,01:00:00,39.59,1,0.810902
22.16,71.82,81.71,4713.89,2025-02-24,01:04:00,38.63,1,0.47138900000000006
22.34,72.26,81.77,14298.18,2025-02-24,01:08:00,38.77,1,1.429818
21.79,83.57,81.84,7945.07,2025-02-24,01:12:00,38.14,1,0.794507
23.84,78.14,81.91,10371.76,2025-02-24,01:16:00,38.31,1,1.037176
26.16,70.57,81.97,6908.87,2025-02-24,01:20:00,39.3,1,0.690887
20.45,77.24,82.04,12025.36,2025-02-24,01:24:00,38.84,1,1.202536
18.65,71.89,82.11,6009.96,2025-02-24,01:28:00,38.63,1,0.600996
21.04,73.08,82.17,9296.29,2025-02-24,01:32:00,37.4,1,0.929629
26.2,80.25,82.24,6803.98,2025-02-24,01:36:00,37.96,1,0.680398
19.26,74.7,82.31,7275.84,2025-02-24,01:40:00,39.14,1,0.727584
23.98,74.98,82.37,32406.32,2025-02-24,01:44:00,38.42,1,3.240632
23.88,79.22,82.44,5698.04,2025-02-24,01:48:00,38.44,1,0.569804
19.24,74.86,82.51,9623.98,2025-02-24,01:52:00,38.2,1,0.962398
21.31,78.95,82.57,15236.84,2025-02-24,01:56:00,37.76,1,1.523684
23.26,79.8,82.64,12628.69,2025-02-24,02:00:00,38.19,1,1.262869
19.07,81.46,82.71,6105.62,2025-02-24,02:04:00,37.2,1,0.6105619999999999
19.24,95.48,82.77,10290.39,2025-02-24,02:08:00,37.12,1,1.029039
18.31,74.19,82.84,3996.66,2025-02-24,02:12:00,37.5,1,0.39966599999999997
17.27,89.38,82.91,13108.67,2025-02-24,02:16:00,37.91,1,1.310867
17.83,82.39,82.97,26866.24,2025-02-24,02:20:00,36.98,1,2.686624
16.51,89.1,83.04,9376.7,2025-02-24,02:24:00,37.78,1,0.9376700000000001
18.85,83.93,83.11,15661.56,2025-02-24,02:28:00,37.17,1,1.5661559999999999
17.07,80.73,83.17,4509.16,2025-02-24,02:32:00,37.19,1,0.450916
18.9,82.79,83.24,5155.19,2025-02-24,02:36:00,38.22,1,0.515519
15.15,77.98,83.31,6947.4,2025-02-24,02:40:00,37.54,1,0.6947399999999999
18.75,84.89,83.38,7539.84,2025-02-24,02:44:00,37.02,1,0.753984
19.59,82.11,83.44,9420.64,2025-02-24,02:48:00,37.51,1,0.9420639999999999
13.76,92.55,83.51,6148.12,2025-02-24,02:52:00,36.63,1,0.614812
18.33,87.8,83.58,8694.68,2025-02-24,02:56:00,37.51,1,0.869468
19.87,82.04,83.64,12895.73,2025-02-24,03:00:00,37.82,1,1.2895729999999999
14.82,88.5,83.71,10306.62,2025-02-24,03:04:00,37.55,1,1.0306620000000002
20.42,74.96,83.78,6865.41,2025-02-24,03:08:00,38.25,1,0.686541
17.75,79.82,83.84,11602.57,2025-02-24,03:12:00,36.15,1,1.1602569999999999
15.33,92.93,83.91,6741.64,2025-02-24,03:16:00,37.13,1,0.674164
16.47,92.48,83.98,8483.64,2025-02-24,03:20:00,36.35,1,0.8483639999999999
17.53,82.51,84.04,12570.22,2025-02-24,03:24:00,36.88,1,1.2570219999999999
16.41,85.62,84.11,7476.43,2025-02-24,03:28:00,36.92,1,0.7476430000000001
17.17,79.72,84.18,4783.36,2025-02-24,03:32:00,38.01,1,0.478336
14.09,94.73,84.24,8382.07,2025-02-24,03:36:00,36.79,1,0.8382069999999999
16.11,89.16,84.31,12637.38,2025-02-24,03:40:00,36.73,1,1.263738
12.79,100.0,84.38,13239.6,2025-02-24,03:44:00,37.22,1,1.32396
15.24,82.75,84.44,5123.06,2025-02-24,03:48:00,36.64,1,0.512306
13.5,87.86,84.51,11393.3,2025-02-24,03:52:00,37.53,1,1.13933
13.68,90.64,84.58,7293.61,2025-02-24,03:56:00,36.9,1,0.7293609999999999
17.47,87.02,84.64,16277.96,2025-02-24,04:00:00,36.93,1,1.627796
17.03,83.37,84.71,4837.1,2025-02-24,04:04:00,35.53,1,0.48371000000000003
15.92,81.76,84.78,11295.37,2025-02-24,04:08:00,37.41,1,1.129537
12.37,95.85,84.84,6955.21,2025-02-24,04:12:00,36.04,1,0.6955210000000001
13.78,92.94,84.91,6241.18,2025-02-24,04:16:00,36.31,1,0.6241180000000001
16.69,80.38,84.98,12895.27,2025-02-24,04:20:00,35.94,1,1.289527
14.41,95.17,85.04,13951.7,2025-02-24,04:24:00,35.71,1,1.39517
18.62,87.92,85.11,3806.15,2025-02-24,04:28:00,35.57,1,0.38061500000000004
14.63,88.73,85.18,13021.65,2025-02-24,04:32:00,36.17,1,1.302165
14.09,89.26,85.24,7936.16,2025-02-24,04:36:00,35.08,1,0.793616
12.95,93.34,85.31,8311.38,2025-02-24,04:40:00,35.9,1,0.8311379999999999
13.71,85.13,85.38,4773.34,2025-02-24,04:44:00,36.5,1,0.47733400000000004
13.0,90.64,85.44,10947.06,2025-02-24,04:48:00,36.23,1,1.094706
14.6,77.34,85.51,23695.62,2025-02-24,04:52:00,36.08,1,2.3695619999999997
14.97,91.93,85.58,6427.55,2025-02-24,04:56:00,35.37,1,0.642755
11.36,85.16,85.64,14671.35,2025-02-24,05:00:00,34.97,1,1.467135
10.14,100.0,85.71,8184.39,2025-02-24,05:04:00,36.24,1,0.818439
9.01,94.83,85.78,6544.21,2025-02-24,05:08:00,35.44,1,0.654421
13.58,88.56,85.84,4500.78,2025-02-24,05:12:00,35.58,1,0.450078
10.25,91.49,85.91,15782.89,2025-02-24,05:16:00,35.47,1,1.5782889999999998
8.03,96.51,85.98,8666.98,2025-02-24,05:20:00,35.85,1,0.866698
13.01,97.58,86.04,6698.85,2025-02-24,05:24:00,36.39,1,0.6698850000000001
17.11,71.9,86.11,7192.68,2025-02-24,05:28:00,36.15,1,0.719268
12.0,98.38,86.18,11413.25,2025-02-24,05:32:00,34.2,1,1.141325
13.59,91.31,86.24,6701.67,2025-02-24,05:36:00,35.16,1,0.670167
11.97,86.01,86.31,5439.62,2025-02-24,05:40:00,34.59,1,0.543962
11.51,87.36,86.38,7811.68,2025-02-24,05:44:00,35.69,1,0.7811680000000001
13.45,98.2,86.44,7705.61,2025-02-24,05:48:00,35.17,1,0.7705609999999999
10.94,88.86,86.51,7631.63,2025-02-24,05:52:00,35.42,1,0.763163
11.96,86.29,86.58,6752.28,2025-02-24,05:56:00,34.87,1,0.6752279999999999
11.98,97.71,86.64,14975.56,2025-02-24,06:00:00,34.5,1,1.4975559999999999
9.92,96.82,86.71,28595.63,2025-02-24,06:04:00,34.53,1,2.859563
13.15,85.58,86.78,5215.18,2025-02-24,06:08:00,34.15,1,0.521518
10.74,94.97,86.84,3755.11,2025-02-24,06:12:00,34.24,1,0.37551100000000004
9.5,90.62,86.91,7402.15,2025-02-24,06:16:00,34.08,1,0.740215
12.01,97.49,86.98,3843.63,2025-02-24,06:20:00,34.25,1,0.384363
9.07,100.0,87.04,4415.37,2025-02-24,06:24:00,34.17,1,0.441537
10.85,96.38,87.11,6532.54,2025-02-24,06:28:00,34.86,1,0.653254
10.71,95.74,87.18,11409.43,2025-02-24,06:32:00,34.79,1,1.140943
