temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID
29.8,50.89,32.07,2040,4/29/2025,20:20:35,28.63,1,28805
29.78,50.9,32.08,2033.5,4/29/2025,20:20:48,28.58,1,28806
29.78,50.84,32.08,2040,4/29/2025,20:21:00,28.53,1,28807
29.78,50.91,32.08,2032,4/29/2025,20:21:11,28.48,1,28808
29.77,50.89,32.09,2047,4/29/2025,20:21:24,28.43,1,28809
29.77,50.94,32.09,2039.5,4/29/2025,20:21:36,28.38,1,28810
29.77,50.93,32.09,2037,4/29/2025,20:21:48,28.34,1,28811
29.78,50.91,32.1,2035,4/29/2025,20:22:01,28.29,1,28812
29.78,50.92,32.1,2034.5,4/29/2025,20:22:13,28.24,1,28813
29.79,50.89,32.1,2029,4/29/2025,20:22:25,28.19,1,28814
29.78,50.89,32.11,2032.5,4/29/2025,20:22:37,28.14,1,28815
29.76,50.85,32.11,2032,4/29/2025,20:22:49,28.09,1,28816
29.78,50.9,32.11,2036.5,4/29/2025,20:23:01,28.05,1,28817
29.77,50.96,32.12,2024,4/29/2025,20:23:16,28,1,28818
29.76,51.02,32.12,2027,4/29/2025,20:23:29,27.95,1,28819
29.73,51.01,32.13,2037,4/29/2025,20:23:42,27.9,1,28820
29.72,50.99,32.13,2027.5,4/29/2025,20:23:54,27.85,1,28821
29.73,51.07,32.13,2030.5,4/29/2025,20:24:06,27.8,1,28822
29.74,51.13,32.14,2035.5,4/29/2025,20:24:18,27.76,1,28823
29.74,51.16,32.14,2040.5,4/29/2025,20:24:30,27.71,1,28824
29.72,51.21,32.14,2033.5,4/29/2025,20:24:42,27.66,1,28825
29.74,51.17,32.15,2025,4/29/2025,20:24:54,27.61,1,28826
29.74,51.17,32.15,2047.5,4/29/2025,20:25:07,27.56,1,28827
29.74,51.15,32.15,2024,4/29/2025,20:25:19,27.51,1,28828
29.76,51.09,32.16,2035,4/29/2025,20:25:32,27.47,1,28829
29.74,51.1,32.16,2037.5,4/29/2025,20:25:44,27.42,1,28830
29.72,51.1,32.16,2032,4/29/2025,20:25:56,27.37,1,28831
29.7,51.15,32.17,2031,4/29/2025,20:26:08,27.32,1,28832
29.72,51.11,32.17,2027.5,4/29/2025,20:26:20,27.27,1,28833
29.71,51.12,32.17,2038.5,4/29/2025,20:26:32,27.22,1,28834
29.71,51.17,32.18,2047.5,4/29/2025,20:27:00,27.18,1,28835
29.7,51.2,32.18,2027.5,4/29/2025,20:27:12,27.13,1,28836
29.71,51.16,32.19,2029,4/29/2025,20:27:24,27.08,1,28837
29.72,51.12,32.19,2029.5,4/29/2025,20:27:35,27.03,1,28838
29.72,51.15,32.19,2024.5,4/29/2025,20:27:47,26.98,1,28839
29.73,51.17,32.2,2026.5,4/29/2025,20:27:59,26.93,1,28840
29.73,51.2,32.2,2032.5,4/29/2025,20:28:11,26.89,1,28841
29.69,51.11,32.2,2025,4/29/2025,20:28:23,26.84,1,28842
29.71,51.16,32.21,2025,4/29/2025,20:28:35,26.79,1,28843
29.68,51.17,32.21,2029.5,4/29/2025,20:28:46,26.74,1,28844
29.68,51.14,32.21,2028,4/29/2025,20:28:58,26.69,1,28845
29.69,51.26,32.22,2030.5,4/29/2025,20:29:10,26.64,1,28846
29.71,51.26,32.22,2025.5,4/29/2025,20:29:22,26.6,1,28847
29.71,51.16,32.22,2024,4/29/2025,20:29:34,26.55,1,28848
29.7,51.18,32.23,2031.5,4/29/2025,20:29:45,26.5,1,28849
29.7,51.19,32.23,2028.5,4/29/2025,20:29:57,26.45,1,28850
29.72,51.14,32.23,2035.5,4/29/2025,20:30:09,26.4,1,28851
29.72,51.12,32.24,2027,4/29/2025,20:30:21,26.35,1,28852
29.71,51.1,32.24,2031,4/29/2025,20:30:33,26.31,1,28853
29.71,51.14,32.24,2033.5,4/29/2025,20:30:44,26.26,1,28854
29.69,51.13,32.25,2023,4/29/2025,20:30:56,26.21,1,28855
29.7,51.11,32.25,2028.5,4/29/2025,20:31:08,26.16,1,28856
29.73,51.14,32.25,2032,4/29/2025,20:31:19,26.11,1,28857
29.69,51.18,32.26,2024,4/29/2025,20:31:31,26.06,1,28858
29.71,51.16,32.26,2025,4/29/2025,20:31:44,26.02,1,28859
29.71,51.2,32.26,2032,4/29/2025,20:31:57,25.97,1,28860
29.7,51.11,32.27,2026.5,4/29/2025,20:32:11,25.92,1,28861
29.73,51.13,32.27,2024,4/29/2025,20:32:24,25.87,1,28862
29.71,51.06,32.27,2030.5,4/29/2025,20:32:36,25.82,1,28863
29.7,51.11,32.28,2024.5,4/29/2025,20:32:48,25.77,1,28864
29.69,51.1,32.28,2033.5,4/29/2025,20:32:59,25.73,1,28865
29.69,51.13,32.28,2030.5,4/29/2025,20:33:12,25.68,1,28866
29.69,51.17,32.29,2033.5,4/29/2025,20:33:24,25.63,1,28867
29.69,51.15,32.29,2025.5,4/29/2025,20:33:36,25.58,1,28868
29.66,51.28,32.29,2027,4/29/2025,20:33:48,25.53,1,28869
29.66,51.31,32.3,2024.5,4/29/2025,20:34:00,25.48,1,28870
29.64,51.31,32.3,2025.5,4/29/2025,20:34:12,25.44,1,28871
29.66,51.22,32.3,2024,4/29/2025,20:34:24,25.39,1,28872
29.65,51.27,32.31,2025.5,4/29/2025,20:34:36,25.34,1,28873
29.66,51.27,32.31,2040,4/29/2025,20:34:49,25.29,1,28874
29.65,51.29,32.31,2047,4/29/2025,20:35:01,25.24,1,28875
29.65,51.4,32.32,2039,4/29/2025,20:35:13,25.19,1,28876
29.64,51.39,32.32,2035.5,4/29/2025,20:35:25,25.15,1,28877
29.64,51.38,32.32,2034.5,4/29/2025,20:35:36,25.1,1,28878
29.64,51.36,32.33,2037,4/29/2025,20:35:48,25.05,1,28879
29.66,51.29,32.33,2025,4/29/2025,20:36:00,25,1,28880
29.67,51.28,32.33,2024,4/29/2025,20:36:12,24.95,1,28881
29.66,51.21,32.34,2018,4/29/2025,20:36:24,24.9,1,28882
29.67,51.2,32.34,2038.5,4/29/2025,20:36:35,24.85,1,28883
29.7,51.22,32.34,2034.5,4/29/2025,20:36:47,24.81,1,28884
29.68,51.18,32.35,2033.5,4/29/2025,20:36:59,24.76,1,28885
29.7,51.17,32.35,2025.5,4/29/2025,20:37:12,24.71,1,28886
29.67,51.16,32.35,2026.5,4/29/2025,20:37:23,24.66,1,28887
29.67,51.17,32.36,2024,4/29/2025,20:37:35,24.61,1,28888
29.68,51.19,32.36,2024,4/29/2025,20:37:47,24.56,1,28889
29.69,51.16,32.36,2029.5,4/29/2025,20:37:58,24.52,1,28890
29.68,51.13,32.37,2035.5,4/29/2025,20:38:10,24.47,1,28891
29.7,51.19,32.37,2039,4/29/2025,20:38:22,24.42,1,28892
29.7,51.15,32.37,2033.5,4/29/2025,20:38:35,24.37,1,28893
29.68,51.13,32.38,2037.5,4/29/2025,20:38:46,24.32,1,28894
29.7,51.17,32.38,2043.5,4/29/2025,20:38:59,24.27,1,28895
29.7,51.16,32.38,2038.5,4/29/2025,20:39:11,24.23,1,28896
29.72,51.18,32.39,2039.5,4/29/2025,20:39:23,24.18,1,28897
29.71,51.21,32.39,2034.5,4/29/2025,20:39:35,24.13,1,28898
29.71,51.17,32.39,2034.5,4/29/2025,20:39:47,24.08,1,28899
29.72,51.17,32.4,2033.5,4/29/2025,20:39:59,24.03,1,28900
29.72,51.14,32.4,2032,4/29/2025,20:40:11,23.98,1,28901
29.73,51.13,32.4,2033.5,4/29/2025,20:40:23,23.94,1,28902
29.73,51.14,32.41,2030.5,4/29/2025,20:40:35,23.89,1,28903
29.73,51.14,32.41,2028.5,4/29/2025,20:40:46,23.84,1,28904
29.71,51.17,32.41,2027.5,4/29/2025,20:40:58,23.79,1,28905
29.71,51.1,32.42,2033.5,4/29/2025,20:41:11,23.74,1,28906
29.71,51.2,32.42,2039.5,4/29/2025,20:41:23,23.69,1,28907
29.68,51.27,32.42,2033,4/29/2025,20:41:36,23.65,1,28908
29.71,51.24,32.43,2029,4/29/2025,20:41:49,23.6,1,28909
29.67,51.21,32.43,2032.5,4/29/2025,20:42:03,23.55,1,28910
29.69,51.21,32.43,2016.5,4/29/2025,20:42:15,23.5,1,28911
29.68,51.22,32.44,2023.5,4/29/2025,20:42:27,23.45,1,28912
29.69,51.24,32.44,2033.5,4/29/2025,20:42:39,23.4,1,28913
29.67,51.23,32.44,2023.5,4/29/2025,20:42:51,23.36,1,28914
29.67,51.21,32.45,2018.5,4/29/2025,20:43:03,23.31,1,28915
29.68,51.24,32.45,2015.5,4/29/2025,20:43:14,23.26,1,28916
29.66,51.21,32.45,2019.5,4/29/2025,20:43:26,23.21,1,28917
29.67,51.16,32.46,2024.5,4/29/2025,20:43:38,23.16,1,28918
29.66,51.19,32.46,2016,4/29/2025,20:43:51,23.11,1,28919
29.66,51.23,32.46,2017.5,4/29/2025,20:44:03,23.07,1,28920
29.67,51.21,32.47,2015,4/29/2025,20:44:15,23.02,1,28921
29.67,51.18,32.47,2013,4/29/2025,20:44:27,22.97,1,28922
29.66,51.16,32.47,2018,4/29/2025,20:44:39,22.92,1,28923
29.66,51.17,32.48,2019.5,4/29/2025,20:44:51,22.87,1,28924
29.66,51.15,32.48,2018.5,4/29/2025,20:45:03,22.82,1,28925
29.67,51.17,32.48,2014,4/29/2025,20:45:15,22.78,1,28926
29.64,51.2,32.49,2023,4/29/2025,20:45:31,22.73,1,28927
29.63,51.22,32.49,2019,4/29/2025,20:45:44,22.68,1,28928
29.65,51.19,32.5,2024,4/29/2025,20:45:57,22.63,1,28929
29.64,51.19,32.5,2016.5,4/29/2025,20:46:11,22.58,1,28930
29.65,51.22,32.5,2016,4/29/2025,20:46:23,22.53,1,28931
29.65,51.15,32.51,2011,4/29/2025,20:46:35,22.49,1,28932
29.64,51.18,32.51,2019,4/29/2025,20:46:47,22.44,1,28933
29.66,51.16,32.51,2033,4/29/2025,20:47:03,22.39,1,28934
29.65,51.18,32.52,2021.5,4/29/2025,20:47:15,22.34,1,28935
29.64,51.17,32.52,2024.5,4/29/2025,20:47:28,22.29,1,28936
29.63,51.17,32.53,2031.5,4/29/2025,20:47:41,22.24,1,28937
29.63,51.17,32.53,2025,4/29/2025,20:47:53,22.2,1,28938
29.62,51.14,32.53,2024,4/29/2025,20:48:06,22.15,1,28939
29.63,51.14,32.54,2016,4/29/2025,20:48:26,22.1,1,28940
29.59,51.16,32.54,2018.5,4/29/2025,20:48:41,22.05,1,28941
29.61,51.13,32.55,2018,4/29/2025,20:48:53,22,1,28942
29.6,51.11,32.55,2016,4/29/2025,20:49:05,21.95,1,28943
29.62,51.2,32.55,2024,4/29/2025,20:49:17,21.91,1,28944
29.59,51.17,32.56,2015,4/29/2025,20:49:33,21.86,1,28945
29.59,51.19,32.56,2014.5,4/29/2025,20:49:45,21.81,1,28946
29.57,51.2,32.56,2021.5,4/29/2025,20:49:56,21.76,1,28947
29.57,51.27,32.57,2026,4/29/2025,20:50:08,21.71,1,28948
29.53,51.29,32.57,2009.5,4/29/2025,20:50:21,21.66,1,28949
29.52,51.25,32.57,2015,4/29/2025,20:50:37,21.62,1,28950
29.52,51.28,32.58,2017.5,4/29/2025,20:50:50,21.57,1,28951
29.53,51.22,32.58,2013,4/29/2025,20:51:02,21.52,1,28952
29.53,51.24,32.58,2016,4/29/2025,20:51:14,21.47,1,28953
29.54,51.23,32.59,2018.5,4/29/2025,20:51:26,21.42,1,28954
29.53,51.21,32.59,2016,4/29/2025,20:51:39,21.37,1,28955
29.54,51.22,32.59,2016.5,4/29/2025,20:51:51,21.32,1,28956
29.54,51.22,32.6,2021,4/29/2025,20:52:03,21.28,1,28957
29.53,51.17,32.6,2025,4/29/2025,20:52:15,21.23,1,28958
29.52,51.22,32.6,2019.5,4/29/2025,20:52:28,21.18,1,28959
29.5,51.25,32.61,2021,4/29/2025,20:52:41,21.13,1,28960
29.52,51.22,32.61,2024,4/29/2025,20:52:54,21.08,1,28961
29.48,51.23,32.62,2021.5,4/29/2025,20:53:06,21.03,1,28962
29.5,51.21,32.62,2010.5,4/29/2025,20:53:18,20.99,1,28963
29.51,51.19,32.62,2016,4/29/2025,20:53:32,20.94,1,28964
29.49,51.17,32.63,2016.5,4/29/2025,20:53:46,20.89,1,28965
29.52,51.17,32.63,2009.5,4/29/2025,20:53:59,20.84,1,28966
29.51,51.18,32.63,2032.5,4/29/2025,20:54:11,20.79,1,28967
29.54,51.18,32.64,2010,4/29/2025,20:54:22,20.74,1,28968
29.52,51.21,32.64,2013,4/29/2025,20:54:35,20.7,1,28969
29.53,51.21,32.64,2012.5,4/29/2025,20:54:47,20.65,1,28970
29.54,51.18,32.65,2013.5,4/29/2025,20:54:59,20.6,1,28971
29.55,51.16,32.65,2015,4/29/2025,20:55:11,20.55,1,28972
29.52,51.15,32.65,2012.5,4/29/2025,20:55:23,20.5,1,28973
29.54,51.18,32.66,2025,4/29/2025,20:55:51,20.45,1,28974
29.55,51.19,32.66,2009,4/29/2025,20:56:04,20.41,1,28975
29.53,51.17,32.67,2010,4/29/2025,20:56:16,20.36,1,28976
29.54,51.18,32.67,2014,4/29/2025,20:56:28,20.31,1,28977
29.52,51.14,32.68,2017,4/29/2025,20:56:41,20.26,1,28978
29.52,51.15,32.68,2013.5,4/29/2025,20:56:53,20.21,1,28979
29.52,51.19,32.68,2014,4/29/2025,20:57:05,20.16,1,28980
29.49,51.19,32.69,2007.5,4/29/2025,20:57:17,20.12,1,28981
29.49,51.22,32.69,2005.5,4/29/2025,20:57:29,20.07,1,28982
29.47,51.25,32.69,2008.5,4/29/2025,20:57:46,20.02,1,28983
29.46,51.23,32.7,2009.5,4/29/2025,20:57:58,19.97,1,28984
29.49,51.21,32.7,2008,4/29/2025,20:58:10,19.92,1,28985
29.49,51.17,32.7,1984.5,4/29/2025,20:58:22,19.87,1,28986
29.49,51.18,32.71,2013,4/29/2025,20:58:34,19.83,1,28987
29.5,51.17,32.71,2016.5,4/29/2025,20:58:47,19.78,1,28988
29.49,51.19,32.71,2017,4/29/2025,20:59:01,19.73,1,28989
29.48,51.2,32.72,2016,4/29/2025,20:59:14,19.68,1,28990
29.48,51.2,32.72,1999.5,4/29/2025,20:59:26,19.63,1,28991
29.5,51.16,32.72,2016,4/29/2025,20:59:38,19.58,1,28992
29.5,51.18,32.73,2029,4/29/2025,21:00:08,19.54,1,28993
29.51,51.15,32.74,2008.5,4/29/2025,21:00:20,19.49,1,28994
29.52,51.13,32.74,2022.5,4/29/2025,21:00:35,19.44,1,28995
29.51,51.14,32.74,2016,4/29/2025,21:00:49,19.39,1,28996
29.53,51.12,32.75,2017.5,4/29/2025,21:01:02,19.34,1,28997
29.52,51.15,32.75,2011.5,4/29/2025,21:01:14,19.29,1,28998
29.51,51.11,32.75,2024,4/29/2025,21:01:26,19.25,1,28999
29.51,51.13,32.76,2016,4/29/2025,21:01:37,19.2,1,29000
29.51,51.12,32.76,2007,4/29/2025,21:01:50,19.15,1,29001
29.51,51.1,32.76,2015.5,4/29/2025,21:02:02,19.1,1,29002
29.5,51.13,32.77,2007.5,4/29/2025,21:02:14,19.05,1,29003
29.5,51.07,32.77,2013.5,4/29/2025,21:02:26,19,1,29004
29.52,51.14,32.78,2009,4/29/2025,21:02:40,18.96,1,29005
29.52,51.12,32.78,2013.5,4/29/2025,21:02:51,18.91,1,29006
29.53,51.18,32.78,2013.5,4/29/2025,21:03:05,18.86,1,29007
29.5,51.17,32.78,2005.5,4/29/2025,21:03:16,18.81,1,29008
29.52,51.15,32.79,2034.5,4/29/2025,21:03:29,18.76,1,29009
29.52,51.17,32.79,2015.5,4/29/2025,21:03:41,18.71,1,29010
29.51,51.18,32.8,2006.5,4/29/2025,21:03:53,18.67,1,29011
29.5,51.25,32.8,2011.5,4/29/2025,21:04:05,18.62,1,29012
29.47,51.23,32.8,2015,4/29/2025,21:04:20,18.57,1,29013
29.46,51.25,32.81,2006,4/29/2025,21:04:33,18.52,1,29014
29.45,51.25,32.81,2003.5,4/29/2025,21:04:44,18.47,1,29015
29.46,51.24,32.81,2002.5,4/29/2025,21:04:57,18.42,1,29016
29.45,51.22,32.82,2008,4/29/2025,21:05:09,18.38,1,29017
29.46,51.27,32.82,2009.5,4/29/2025,21:05:21,18.33,1,29018
29.45,51.24,32.82,2000.5,4/29/2025,21:05:33,18.28,1,29019
29.46,51.24,32.83,2008,4/29/2025,21:05:45,18.23,1,29020
29.46,51.28,32.83,2013.5,4/29/2025,21:05:57,18.18,1,29021
29.46,51.28,32.83,2009.5,4/29/2025,21:06:08,18.13,1,29022
29.47,51.24,32.84,2009.5,4/29/2025,21:06:20,18.09,1,29023
29.46,51.27,32.84,2013.5,4/29/2025,21:06:35,18.04,1,29024
29.45,51.27,32.84,2005.5,4/29/2025,21:06:47,17.99,1,29025
29.47,51.27,32.85,2008.5,4/29/2025,21:06:59,17.94,1,29026
29.49,51.24,32.85,2017.5,4/29/2025,21:07:11,17.89,1,29027
29.49,51.24,32.85,2017.5,4/29/2025,21:07:23,17.84,1,29028
29.49,51.24,32.86,2008,4/29/2025,21:07:34,17.79,1,29029
29.46,51.23,32.86,2007.5,4/29/2025,21:07:46,17.75,1,29030
29.46,51.25,32.86,2000.5,4/29/2025,21:08:01,17.7,1,29031
29.47,51.27,32.87,2002,4/29/2025,21:08:17,17.65,1,29032
29.46,51.23,32.87,2000.5,4/29/2025,21:08:29,17.6,1,29033
29.47,51.26,32.88,2029.5,4/29/2025,21:09:11,17.55,1,29034
29.47,51.27,32.89,1992,4/29/2025,21:09:24,17.5,1,29035
29.44,51.26,32.89,1997,4/29/2025,21:09:45,17.46,1,29036
29.46,51.28,32.9,2011.5,4/29/2025,21:09:57,17.41,1,29037
29.44,51.3,32.91,2018.5,4/29/2025,21:10:35,17.36,1,29038
29.43,51.28,32.91,2022.5,4/29/2025,21:10:53,17.31,1,29039
29.44,51.27,32.92,2004.5,4/29/2025,21:11:04,17.26,1,29040
29.41,51.3,32.92,2009,4/29/2025,21:11:19,17.21,1,29041
29.4,51.25,32.92,2011.5,4/29/2025,21:11:30,17.17,1,29042
29.4,51.32,32.93,2007.5,4/29/2025,21:11:42,17.12,1,29043
29.4,51.32,32.93,1994,4/29/2025,21:11:54,17.07,1,29044
29.42,51.32,32.93,1999,4/29/2025,21:12:06,17.02,1,29045
29.41,51.3,32.94,1999,4/29/2025,21:12:17,16.97,1,29046
29.42,51.31,32.94,1958.5,4/29/2025,21:12:33,16.92,1,29047
29.41,51.26,32.95,2019,4/29/2025,21:13:05,16.88,1,29048
29.43,51.28,32.95,2007.5,4/29/2025,21:13:16,16.83,1,29049
29.43,51.27,32.96,2006.5,4/29/2025,21:13:28,16.78,1,29050
29.43,51.3,32.96,2008,4/29/2025,21:13:40,16.73,1,29051
29.43,51.33,32.96,1999,4/29/2025,21:13:52,16.68,1,29052
29.44,51.35,32.97,2000.5,4/29/2025,21:14:07,16.63,1,29053
29.44,51.3,32.97,2002.5,4/29/2025,21:14:18,16.59,1,29054
29.44,51.3,32.97,2009.5,4/29/2025,21:14:30,16.54,1,29055
29.44,51.3,32.98,1999.5,4/29/2025,21:14:45,16.49,1,29056
29.45,51.25,32.98,1993.5,4/29/2025,21:15:03,16.44,1,29057
29.45,51.28,32.98,1997.5,4/29/2025,21:15:14,16.39,1,29058
29.45,51.29,32.99,1985,4/29/2025,21:15:26,16.34,1,29059
29.45,51.28,32.99,1995,4/29/2025,21:15:38,16.3,1,29060
29.46,51.26,32.99,1985.5,4/29/2025,21:15:50,16.25,1,29061
29.45,51.25,33,1991,4/29/2025,21:16:02,16.2,1,29062
29.45,51.27,33,1992,4/29/2025,21:16:14,16.15,1,29063
29.45,51.32,33.01,2001,4/29/2025,21:16:29,16.1,1,29064
29.44,51.29,33.01,1988.5,4/29/2025,21:16:42,16.05,1,29065
29.44,51.3,33.01,2023,4/29/2025,21:16:54,16.01,1,29066
29.45,51.26,33.02,2003,4/29/2025,21:17:08,15.96,1,29067
29.46,51.29,33.02,1989.5,4/29/2025,21:17:20,15.91,1,29068
29.45,51.29,33.02,1992,4/29/2025,21:17:32,15.86,1,29069
29.45,51.31,33.03,1984.5,4/29/2025,21:17:44,15.81,1,29070
29.44,51.32,33.03,1982.5,4/29/2025,21:18:01,15.76,1,29071
29.44,51.31,33.04,1987.5,4/29/2025,21:18:20,15.72,1,29072
29.46,51.3,33.04,2008,4/29/2025,21:18:51,15.67,1,29073
29.45,51.3,33.05,1995.5,4/29/2025,21:19:07,15.62,1,29074
29.41,51.3,33.05,1983.5,4/29/2025,21:19:18,15.57,1,29075
29.45,51.3,33.06,1982,4/29/2025,21:19:30,15.52,1,29076
29.44,51.29,33.06,1984,4/29/2025,21:19:42,15.47,1,29077
29.43,51.31,33.06,1985.5,4/29/2025,21:19:55,15.43,1,29078
29.44,51.31,33.07,1981,4/29/2025,21:20:07,15.38,1,29079
29.44,51.28,33.07,1983.5,4/29/2025,21:20:19,15.33,1,29080
29.43,51.26,33.07,1978.5,4/29/2025,21:20:30,15.28,1,29081
29.43,51.3,33.08,2008.5,4/29/2025,21:20:42,15.23,1,29082
29.45,51.29,33.08,1984,4/29/2025,21:20:54,15.18,1,29083
29.45,51.29,33.08,1980.5,4/29/2025,21:21:06,15.14,1,29084
29.42,51.28,33.09,1979.5,4/29/2025,21:21:18,15.09,1,29085
29.43,51.27,33.09,1976.5,4/29/2025,21:21:29,15.04,1,29086
29.44,51.29,33.09,1976,4/29/2025,21:21:41,14.99,1,29087
29.43,51.27,33.1,1982.5,4/29/2025,21:21:53,14.94,1,29088
29.42,51.31,33.1,1989,4/29/2025,21:22:05,14.89,1,29089
29.43,51.29,33.1,1983.5,4/29/2025,21:22:16,14.85,1,29090
29.42,51.3,33.1,1992,4/29/2025,21:22:28,14.8,1,29091
29.41,51.26,33.11,1985.5,4/29/2025,21:22:40,14.75,1,29092
29.41,51.31,33.11,1975.5,4/29/2025,21:22:55,14.7,1,29093
29.4,51.28,33.12,1974.5,4/29/2025,21:23:10,14.65,1,29094
29.36,51.29,33.12,1977,4/29/2025,21:23:22,14.6,1,29095
29.39,51.31,33.12,1976,4/29/2025,21:23:39,14.56,1,29096
29.38,51.31,33.13,1973,4/29/2025,21:23:51,14.51,1,29097
29.37,51.31,33.13,1982.5,4/29/2025,21:24:03,14.46,1,29098
29.36,51.33,33.13,1982.5,4/29/2025,21:24:15,14.41,1,29099
29.36,51.35,33.14,1975.5,4/29/2025,21:24:28,14.36,1,29100
29.37,51.34,33.14,1990.5,4/29/2025,21:24:40,14.31,1,29101
29.37,51.33,33.15,1981.5,4/29/2025,21:24:52,14.26,1,29102
29.37,51.34,33.15,1983,4/29/2025,21:25:04,14.22,1,29103
29.36,51.33,33.15,1975,4/29/2025,21:25:16,14.17,1,29104
29.37,51.33,33.16,1964,4/29/2025,21:25:28,14.12,1,29105
29.38,51.35,33.16,1976,4/29/2025,21:25:40,14.07,1,29106
29.38,51.31,33.16,1976,4/29/2025,21:25:52,14.02,1,29107
29.38,51.34,33.16,1979,4/29/2025,21:26:04,13.97,1,29108
29.4,51.33,33.17,1979.5,4/29/2025,21:26:16,13.93,1,29109
29.38,51.31,33.17,1975.5,4/29/2025,21:26:27,13.88,1,29110
29.38,51.32,33.17,1968,4/29/2025,21:26:39,13.83,1,29111
29.39,51.31,33.18,2005,4/29/2025,21:26:51,13.78,1,29112
29.38,51.32,33.18,1979.5,4/29/2025,21:27:03,13.73,1,29113
29.38,51.36,33.18,1965,4/29/2025,21:27:15,13.68,1,29114
29.38,51.3,33.19,1967.5,4/29/2025,21:27:31,13.64,1,29115
29.38,52.28,33.19,1973.5,4/29/2025,21:27:42,13.59,1,29116
29.39,51.84,33.2,1984,4/29/2025,21:27:54,13.54,1,29117
29.38,51.6,33.2,1986.5,4/29/2025,21:28:07,13.49,1,29118
29.37,51.5,33.2,1992.5,4/29/2025,21:28:19,13.44,1,29119
29.37,51.43,33.21,1981.5,4/29/2025,21:28:32,13.39,1,29120
29.36,51.42,33.21,1989,4/29/2025,21:28:43,13.35,1,29121
29.34,51.43,33.21,1982.5,4/29/2025,21:28:57,13.3,1,29122
29.36,51.45,33.22,1992,4/29/2025,21:29:09,13.25,1,29123
29.34,51.42,33.22,1983.5,4/29/2025,21:29:21,13.2,1,29124
29.36,51.39,33.22,1979.5,4/29/2025,21:29:33,13.15,1,29125
29.36,51.36,33.24,2001.5,4/29/2025,21:30:32,13.1,1,29126
29.36,51.34,33.24,1976,4/29/2025,21:30:46,13.06,1,29127
29.36,51.34,33.25,1981.5,4/29/2025,21:30:57,13.01,1,29128
29.36,51.33,33.25,1977.5,4/29/2025,21:31:12,12.96,1,29129
29.37,51.32,33.25,1974.5,4/29/2025,21:31:24,12.91,1,29130
29.38,51.31,33.26,1982.5,4/29/2025,21:31:36,12.86,1,29131
29.38,51.31,33.26,1983.5,4/29/2025,21:31:48,12.81,1,29132
29.39,51.31,33.26,1985,4/29/2025,21:32:00,12.77,1,29133
29.37,51.33,33.27,1976,4/29/2025,21:32:12,12.72,1,29134
29.39,51.33,33.27,1978.5,4/29/2025,21:32:23,12.67,1,29135
29.36,51.33,33.27,1975,4/29/2025,21:32:36,12.62,1,29136
29.37,51.33,33.28,1979.5,4/29/2025,21:32:47,12.57,1,29137
29.37,51.3,33.28,1977.5,4/29/2025,21:32:59,12.52,1,29138
29.4,51.3,33.29,1999.5,4/29/2025,21:33:26,12.48,1,29139
29.36,51.3,33.29,1987.5,4/29/2025,21:33:39,12.43,1,29140
29.37,51.29,33.29,1983,4/29/2025,21:33:50,12.38,1,29141
29.37,51.26,33.3,1973,4/29/2025,21:34:03,12.33,1,29142
29.36,51.23,33.3,1966,4/29/2025,21:34:15,12.28,1,29143
29.37,51.25,33.3,1968,4/29/2025,21:34:27,12.23,1,29144
29.39,51.26,33.31,1965,4/29/2025,21:34:43,12.19,1,29145
29.37,51.24,33.31,1963,4/29/2025,21:34:57,12.14,1,29146
29.37,51.24,33.32,1965.5,4/29/2025,21:35:09,12.09,1,29147
29.35,51.31,33.32,1960,4/29/2025,21:35:21,12.04,1,29148
29.35,51.32,33.32,1961.5,4/29/2025,21:35:33,11.99,1,29149
29.36,51.34,33.33,1963.5,4/29/2025,21:35:44,11.94,1,29150
29.36,51.34,33.33,1968.5,4/29/2025,21:35:56,11.9,1,29151
29.34,51.36,33.33,1953.5,4/29/2025,21:36:08,11.85,1,29152
29.33,51.38,33.34,1955.5,4/29/2025,21:36:20,11.8,1,29153
29.32,51.37,33.34,1955,4/29/2025,21:36:32,11.75,1,29154
29.29,51.39,33.34,1959,4/29/2025,21:36:44,11.7,1,29155
29.29,51.39,33.35,1954.5,4/29/2025,21:36:56,11.65,1,29156
29.28,51.42,33.35,1952,4/29/2025,21:37:08,11.61,1,29157
29.28,51.44,33.35,1957.5,4/29/2025,21:37:20,11.56,1,29158
29.27,51.46,33.36,1952.5,4/29/2025,21:37:31,11.51,1,29159
29.26,51.51,33.36,1967,4/29/2025,21:37:43,11.46,1,29160
29.25,51.48,33.36,1964.5,4/29/2025,21:37:55,11.41,1,29161
29.23,51.48,33.37,1949.5,4/29/2025,21:38:07,11.36,1,29162
29.24,51.47,33.37,1944,4/29/2025,21:38:19,11.32,1,29163
29.24,51.49,33.37,1960,4/29/2025,21:38:31,11.27,1,29164
29.23,51.47,33.38,1952.5,4/29/2025,21:38:43,11.22,1,29165
29.22,51.51,33.38,1954.5,4/29/2025,21:38:55,11.17,1,29166
29.22,51.58,33.38,1952,4/29/2025,21:39:10,11.12,1,29167
29.2,51.54,33.39,1951.5,4/29/2025,21:39:22,11.07,1,29168
29.21,51.55,33.39,1955,4/29/2025,21:39:33,11.03,1,29169
