temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,gas_crudo,nivel_co,nivel_lpg,id,timestamp
27.77,49.9,24.54,2047.5,2025-04-05,09:41:59,96.08,1,4095,1228.5,819.0,2201,2025-04-05 09:41:59
27.76,49.84,24.54,2047.5,2025-04-05,09:42:11,96.07,1,4095,1228.5,819.0,2202,2025-04-05 09:42:11
27.75,49.91,24.55,2047.5,2025-04-05,09:42:23,96.05,1,4095,1228.5,819.0,2203,2025-04-05 09:42:23
27.75,49.89,24.55,2047.5,2025-04-05,09:42:35,96.03,1,4095,1228.5,819.0,2204,2025-04-05 09:42:35
27.76,49.85,24.55,2047.5,2025-04-05,09:42:47,96.01,1,4095,1228.5,819.0,2205,2025-04-05 09:42:47
27.76,49.83,24.56,2042.5,2025-04-05,09:42:59,96.0,1,4085,1225.5,817.0,2206,2025-04-05 09:42:59
27.77,49.76,24.56,2047.5,2025-04-05,09:43:11,95.98,1,4095,1228.5,819.0,2207,2025-04-05 09:43:11
27.76,49.75,24.56,2047.5,2025-04-05,09:43:24,95.96,1,4095,1228.5,819.0,2208,2025-04-05 09:43:24
27.76,49.64,24.57,2047.5,2025-04-05,09:43:38,95.94,1,4095,1228.5,819.0,2209,2025-04-05 09:43:38
27.76,49.72,24.57,2047.5,2025-04-05,09:43:51,95.93,1,4095,1228.5,819.0,2210,2025-04-05 09:43:51
27.76,49.67,24.57,2047.5,2025-04-05,09:44:03,95.91,1,4095,1228.5,819.0,2211,2025-04-05 09:44:03
27.75,49.68,24.58,2047.5,2025-04-05,09:44:16,95.89,1,4095,1228.5,819.0,2212,2025-04-05 09:44:16
27.76,49.76,24.58,2047.5,2025-04-05,09:44:28,95.87,1,4095,1228.5,819.0,2213,2025-04-05 09:44:28
27.74,49.73,24.58,2047.5,2025-04-05,09:44:40,95.86,1,4095,1228.5,819.0,2214,2025-04-05 09:44:40
27.76,49.79,24.59,2047.5,2025-04-05,09:44:53,95.84,1,4095,1228.5,819.0,2215,2025-04-05 09:44:53
27.78,49.77,24.59,2047.5,2025-04-05,09:45:07,95.82,1,4095,1228.5,819.0,2216,2025-04-05 09:45:07
27.77,49.68,24.6,2047.5,2025-04-05,09:45:22,95.8,1,4095,1228.5,819.0,2217,2025-04-05 09:45:22
27.73,49.66,24.6,2047.5,2025-04-05,09:45:35,95.78,1,4095,1228.5,819.0,2218,2025-04-05 09:45:35
27.73,49.75,24.6,2047.5,2025-04-05,09:45:47,95.77,1,4095,1228.5,819.0,2219,2025-04-05 09:45:47
27.74,49.83,24.61,2047.5,2025-04-05,09:45:59,95.75,1,4095,1228.5,819.0,2220,2025-04-05 09:45:59
27.76,49.86,24.61,2047.5,2025-04-05,09:46:11,95.73,1,4095,1228.5,819.0,2221,2025-04-05 09:46:11
27.77,49.73,24.61,2025.5,2025-04-05,09:46:24,95.71,1,4051,1215.3,810.2,2222,2025-04-05 09:46:24
27.78,49.68,24.62,2047.5,2025-04-05,09:46:35,95.7,1,4095,1228.5,819.0,2223,2025-04-05 09:46:35
27.79,49.7,24.62,2047.5,2025-04-05,09:46:48,95.68,1,4095,1228.5,819.0,2224,2025-04-05 09:46:48
27.81,49.66,24.62,2047.5,2025-04-05,09:47:00,95.66,1,4095,1228.5,819.0,2225,2025-04-05 09:47:00
27.81,49.52,24.63,2047.5,2025-04-05,09:47:12,95.64,1,4095,1228.5,819.0,2226,2025-04-05 09:47:12
27.82,49.53,24.63,2047.5,2025-04-05,09:47:24,95.63,1,4095,1228.5,819.0,2227,2025-04-05 09:47:24
27.82,49.49,24.63,2047.5,2025-04-05,09:47:36,95.61,1,4095,1228.5,819.0,2228,2025-04-05 09:47:36
27.83,49.45,24.64,2047.5,2025-04-05,09:47:48,95.59,1,4095,1228.5,819.0,2229,2025-04-05 09:47:48
27.81,49.38,24.64,2047.5,2025-04-05,09:48:00,95.57,1,4095,1228.5,819.0,2230,2025-04-05 09:48:00
27.83,49.31,24.64,2047.5,2025-04-05,09:48:12,95.56,1,4095,1228.5,819.0,2231,2025-04-05 09:48:12
27.83,49.27,24.65,2047.5,2025-04-05,09:48:25,95.54,1,4095,1228.5,819.0,2232,2025-04-05 09:48:25
27.83,49.28,24.65,2047.5,2025-04-05,09:48:37,95.52,1,4095,1228.5,819.0,2233,2025-04-05 09:48:37
27.85,49.14,24.65,2047.5,2025-04-05,09:48:49,95.5,1,4095,1228.5,819.0,2234,2025-04-05 09:48:49
27.83,49.13,24.66,2047.5,2025-04-05,09:49:01,95.48,1,4095,1228.5,819.0,2235,2025-04-05 09:49:01
27.79,49.09,24.66,2047.5,2025-04-05,09:49:14,95.47,1,4095,1228.5,819.0,2236,2025-04-05 09:49:14
27.79,49.05,24.66,2047.5,2025-04-05,09:49:26,95.45,1,4095,1228.5,819.0,2237,2025-04-05 09:49:26
27.79,49.01,24.67,2047.5,2025-04-05,09:49:39,95.43,1,4095,1228.5,819.0,2238,2025-04-05 09:49:39
27.79,48.9,24.67,2047.5,2025-04-05,09:49:51,95.41,1,4095,1228.5,819.0,2239,2025-04-05 09:49:51
27.78,48.89,24.68,2041.0,2025-04-05,09:50:07,95.4,1,4082,1224.6,816.4,2240,2025-04-05 09:50:07
27.78,48.76,24.68,2047.5,2025-04-05,09:50:20,95.38,1,4095,1228.5,819.0,2241,2025-04-05 09:50:20
27.76,48.88,24.68,2047.5,2025-04-05,09:50:32,95.36,1,4095,1228.5,819.0,2242,2025-04-05 09:50:32
27.76,48.77,24.69,2047.5,2025-04-05,09:50:44,95.34,1,4095,1228.5,819.0,2243,2025-04-05 09:50:44
27.75,48.86,24.69,2047.5,2025-04-05,09:50:57,95.33,1,4095,1228.5,819.0,2244,2025-04-05 09:50:57
27.76,48.88,24.69,2047.5,2025-04-05,09:51:09,95.31,1,4095,1228.5,819.0,2245,2025-04-05 09:51:09
27.76,48.83,24.7,2047.5,2025-04-05,09:51:21,95.29,1,4095,1228.5,819.0,2246,2025-04-05 09:51:21
27.75,48.77,24.7,2047.5,2025-04-05,09:51:33,95.27,1,4095,1228.5,819.0,2247,2025-04-05 09:51:33
27.77,48.73,24.7,2047.5,2025-04-05,09:51:45,95.26,1,4095,1228.5,819.0,2248,2025-04-05 09:51:45
27.76,48.82,24.71,2047.5,2025-04-05,09:51:58,95.24,1,4095,1228.5,819.0,2249,2025-04-05 09:51:58
27.77,48.81,24.71,2047.5,2025-04-05,09:52:10,95.22,1,4095,1228.5,819.0,2250,2025-04-05 09:52:10
27.74,48.83,24.71,2047.5,2025-04-05,09:52:22,95.2,1,4095,1228.5,819.0,2251,2025-04-05 09:52:22
27.72,48.73,24.72,2047.5,2025-04-05,09:52:34,95.19,1,4095,1228.5,819.0,2252,2025-04-05 09:52:34
27.76,48.69,24.72,2047.5,2025-04-05,09:52:47,95.17,1,4095,1228.5,819.0,2253,2025-04-05 09:52:47
27.73,48.77,24.72,2047.5,2025-04-05,09:52:59,95.15,1,4095,1228.5,819.0,2254,2025-04-05 09:52:59
27.74,48.62,24.73,2047.5,2025-04-05,09:53:11,95.13,1,4095,1228.5,819.0,2255,2025-04-05 09:53:11
27.75,48.55,24.73,2047.5,2025-04-05,09:53:24,95.11,1,4095,1228.5,819.0,2256,2025-04-05 09:53:24
27.73,48.66,24.73,2047.5,2025-04-05,09:53:36,95.1,1,4095,1228.5,819.0,2257,2025-04-05 09:53:36
27.72,48.63,24.74,2047.5,2025-04-05,09:53:48,95.08,1,4095,1228.5,819.0,2258,2025-04-05 09:53:48
27.73,48.59,24.74,2047.5,2025-04-05,09:54:00,95.06,1,4095,1228.5,819.0,2259,2025-04-05 09:54:00
27.72,48.48,24.74,2047.5,2025-04-05,09:54:12,95.04,1,4095,1228.5,819.0,2260,2025-04-05 09:54:12
27.72,48.53,24.75,2047.5,2025-04-05,09:54:24,95.03,1,4095,1228.5,819.0,2261,2025-04-05 09:54:24
27.73,48.59,24.75,2047.5,2025-04-05,09:54:37,95.01,1,4095,1228.5,819.0,2262,2025-04-05 09:54:37
27.72,48.68,24.75,2047.5,2025-04-05,09:54:49,94.99,1,4095,1228.5,819.0,2263,2025-04-05 09:54:49
27.73,48.67,24.76,2047.5,2025-04-05,09:55:01,94.97,1,4095,1228.5,819.0,2264,2025-04-05 09:55:01
27.74,48.69,24.76,2047.5,2025-04-05,09:55:13,94.96,1,4095,1228.5,819.0,2265,2025-04-05 09:55:13
27.74,48.64,24.76,2047.5,2025-04-05,09:55:25,94.94,1,4095,1228.5,819.0,2266,2025-04-05 09:55:25
27.75,48.64,24.77,2047.5,2025-04-05,09:55:37,94.92,1,4095,1228.5,819.0,2267,2025-04-05 09:55:37
27.76,48.61,24.77,2047.5,2025-04-05,09:55:50,94.9,1,4095,1228.5,819.0,2268,2025-04-05 09:55:50
27.74,48.69,24.77,2047.5,2025-04-05,09:56:03,94.89,1,4095,1228.5,819.0,2269,2025-04-05 09:56:03
27.74,48.65,24.78,2047.5,2025-04-05,09:56:16,94.87,1,4095,1228.5,819.0,2270,2025-04-05 09:56:16
27.76,48.63,24.78,2047.5,2025-04-05,09:56:29,94.85,1,4095,1228.5,819.0,2271,2025-04-05 09:56:29
27.77,48.56,24.78,2003.5,2025-04-05,09:56:41,94.83,1,4007,1202.1,801.4,2272,2025-04-05 09:56:41
27.69,48.59,24.79,2047.5,2025-04-05,09:56:53,94.81,1,4095,1228.5,819.0,2273,2025-04-05 09:56:53
27.69,48.74,24.79,2047.5,2025-04-05,09:57:05,94.8,1,4095,1228.5,819.0,2274,2025-04-05 09:57:05
27.69,48.69,24.8,2047.5,2025-04-05,09:57:17,94.78,1,4095,1228.5,819.0,2275,2025-04-05 09:57:17
27.72,48.68,24.8,2047.5,2025-04-05,09:57:30,94.76,1,4095,1228.5,819.0,2276,2025-04-05 09:57:30
27.74,48.69,24.8,2047.5,2025-04-05,09:57:42,94.74,1,4095,1228.5,819.0,2277,2025-04-05 09:57:42
27.76,48.66,24.81,2047.5,2025-04-05,09:57:54,94.73,1,4095,1228.5,819.0,2278,2025-04-05 09:57:54
27.74,48.59,24.81,2047.5,2025-04-05,09:58:06,94.71,1,4095,1228.5,819.0,2279,2025-04-05 09:58:06
27.74,48.65,24.81,2047.5,2025-04-05,09:58:18,94.69,1,4095,1228.5,819.0,2280,2025-04-05 09:58:18
27.73,48.68,24.82,2047.5,2025-04-05,09:58:30,94.67,1,4095,1228.5,819.0,2281,2025-04-05 09:58:30
27.73,48.65,24.82,2047.5,2025-04-05,09:58:42,94.66,1,4095,1228.5,819.0,2282,2025-04-05 09:58:42
27.72,48.56,24.82,2047.5,2025-04-05,09:58:54,94.64,1,4095,1228.5,819.0,2283,2025-04-05 09:58:54
27.72,48.52,24.83,2047.5,2025-04-05,09:59:06,94.62,1,4095,1228.5,819.0,2284,2025-04-05 09:59:06
27.72,48.45,24.83,2047.5,2025-04-05,09:59:19,94.6,1,4095,1228.5,819.0,2285,2025-04-05 09:59:19
27.72,48.52,24.83,2047.5,2025-04-05,09:59:31,94.59,1,4095,1228.5,819.0,2286,2025-04-05 09:59:31
27.68,48.61,24.84,2047.5,2025-04-05,09:59:42,94.57,1,4095,1228.5,819.0,2287,2025-04-05 09:59:42
27.68,48.64,24.84,2047.5,2025-04-05,09:59:54,94.55,1,4095,1228.5,819.0,2288,2025-04-05 09:59:54
27.69,48.7,24.84,2047.5,2025-04-05,10:00:06,94.53,1,4095,1228.5,819.0,2289,2025-04-05 10:00:06
27.73,48.7,24.85,2047.5,2025-04-05,10:00:18,94.52,1,4095,1228.5,819.0,2290,2025-04-05 10:00:18
27.73,48.64,24.85,2047.5,2025-04-05,10:00:31,94.5,1,4095,1228.5,819.0,2291,2025-04-05 10:00:31
27.74,48.58,24.85,2047.5,2025-04-05,10:00:43,94.48,1,4095,1228.5,819.0,2292,2025-04-05 10:00:43
27.76,48.6,24.86,2047.5,2025-04-05,10:00:55,94.46,1,4095,1228.5,819.0,2293,2025-04-05 10:00:55
27.75,48.49,24.86,2047.5,2025-04-05,10:01:07,94.44,1,4095,1228.5,819.0,2294,2025-04-05 10:01:07
27.73,48.49,24.86,2047.5,2025-04-05,10:01:19,94.43,1,4095,1228.5,819.0,2295,2025-04-05 10:01:19
27.73,48.41,24.87,2047.5,2025-04-05,10:01:31,94.41,1,4095,1228.5,819.0,2296,2025-04-05 10:01:31
27.72,48.47,24.87,2047.5,2025-04-05,10:01:43,94.39,1,4095,1228.5,819.0,2297,2025-04-05 10:01:43
27.74,48.45,24.87,2047.5,2025-04-05,10:01:55,94.37,1,4095,1228.5,819.0,2298,2025-04-05 10:01:55
27.72,48.33,24.88,2047.5,2025-04-05,10:02:10,94.36,1,4095,1228.5,819.0,2299,2025-04-05 10:02:10
27.73,48.37,24.88,2047.5,2025-04-05,10:02:28,94.34,1,4095,1228.5,819.0,2300,2025-04-05 10:02:28
27.73,48.32,24.88,2047.5,2025-04-05,10:02:40,94.32,1,4095,1228.5,819.0,2301,2025-04-05 10:02:40
27.73,48.33,24.89,2047.5,2025-04-05,10:02:52,94.3,1,4095,1228.5,819.0,2302,2025-04-05 10:02:52
27.73,48.26,24.89,2047.5,2025-04-05,10:03:04,94.29,1,4095,1228.5,819.0,2303,2025-04-05 10:03:04
27.73,48.29,24.9,2047.5,2025-04-05,10:03:17,94.27,1,4095,1228.5,819.0,2304,2025-04-05 10:03:17
27.74,48.22,24.9,2047.5,2025-04-05,10:03:29,94.25,1,4095,1228.5,819.0,2305,2025-04-05 10:03:29
27.72,48.2,24.9,2047.5,2025-04-05,10:03:41,94.23,1,4095,1228.5,819.0,2306,2025-04-05 10:03:41
27.73,48.19,24.91,2047.5,2025-04-05,10:03:54,94.22,1,4095,1228.5,819.0,2307,2025-04-05 10:03:54
27.74,48.13,24.91,2047.5,2025-04-05,10:04:06,94.2,1,4095,1228.5,819.0,2308,2025-04-05 10:04:06
27.72,48.1,24.91,2047.5,2025-04-05,10:04:18,94.18,1,4095,1228.5,819.0,2309,2025-04-05 10:04:18
27.71,48.15,24.92,2047.5,2025-04-05,10:04:30,94.16,1,4095,1228.5,819.0,2310,2025-04-05 10:04:30
27.7,48.11,24.92,2047.5,2025-04-05,10:04:43,94.14,1,4095,1228.5,819.0,2311,2025-04-05 10:04:43
27.7,48.09,24.92,2047.5,2025-04-05,10:04:55,94.13,1,4095,1228.5,819.0,2312,2025-04-05 10:04:55
27.68,48.07,24.93,2047.5,2025-04-05,10:05:07,94.11,1,4095,1228.5,819.0,2313,2025-04-05 10:05:07
27.66,48.09,24.93,2047.5,2025-04-05,10:05:19,94.09,1,4095,1228.5,819.0,2314,2025-04-05 10:05:19
27.68,48.12,24.93,2040.0,2025-04-05,10:05:35,94.07,1,4080,1224.0,816.0,2315,2025-04-05 10:05:35
27.68,48.14,24.94,2047.5,2025-04-05,10:05:47,94.06,1,4095,1228.5,819.0,2316,2025-04-05 10:05:47
27.68,48.1,24.94,2047.5,2025-04-05,10:05:59,94.04,1,4095,1228.5,819.0,2317,2025-04-05 10:05:59
27.67,48.15,24.94,2047.5,2025-04-05,10:06:11,94.02,1,4095,1228.5,819.0,2318,2025-04-05 10:06:11
27.67,48.15,24.95,2047.5,2025-04-05,10:06:24,94.0,1,4095,1228.5,819.0,2319,2025-04-05 10:06:24
27.69,48.15,24.95,2047.5,2025-04-05,10:06:36,93.99,1,4095,1228.5,819.0,2320,2025-04-05 10:06:36
27.68,48.09,24.95,2047.5,2025-04-05,10:06:48,93.97,1,4095,1228.5,819.0,2321,2025-04-05 10:06:48
27.68,48.14,24.96,2047.5,2025-04-05,10:07:00,93.95,1,4095,1228.5,819.0,2322,2025-04-05 10:07:00
27.69,48.2,24.96,2047.5,2025-04-05,10:07:13,93.93,1,4095,1228.5,819.0,2323,2025-04-05 10:07:13
27.69,48.1,24.96,2047.5,2025-04-05,10:07:25,93.92,1,4095,1228.5,819.0,2324,2025-04-05 10:07:25
27.67,48.07,24.97,2047.5,2025-04-05,10:07:37,93.9,1,4095,1228.5,819.0,2325,2025-04-05 10:07:37
27.68,48.06,24.97,2047.5,2025-04-05,10:07:49,93.88,1,4095,1228.5,819.0,2326,2025-04-05 10:07:49
27.7,48.11,24.97,2047.5,2025-04-05,10:08:01,93.86,1,4095,1228.5,819.0,2327,2025-04-05 10:08:01
27.69,48.19,24.98,2047.5,2025-04-05,10:08:13,93.84,1,4095,1228.5,819.0,2328,2025-04-05 10:08:13
27.72,48.15,24.98,2047.5,2025-04-05,10:08:25,93.83,1,4095,1228.5,819.0,2329,2025-04-05 10:08:25
27.7,48.1,24.98,2047.5,2025-04-05,10:08:37,93.81,1,4095,1228.5,819.0,2330,2025-04-05 10:08:37
27.7,48.13,24.99,2036.5,2025-04-05,10:08:50,93.79,1,4073,1221.9,814.6,2331,2025-04-05 10:08:50
27.68,48.04,24.99,2047.5,2025-04-05,10:09:02,93.77,1,4095,1228.5,819.0,2332,2025-04-05 10:09:02
27.68,48.06,24.99,2047.5,2025-04-05,10:09:14,93.76,1,4095,1228.5,819.0,2333,2025-04-05 10:09:14
27.69,48.03,25.0,2047.5,2025-04-05,10:09:27,93.74,1,4095,1228.5,819.0,2334,2025-04-05 10:09:27
27.7,47.98,25.0,2047.5,2025-04-05,10:09:39,93.72,1,4095,1228.5,819.0,2335,2025-04-05 10:09:39
27.7,47.97,25.0,2047.5,2025-04-05,10:09:52,93.7,1,4095,1228.5,819.0,2336,2025-04-05 10:09:52
27.73,48.04,25.01,2047.5,2025-04-05,10:10:04,93.69,1,4095,1228.5,819.0,2337,2025-04-05 10:10:04
27.71,48.05,25.01,2047.5,2025-04-05,10:10:16,93.67,1,4095,1228.5,819.0,2338,2025-04-05 10:10:16
27.71,48.15,25.01,2047.5,2025-04-05,10:10:28,93.65,1,4095,1228.5,819.0,2339,2025-04-05 10:10:28
27.67,48.02,25.02,2047.5,2025-04-05,10:10:42,93.63,1,4095,1228.5,819.0,2340,2025-04-05 10:10:42
27.67,48.09,25.02,2047.5,2025-04-05,10:10:57,93.62,1,4095,1228.5,819.0,2341,2025-04-05 10:10:57
27.67,48.17,25.03,2047.5,2025-04-05,10:11:10,93.6,1,4095,1228.5,819.0,2342,2025-04-05 10:11:10
27.7,48.18,25.03,2043.5,2025-04-05,10:11:22,93.58,1,4087,1226.1,817.4,2343,2025-04-05 10:11:22
27.7,48.17,25.03,2042.5,2025-04-05,10:11:34,93.56,1,4085,1225.5,817.0,2344,2025-04-05 10:11:34
27.72,48.1,25.04,2047.5,2025-04-05,10:11:47,93.54,1,4095,1228.5,819.0,2345,2025-04-05 10:11:47
27.75,48.17,25.04,2047.5,2025-04-05,10:11:59,93.53,1,4095,1228.5,819.0,2346,2025-04-05 10:11:59
27.74,48.12,25.04,2047.5,2025-04-05,10:12:11,93.51,1,4095,1228.5,819.0,2347,2025-04-05 10:12:11
27.77,48.05,25.05,2047.5,2025-04-05,10:12:23,93.49,1,4095,1228.5,819.0,2348,2025-04-05 10:12:23
27.75,47.99,25.05,2047.5,2025-04-05,10:12:36,93.47,1,4095,1228.5,819.0,2349,2025-04-05 10:12:36
27.74,47.95,25.05,2047.5,2025-04-05,10:12:48,93.46,1,4095,1228.5,819.0,2350,2025-04-05 10:12:48
27.74,47.94,25.06,2047.5,2025-04-05,10:13:00,93.44,1,4095,1228.5,819.0,2351,2025-04-05 10:13:00
27.75,47.98,25.06,2047.5,2025-04-05,10:13:12,93.42,1,4095,1228.5,819.0,2352,2025-04-05 10:13:12
27.76,47.99,25.06,2047.5,2025-04-05,10:13:24,93.4,1,4095,1228.5,819.0,2353,2025-04-05 10:13:24
27.76,47.98,25.07,2047.5,2025-04-05,10:13:37,93.39,1,4095,1228.5,819.0,2354,2025-04-05 10:13:37
27.77,47.95,25.07,2047.5,2025-04-05,10:13:49,93.37,1,4095,1228.5,819.0,2355,2025-04-05 10:13:49
27.74,47.93,25.07,2037.5,2025-04-05,10:14:02,93.35,1,4075,1222.5,815.0,2356,2025-04-05 10:14:02
27.75,47.94,25.08,2047.5,2025-04-05,10:14:16,93.33,1,4095,1228.5,819.0,2357,2025-04-05 10:14:16
27.75,47.92,25.08,2047.5,2025-04-05,10:14:28,93.32,1,4095,1228.5,819.0,2358,2025-04-05 10:14:28
27.74,47.91,25.08,2047.5,2025-04-05,10:14:40,93.3,1,4095,1228.5,819.0,2359,2025-04-05 10:14:40
27.74,47.98,25.09,2047.5,2025-04-05,10:14:53,93.28,1,4095,1228.5,819.0,2360,2025-04-05 10:14:53
27.76,47.97,25.09,2047.5,2025-04-05,10:15:06,93.26,1,4095,1228.5,819.0,2361,2025-04-05 10:15:06
27.75,47.97,25.1,2047.5,2025-04-05,10:15:18,93.25,1,4095,1228.5,819.0,2362,2025-04-05 10:15:18
27.77,47.96,25.1,2047.5,2025-04-05,10:15:35,93.23,1,4095,1228.5,819.0,2363,2025-04-05 10:15:35
27.78,47.92,25.1,2047.5,2025-04-05,10:15:47,93.21,1,4095,1228.5,819.0,2364,2025-04-05 10:15:47
27.76,47.93,25.11,2047.5,2025-04-05,10:15:59,93.19,1,4095,1228.5,819.0,2365,2025-04-05 10:15:59
27.76,47.9,25.11,2047.5,2025-04-05,10:16:11,93.17,1,4095,1228.5,819.0,2366,2025-04-05 10:16:11
27.75,47.96,25.11,2047.5,2025-04-05,10:16:23,93.16,1,4095,1228.5,819.0,2367,2025-04-05 10:16:23
27.72,47.94,25.12,2047.5,2025-04-05,10:16:36,93.14,1,4095,1228.5,819.0,2368,2025-04-05 10:16:36
27.71,47.92,25.12,2047.5,2025-04-05,10:16:49,93.12,1,4095,1228.5,819.0,2369,2025-04-05 10:16:49
27.72,48.07,25.12,2047.5,2025-04-05,10:17:00,93.1,1,4095,1228.5,819.0,2370,2025-04-05 10:17:00
27.71,48.11,25.13,2047.5,2025-04-05,10:17:12,93.09,1,4095,1228.5,819.0,2371,2025-04-05 10:17:12
27.74,48.2,25.13,2047.5,2025-04-05,10:17:25,93.07,1,4095,1228.5,819.0,2372,2025-04-05 10:17:25
27.76,48.23,25.13,2047.5,2025-04-05,10:17:37,93.05,1,4095,1228.5,819.0,2373,2025-04-05 10:17:37
27.78,48.24,25.14,2047.5,2025-04-05,10:17:49,93.03,1,4095,1228.5,819.0,2374,2025-04-05 10:17:49
27.79,48.25,25.14,2047.5,2025-04-05,10:18:01,93.02,1,4095,1228.5,819.0,2375,2025-04-05 10:18:01
27.83,48.33,25.14,2047.5,2025-04-05,10:18:16,93.0,1,4095,1228.5,819.0,2376,2025-04-05 10:18:16
27.84,48.34,25.15,2047.5,2025-04-05,10:18:28,92.98,1,4095,1228.5,819.0,2377,2025-04-05 10:18:28
27.86,48.39,25.15,2047.5,2025-04-05,10:18:40,92.96,1,4095,1228.5,819.0,2378,2025-04-05 10:18:40
27.9,48.56,25.16,2047.5,2025-04-05,10:18:55,92.95,1,4095,1228.5,819.0,2379,2025-04-05 10:18:55
27.9,48.55,25.16,2047.5,2025-04-05,10:19:08,92.93,1,4095,1228.5,819.0,2380,2025-04-05 10:19:08
27.92,48.57,25.16,2047.5,2025-04-05,10:19:20,92.91,1,4095,1228.5,819.0,2381,2025-04-05 10:19:20
27.94,48.6,25.17,2047.5,2025-04-05,10:19:37,92.89,1,4095,1228.5,819.0,2382,2025-04-05 10:19:37
27.96,48.58,25.17,2047.5,2025-04-05,10:19:52,92.87,1,4095,1228.5,819.0,2383,2025-04-05 10:19:52
27.99,48.59,25.18,2047.5,2025-04-05,10:20:06,92.86,1,4095,1228.5,819.0,2384,2025-04-05 10:20:06
28.0,48.59,25.18,2047.5,2025-04-05,10:20:19,92.84,1,4095,1228.5,819.0,2385,2025-04-05 10:20:19
28.02,48.58,25.18,2047.5,2025-04-05,10:20:32,92.82,1,4095,1228.5,819.0,2386,2025-04-05 10:20:32
28.03,48.65,25.19,2047.5,2025-04-05,10:20:44,92.8,1,4095,1228.5,819.0,2387,2025-04-05 10:20:44
28.03,48.63,25.19,2047.5,2025-04-05,10:20:56,92.79,1,4095,1228.5,819.0,2388,2025-04-05 10:20:56
28.07,48.67,25.19,2047.5,2025-04-05,10:21:16,92.77,1,4095,1228.5,819.0,2389,2025-04-05 10:21:16
28.07,48.69,25.2,2047.5,2025-04-05,10:21:27,92.75,1,4095,1228.5,819.0,2390,2025-04-05 10:21:27
28.06,48.72,25.2,2047.5,2025-04-05,10:21:41,92.73,1,4095,1228.5,819.0,2391,2025-04-05 10:21:41
28.06,48.81,25.2,2047.5,2025-04-05,10:21:53,92.72,1,4095,1228.5,819.0,2392,2025-04-05 10:21:53
28.07,48.81,25.21,2047.5,2025-04-05,10:22:05,92.7,1,4095,1228.5,819.0,2393,2025-04-05 10:22:05
28.08,48.83,25.21,2047.5,2025-04-05,10:22:17,92.68,1,4095,1228.5,819.0,2394,2025-04-05 10:22:17
28.1,48.76,25.22,2047.5,2025-04-05,10:22:29,92.66,1,4095,1228.5,819.0,2395,2025-04-05 10:22:29
28.1,48.73,25.22,2031.5,2025-04-05,10:22:42,92.65,1,4063,1218.9,812.6,2396,2025-04-05 10:22:42
28.1,48.57,25.22,2047.5,2025-04-05,10:22:54,92.63,1,4095,1228.5,819.0,2397,2025-04-05 10:22:54
28.08,48.48,25.23,2047.5,2025-04-05,10:23:06,92.61,1,4095,1228.5,819.0,2398,2025-04-05 10:23:06
28.06,48.41,25.23,2047.5,2025-04-05,10:23:18,92.59,1,4095,1228.5,819.0,2399,2025-04-05 10:23:18
28.08,48.41,25.23,2047.5,2025-04-05,10:23:30,92.58,1,4095,1228.5,819.0,2400,2025-04-05 10:23:30
28.07,48.3,25.24,2047.5,2025-04-05,10:23:43,92.56,1,4095,1228.5,819.0,2401,2025-04-05 10:23:43
28.05,48.28,25.24,2025.0,2025-04-05,10:23:56,92.54,1,4050,1215.0,810.0,2402,2025-04-05 10:23:56
28.05,48.36,25.24,2047.5,2025-04-05,10:24:08,92.52,1,4095,1228.5,819.0,2403,2025-04-05 10:24:08
28.04,48.4,25.25,2047.5,2025-04-05,10:24:20,92.5,1,4095,1228.5,819.0,2404,2025-04-05 10:24:20
28.05,48.39,25.25,2047.5,2025-04-05,10:24:33,92.49,1,4095,1228.5,819.0,2405,2025-04-05 10:24:33
28.06,48.42,25.25,2047.5,2025-04-05,10:24:46,92.47,1,4095,1228.5,819.0,2406,2025-04-05 10:24:46
28.07,48.38,25.26,2047.5,2025-04-05,10:25:01,92.45,1,4095,1228.5,819.0,2407,2025-04-05 10:25:01
28.09,48.36,25.26,2047.5,2025-04-05,10:25:14,92.43,1,4095,1228.5,819.0,2408,2025-04-05 10:25:14
28.07,48.38,25.26,2047.5,2025-04-05,10:25:26,92.42,1,4095,1228.5,819.0,2409,2025-04-05 10:25:26
28.1,48.33,25.27,2047.5,2025-04-05,10:25:38,92.4,1,4095,1228.5,819.0,2410,2025-04-05 10:25:38
28.11,48.33,25.27,2047.5,2025-04-05,10:25:50,92.38,1,4095,1228.5,819.0,2411,2025-04-05 10:25:50
28.1,48.28,25.27,2047.5,2025-04-05,10:26:03,92.36,1,4095,1228.5,819.0,2412,2025-04-05 10:26:03
28.12,48.28,25.28,2047.5,2025-04-05,10:26:18,92.35,1,4095,1228.5,819.0,2413,2025-04-05 10:26:18
28.08,48.28,25.28,2047.5,2025-04-05,10:26:30,92.33,1,4095,1228.5,819.0,2414,2025-04-05 10:26:30
28.09,48.3,25.29,2047.5,2025-04-05,10:26:43,92.31,1,4095,1228.5,819.0,2415,2025-04-05 10:26:43
28.09,48.28,25.29,2047.5,2025-04-05,10:26:56,92.29,1,4095,1228.5,819.0,2416,2025-04-05 10:26:56
28.09,48.25,25.29,2047.5,2025-04-05,10:27:09,92.28,1,4095,1228.5,819.0,2417,2025-04-05 10:27:09
