temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria
15.75,74.69,30.95,0.62,2025-01-25,11:40:00,73.92,2
13.83,92.65,31.02,1.33,2025-01-25,11:44:00,75.33,2
14.68,89.01,31.08,1.2,2025-01-25,11:48:00,75.34,2
15.1,84.55,31.15,0.67,2025-01-25,11:52:00,75.67,2
15.77,81.94,31.22,0.29,2025-01-25,11:56:00,74.68,2
15.71,86.13,31.28,0.68,2025-01-25,12:00:00,75.85,2
12.48,92.44,31.35,0.64,2025-01-25,12:04:00,74.8,2
10.42,96.26,31.42,0.83,2025-01-25,12:08:00,74.67,2
13.43,88.87,31.48,0.51,2025-01-25,12:12:00,74.5,2
15.31,74.42,31.55,0.34,2025-01-25,12:16:00,75.33,2
17.69,80.98,31.62,0.52,2025-01-25,12:20:00,74.21,2
16.4,79.48,31.68,1.34,2025-01-25,12:24:00,75.03,2
17.16,94.53,31.75,0.52,2025-01-25,12:28:00,74.26,2
14.46,88.61,31.82,0.43,2025-01-25,12:32:00,74.59,2
16.27,89.29,31.88,0.3,2025-01-25,12:36:00,73.8,2
16.71,88.11,31.95,0.6,2025-01-25,12:40:00,74.91,2
15.23,88.7,32.02,1.21,2025-01-25,12:44:00,74.39,2
14.77,85.76,32.08,1.25,2025-01-25,12:48:00,74.7,2
16.62,82.35,32.15,0.38,2025-01-25,12:52:00,74.28,2
18.57,72.05,32.22,0.68,2025-01-25,12:56:00,74.59,2
15.6,87.31,32.28,0.4,2025-01-25,13:00:00,74.25,2
17.16,85.76,32.35,0.5,2025-01-25,13:04:00,74.59,2
20.46,79.07,32.42,0.59,2025-01-25,13:08:00,74.44,2
16.88,85.39,32.48,0.46,2025-01-25,13:12:00,74.22,2
18.11,76.81,32.55,1.6,2025-01-25,13:16:00,73.63,2
18.05,81.45,32.62,0.43,2025-01-25,13:20:00,73.81,2
18.06,79.66,32.68,0.41,2025-01-25,13:24:00,73.59,2
21.95,80.41,32.75,0.38,2025-01-25,13:28:00,74.64,2
19.39,81.12,32.82,0.24,2025-01-25,13:32:00,74.27,2
15.81,83.08,32.88,1.63,2025-01-25,13:36:00,73.85,2
22.19,75.92,32.95,0.62,2025-01-25,13:40:00,73.5,2
19.85,75.02,33.02,0.85,2025-01-25,13:44:00,73.34,2
18.73,80.26,33.08,0.78,2025-01-25,13:48:00,73.75,2
22.35,79.39,33.15,0.45,2025-01-25,13:52:00,74.56,2
18.27,75.94,33.22,0.62,2025-01-25,13:56:00,73.59,2
23.43,74.55,33.28,0.97,2025-01-25,14:00:00,74.14,2
20.36,75.71,33.35,0.26,2025-01-25,14:04:00,73.63,2
22.36,69.8,33.42,0.5,2025-01-25,14:08:00,73.72,2
26.66,79.34,33.48,1.4,2025-01-25,14:12:00,73.15,2
21.06,84.68,33.55,0.45,2025-01-25,14:16:00,73.24,2
20.68,75.99,33.62,0.44,2025-01-25,14:20:00,72.88,2
18.91,80.18,33.68,0.7,2025-01-25,14:24:00,73.39,2
20.98,68.42,33.75,1.39,2025-01-25,14:28:00,73.07,2
19.32,73.06,33.82,0.83,2025-01-25,14:32:00,73.32,2
21.19,72.57,33.88,0.38,2025-01-25,14:36:00,72.6,2
27.53,68.54,33.95,2.63,2025-01-25,14:40:00,73.27,2
22.15,76.21,34.02,1.4,2025-01-25,14:44:00,73.08,2
20.97,80.2,34.08,0.47,2025-01-25,14:48:00,73.02,2
21.83,80.65,34.15,1.41,2025-01-25,14:52:00,73.09,2
21.6,79.0,34.22,0.71,2025-01-25,14:56:00,72.73,2
24.68,67.57,34.28,0.31,2025-01-25,15:00:00,74.7,2
22.58,77.76,34.35,1.3,2025-01-25,15:04:00,72.99,2
26.14,73.96,34.42,0.38,2025-01-25,15:08:00,72.76,2
22.46,74.18,34.48,0.85,2025-01-25,15:12:00,73.03,2
22.75,66.64,34.55,0.69,2025-01-25,15:16:00,72.34,2
21.63,83.48,34.62,0.9,2025-01-25,15:20:00,72.28,2
22.82,76.22,34.68,1.72,2025-01-25,15:24:00,72.91,2
20.28,65.72,34.75,0.62,2025-01-25,15:28:00,72.9,2
19.65,90.88,34.82,0.31,2025-01-25,15:32:00,73.01,2
25.32,69.63,34.88,0.41,2025-01-25,15:36:00,71.65,2
20.74,91.09,34.95,0.29,2025-01-25,15:40:00,72.25,2
25.2,74.09,35.02,0.25,2025-01-25,15:44:00,72.43,2
23.54,73.68,35.08,1.21,2025-01-25,15:48:00,72.57,2
26.57,71.06,35.15,0.68,2025-01-25,15:52:00,72.43,2
21.4,74.35,35.22,0.58,2025-01-25,15:56:00,71.69,2
26.2,71.01,35.28,0.48,2025-01-25,16:00:00,72.32,2
25.81,81.33,35.35,1.04,2025-01-25,16:04:00,72.18,2
26.02,66.47,35.42,1.52,2025-01-25,16:08:00,72.13,2
27.69,71.13,35.48,0.38,2025-01-25,16:12:00,71.37,2
25.73,67.8,35.55,0.83,2025-01-25,16:16:00,71.4,2
20.84,77.9,35.62,1.16,2025-01-25,16:20:00,72.73,2
26.78,79.72,35.68,0.74,2025-01-25,16:24:00,72.26,2
26.66,72.65,35.75,0.99,2025-01-25,16:28:00,71.69,2
25.67,75.23,35.82,0.31,2025-01-25,16:32:00,71.65,2
24.61,73.44,35.88,1.54,2025-01-25,16:36:00,72.74,2
25.71,84.92,35.95,1.05,2025-01-25,16:40:00,71.6,2
29.48,61.04,36.02,0.89,2025-01-25,16:44:00,71.47,2
24.85,64.83,36.08,1.11,2025-01-25,16:48:00,71.08,2
23.34,83.42,36.15,0.53,2025-01-25,16:52:00,71.31,2
24.01,72.08,36.22,0.34,2025-01-25,16:56:00,70.54,2
27.0,71.55,36.28,0.3,2025-01-25,17:00:00,71.59,2
30.54,72.78,36.35,0.28,2025-01-25,17:04:00,71.91,2
31.72,64.53,36.42,0.83,2025-01-25,17:08:00,71.87,2
28.73,78.06,36.48,0.5,2025-01-25,17:12:00,70.83,2
25.58,72.3,36.55,1.49,2025-01-25,17:16:00,69.99,2
25.91,67.59,36.62,1.3,2025-01-25,17:20:00,71.26,2
29.52,53.95,36.69,1.04,2025-01-25,17:24:00,71.7,2
30.54,65.69,36.75,0.91,2025-01-25,17:28:00,70.19,2
26.7,58.76,36.82,0.42,2025-01-25,17:32:00,70.75,2
30.94,65.21,36.89,0.46,2025-01-25,17:36:00,71.07,2
27.73,75.7,36.95,0.42,2025-01-25,17:40:00,70.42,2
29.72,65.34,37.02,0.34,2025-01-25,17:44:00,69.93,2
30.68,64.93,37.09,0.6,2025-01-25,17:48:00,70.37,2
25.52,76.3,37.15,1.15,2025-01-25,17:52:00,70.41,2
29.47,69.14,37.22,0.58,2025-01-25,17:56:00,69.7,2
31.52,68.53,37.29,0.41,2025-01-25,18:00:00,71.13,2
27.62,68.47,37.35,0.58,2025-01-25,18:04:00,71.32,2
26.72,58.67,37.42,0.71,2025-01-25,18:08:00,70.51,2
29.9,71.03,37.49,0.47,2025-01-25,18:12:00,70.81,2
29.25,64.92,37.55,0.6,2025-01-25,18:16:00,69.66,2
28.41,62.99,37.62,2.62,2025-01-25,18:20:00,70.28,2
29.13,67.98,37.69,0.28,2025-01-25,18:24:00,70.01,2
25.86,72.14,37.75,0.2,2025-01-25,18:28:00,70.46,2
30.08,61.13,37.82,0.68,2025-01-25,18:32:00,68.85,2
32.52,54.79,37.89,0.81,2025-01-25,18:36:00,70.0,2
27.97,70.39,37.95,0.59,2025-01-25,18:40:00,70.42,2
27.8,64.05,38.02,0.36,2025-01-25,18:44:00,70.18,2
29.86,65.79,38.09,1.48,2025-01-25,18:48:00,70.4,2
35.25,58.99,38.15,0.66,2025-01-25,18:52:00,69.66,2
31.81,67.12,38.22,0.7,2025-01-25,18:56:00,68.5,2
29.47,76.39,38.29,1.04,2025-01-25,19:00:00,70.41,2
29.78,66.51,38.35,0.57,2025-01-25,19:04:00,70.19,2
32.14,59.66,38.42,0.54,2025-01-25,19:08:00,70.55,2
27.96,76.35,38.49,1.48,2025-01-25,19:12:00,69.75,2
31.04,68.68,38.55,0.24,2025-01-25,19:16:00,69.87,2
27.61,69.42,38.62,0.79,2025-01-25,19:20:00,70.78,2
31.73,63.59,38.69,0.75,2025-01-25,19:24:00,68.64,2
29.31,66.16,38.75,0.5,2025-01-25,19:28:00,69.74,2
30.33,65.32,38.82,0.59,2025-01-25,19:32:00,70.08,2
29.23,65.65,38.89,1.4,2025-01-25,19:36:00,69.53,2
31.36,58.09,38.95,0.39,2025-01-25,19:40:00,69.4,2
29.63,65.6,39.02,1.0,2025-01-25,19:44:00,68.58,2
34.3,67.33,39.09,0.65,2025-01-25,19:48:00,70.01,2
32.83,56.67,39.15,0.94,2025-01-25,19:52:00,69.76,2
27.39,67.56,39.22,0.83,2025-01-25,19:56:00,69.81,2
30.38,59.97,39.29,0.2,2025-01-25,20:00:00,69.11,2
31.47,68.58,39.35,0.39,2025-01-25,20:04:00,68.92,2
29.08,70.53,39.42,0.42,2025-01-25,20:08:00,69.02,2
32.41,54.99,39.49,0.36,2025-01-25,20:12:00,69.83,2
32.16,51.66,39.55,0.46,2025-01-25,20:16:00,68.8,2
29.79,69.64,39.62,0.71,2025-01-25,20:20:00,69.62,2
31.91,55.44,39.69,1.11,2025-01-25,20:24:00,68.76,2
25.1,76.49,39.75,0.3,2025-01-25,20:28:00,68.35,2
32.62,57.88,39.82,0.66,2025-01-25,20:32:00,67.69,2
31.65,66.0,39.89,0.77,2025-01-25,20:36:00,68.97,2
27.67,70.71,39.95,1.24,2025-01-25,20:40:00,69.02,2
30.32,61.84,40.02,1.59,2025-01-25,20:44:00,68.01,2
25.73,67.01,40.09,0.58,2025-01-25,20:48:00,69.27,2
28.22,70.55,40.15,0.37,2025-01-25,20:52:00,67.8,2
31.89,58.7,40.22,0.8,2025-01-25,20:56:00,68.79,2
29.63,71.09,40.29,0.38,2025-01-25,21:00:00,68.77,2
29.48,61.62,40.35,0.76,2025-01-25,21:04:00,68.88,2
29.65,67.27,40.42,0.42,2025-01-25,21:08:00,67.31,2
29.37,64.0,40.49,0.88,2025-01-25,21:12:00,68.78,2
31.43,62.88,40.55,0.43,2025-01-25,21:16:00,68.12,2
28.16,64.26,40.62,1.5,2025-01-25,21:20:00,67.97,2
30.17,63.85,40.69,0.66,2025-01-25,21:24:00,68.51,2
26.98,56.72,40.75,0.26,2025-01-25,21:28:00,68.53,2
30.69,59.9,40.82,1.13,2025-01-25,21:32:00,67.0,2
28.49,64.32,40.89,0.59,2025-01-25,21:36:00,67.3,2
28.98,66.17,40.95,0.92,2025-01-25,21:40:00,68.5,2
28.26,74.07,41.02,1.14,2025-01-25,21:44:00,68.09,2
28.44,63.85,41.09,0.68,2025-01-25,21:48:00,67.89,2
26.82,76.84,41.15,0.3,2025-01-25,21:52:00,67.26,2
29.4,61.59,41.22,0.72,2025-01-25,21:56:00,67.92,2
29.77,59.81,41.29,1.38,2025-01-25,22:00:00,68.26,2
25.91,61.71,41.35,0.62,2025-01-25,22:04:00,68.76,2
27.29,72.1,41.42,0.84,2025-01-25,22:08:00,67.38,2
28.45,67.76,41.49,0.41,2025-01-25,22:12:00,67.95,2
27.09,72.1,41.55,0.28,2025-01-25,22:16:00,68.39,2
27.75,69.04,41.62,0.6,2025-01-25,22:20:00,66.68,2
31.32,62.97,41.69,0.67,2025-01-25,22:24:00,68.26,2
25.95,72.5,41.75,1.23,2025-01-25,22:28:00,67.41,2
23.26,85.88,41.82,0.7,2025-01-25,22:32:00,67.3,2
26.57,67.77,41.89,1.17,2025-01-25,22:36:00,66.94,2
27.0,79.77,41.95,0.51,2025-01-25,22:40:00,66.98,2
26.57,74.41,42.02,0.3,2025-01-25,22:44:00,66.74,2
27.97,69.87,42.09,0.87,2025-01-25,22:48:00,66.59,2
25.26,74.89,42.15,1.48,2025-01-25,22:52:00,67.24,2
24.84,56.76,42.22,0.47,2025-01-25,22:56:00,67.52,2
25.72,70.11,42.29,0.94,2025-01-25,23:00:00,66.39,2
25.64,68.19,42.35,0.97,2025-01-25,23:04:00,66.52,2
31.06,73.97,42.42,0.58,2025-01-25,23:08:00,66.95,2
29.8,63.6,42.49,0.99,2025-01-25,23:12:00,66.21,2
23.22,75.02,42.55,0.81,2025-01-25,23:16:00,66.84,2
22.57,75.92,42.62,0.99,2025-01-25,23:20:00,66.54,2
26.12,64.28,42.69,0.9,2025-01-25,23:24:00,65.81,2
29.98,62.23,42.75,0.63,2025-01-25,23:28:00,66.81,2
27.35,73.06,42.82,0.67,2025-01-25,23:32:00,66.25,2
25.81,60.62,42.89,1.21,2025-01-25,23:36:00,66.99,2
24.82,74.32,42.95,0.72,2025-01-25,23:40:00,66.33,2
27.75,63.87,43.02,0.44,2025-01-25,23:44:00,66.02,2
25.8,77.8,43.09,0.59,2025-01-25,23:48:00,66.31,2
28.76,68.83,43.15,0.84,2025-01-25,23:52:00,66.9,2
21.77,69.74,43.22,1.17,2025-01-25,23:56:00,67.15,2
25.85,69.15,43.29,0.28,2025-01-26,00:00:00,66.48,2
23.72,76.69,43.36,0.58,2025-01-26,00:04:00,65.84,2
25.52,70.2,43.42,1.12,2025-01-26,00:08:00,66.1,2
25.04,73.16,43.49,0.41,2025-01-26,00:12:00,65.99,2
25.4,71.8,43.56,0.41,2025-01-26,00:16:00,65.91,2
26.18,75.06,43.62,0.67,2025-01-26,00:20:00,65.81,2
26.85,71.93,43.69,0.27,2025-01-26,00:24:00,65.41,2
27.81,68.04,43.76,1.72,2025-01-26,00:28:00,66.33,2
23.78,74.42,43.82,0.84,2025-01-26,00:32:00,66.22,2
22.5,70.84,43.89,0.95,2025-01-26,00:36:00,65.75,2
20.97,85.88,43.96,1.27,2025-01-26,00:40:00,66.32,2
24.13,88.62,44.02,2.32,2025-01-26,00:44:00,65.94,2
24.76,71.21,44.09,0.64,2025-01-26,00:48:00,65.04,2
20.23,79.9,44.16,0.28,2025-01-26,00:52:00,65.37,2
25.05,77.51,44.22,0.8,2025-01-26,00:56:00,66.24,2
22.39,81.47,44.29,0.43,2025-01-26,01:00:00,65.27,2
19.91,81.03,44.36,0.35,2025-01-26,01:04:00,65.05,2
20.55,74.29,44.42,0.5,2025-01-26,01:08:00,65.71,2
20.19,88.8,44.49,0.63,2025-01-26,01:12:00,65.16,2
20.06,83.32,44.56,1.28,2025-01-26,01:16:00,65.53,2
22.88,76.79,44.62,1.75,2025-01-26,01:20:00,65.18,2
23.29,71.45,44.69,0.37,2025-01-26,01:24:00,64.76,2
24.79,73.1,44.76,0.53,2025-01-26,01:28:00,64.76,2
19.82,71.19,44.82,0.93,2025-01-26,01:32:00,64.21,2
21.73,81.11,44.89,1.0,2025-01-26,01:36:00,64.45,2
19.58,85.56,44.96,0.39,2025-01-26,01:40:00,65.27,2
20.74,80.04,45.02,1.12,2025-01-26,01:44:00,65.51,2
17.56,78.85,45.09,0.45,2025-01-26,01:48:00,64.55,2
18.1,85.11,45.16,0.39,2025-01-26,01:52:00,64.12,2
21.78,81.27,45.22,0.91,2025-01-26,01:56:00,65.33,2
17.03,80.73,45.29,1.3,2025-01-26,02:00:00,65.3,2
21.06,83.09,45.36,0.8,2025-01-26,02:04:00,65.02,2
18.3,85.17,45.42,0.73,2025-01-26,02:08:00,63.89,2
15.63,85.19,45.49,0.64,2025-01-26,02:12:00,64.82,2
14.23,85.87,45.56,0.7,2025-01-26,02:16:00,64.79,2
22.06,76.02,45.62,0.59,2025-01-26,02:20:00,64.92,2
15.14,82.43,45.69,0.92,2025-01-26,02:24:00,64.49,2
18.65,83.32,45.76,0.7,2025-01-26,02:28:00,63.99,2
19.32,83.82,45.82,2.24,2025-01-26,02:32:00,64.12,2
15.81,92.13,45.89,0.82,2025-01-26,02:36:00,64.86,2
17.16,85.75,45.96,0.59,2025-01-26,02:40:00,64.41,2
19.05,83.38,46.02,0.38,2025-01-26,02:44:00,63.52,2
18.51,80.9,46.09,0.4,2025-01-26,02:48:00,64.98,2
16.83,80.39,46.16,0.84,2025-01-26,02:52:00,64.65,2
18.05,80.77,46.22,0.5,2025-01-26,02:56:00,64.86,2
17.21,91.33,46.29,0.75,2025-01-26,03:00:00,64.54,2
15.3,90.22,46.36,1.35,2025-01-26,03:04:00,63.46,2
19.48,82.82,46.42,0.34,2025-01-26,03:08:00,64.04,2
17.32,74.94,46.49,0.62,2025-01-26,03:12:00,64.13,2
13.06,91.97,46.56,0.3,2025-01-26,03:16:00,63.11,2
17.62,76.92,46.62,0.77,2025-01-26,03:20:00,63.15,2
15.19,80.93,46.69,0.31,2025-01-26,03:24:00,64.05,2
15.68,80.76,46.76,0.34,2025-01-26,03:28:00,64.05,2
16.11,81.97,46.82,1.64,2025-01-26,03:32:00,64.77,2
14.35,92.65,46.89,0.47,2025-01-26,03:36:00,63.41,2
19.38,82.06,46.96,0.39,2025-01-26,03:40:00,62.65,2
12.63,86.34,47.02,1.35,2025-01-26,03:44:00,63.36,2
15.57,83.74,47.09,0.39,2025-01-26,03:48:00,63.81,2
16.07,88.39,47.16,0.82,2025-01-26,03:52:00,63.16,2
15.23,90.64,47.22,0.83,2025-01-26,03:56:00,63.34,2
14.62,88.74,47.29,1.09,2025-01-26,04:00:00,62.92,2
14.1,83.12,47.36,0.36,2025-01-26,04:04:00,63.79,2
13.09,88.3,47.42,0.42,2025-01-26,04:08:00,63.52,2
12.91,100.0,47.49,0.48,2025-01-26,04:12:00,62.68,2
16.73,78.86,47.56,0.43,2025-01-26,04:16:00,62.78,2
13.38,91.8,47.62,1.05,2025-01-26,04:20:00,62.66,2
18.39,93.02,47.69,0.83,2025-01-26,04:24:00,62.02,2
15.32,85.65,47.76,0.91,2025-01-26,04:28:00,62.52,2
8.51,100.0,47.82,0.3,2025-01-26,04:32:00,61.96,2
15.47,83.35,47.89,0.76,2025-01-26,04:36:00,63.27,2
13.47,79.93,47.96,1.48,2025-01-26,04:40:00,63.26,2
10.66,91.11,48.02,2.07,2025-01-26,04:44:00,62.55,2
15.92,82.34,48.09,0.52,2025-01-26,04:48:00,62.76,2
12.31,83.19,48.16,1.11,2025-01-26,04:52:00,63.14,2
12.01,89.9,48.22,0.43,2025-01-26,04:56:00,62.95,2
13.68,94.44,48.29,0.3,2025-01-26,05:00:00,63.51,2
15.09,84.39,48.36,0.31,2025-01-26,05:04:00,62.59,2
12.91,88.75,48.42,1.37,2025-01-26,05:08:00,63.13,2
12.65,97.87,48.49,0.55,2025-01-26,05:12:00,62.41,2
11.06,89.67,48.56,0.49,2025-01-26,05:16:00,62.25,2
14.59,91.21,48.62,1.03,2025-01-26,05:20:00,62.6,2
12.47,82.75,48.69,0.66,2025-01-26,05:24:00,62.49,2
11.67,87.67,48.76,0.89,2025-01-26,05:28:00,61.86,2
11.31,91.96,48.82,0.6,2025-01-26,05:32:00,61.7,2
13.96,95.1,48.89,1.96,2025-01-26,05:36:00,62.1,2
11.28,88.51,48.96,0.54,2025-01-26,05:40:00,61.07,2
13.77,84.72,49.02,0.63,2025-01-26,05:44:00,61.81,2
10.67,95.36,49.09,0.31,2025-01-26,05:48:00,61.43,2
12.96,92.72,49.16,2.14,2025-01-26,05:52:00,61.58,2
11.84,87.06,49.22,0.56,2025-01-26,05:56:00,61.43,2
9.44,93.23,49.29,1.7,2025-01-26,06:00:00,62.15,2
11.08,98.81,49.36,0.28,2025-01-26,06:04:00,61.95,2
6.79,93.92,49.42,0.8,2025-01-26,06:08:00,61.7,2
9.6,97.3,49.49,2.01,2025-01-26,06:12:00,61.43,2
7.86,95.63,49.56,0.48,2025-01-26,06:16:00,62.09,2
14.93,94.62,49.62,0.77,2025-01-26,06:20:00,61.98,2
7.73,100.0,49.69,1.4,2025-01-26,06:24:00,61.42,2
15.97,90.45,49.76,0.57,2025-01-26,06:28:00,62.11,2
11.76,89.68,49.82,0.31,2025-01-26,06:32:00,61.28,2
9.63,99.68,49.89,0.52,2025-01-26,06:36:00,61.43,2
12.22,95.67,49.96,0.81,2025-01-26,06:40:00,60.99,2
9.26,98.71,50.03,0.8,2025-01-26,06:44:00,61.04,2
7.67,97.08,50.09,1.0,2025-01-26,06:48:00,60.87,2
10.6,94.92,50.16,0.43,2025-01-26,06:52:00,61.48,2
11.79,83.06,50.23,1.92,2025-01-26,06:56:00,61.27,2
12.9,99.45,50.29,0.44,2025-01-26,07:00:00,60.51,2
11.29,90.04,50.36,0.72,2025-01-26,07:04:00,61.27,2
9.2,94.53,50.43,0.83,2025-01-26,07:08:00,61.83,2
12.99,83.92,50.49,0.78,2025-01-26,07:12:00,60.56,2
12.51,94.6,50.56,0.38,2025-01-26,07:16:00,60.48,2
10.69,96.61,50.63,1.42,2025-01-26,07:20:00,60.79,2
12.54,89.71,50.69,0.51,2025-01-26,07:24:00,61.43,2
14.47,76.63,50.76,0.87,2025-01-26,07:28:00,60.47,2
8.99,92.96,50.83,0.77,2025-01-26,07:32:00,61.56,2
8.26,99.92,50.89,0.77,2025-01-26,07:36:00,60.07,2
8.89,97.92,50.96,0.3,2025-01-26,07:40:00,60.64,2
7.33,98.78,51.03,0.49,2025-01-26,07:44:00,59.65,2
11.2,91.09,51.09,0.87,2025-01-26,07:48:00,59.98,2
6.79,91.93,51.16,0.31,2025-01-26,07:52:00,60.29,2
12.53,96.02,51.23,0.61,2025-01-26,07:56:00,60.48,2
8.66,89.82,51.29,0.73,2025-01-26,08:00:00,60.92,2
12.72,89.9,51.36,0.98,2025-01-26,08:04:00,59.9,2
4.89,97.49,51.43,0.73,2025-01-26,08:08:00,60.41,2
9.24,100.0,51.49,0.62,2025-01-26,08:12:00,59.48,2
7.44,100.0,51.56,0.79,2025-01-26,08:16:00,60.61,2
12.74,89.1,51.63,0.6,2025-01-26,08:20:00,60.71,2
13.41,93.34,51.69,0.43,2025-01-26,08:24:00,60.52,2
5.39,94.46,51.76,0.53,2025-01-26,08:28:00,60.48,2
11.83,91.86,51.83,0.86,2025-01-26,08:32:00,59.86,2
12.26,86.33,51.89,0.63,2025-01-26,08:36:00,60.0,2
10.8,98.92,51.96,2.53,2025-01-26,08:40:00,59.76,2
11.36,94.83,52.03,0.37,2025-01-26,08:44:00,59.74,2
11.25,96.37,52.09,0.85,2025-01-26,08:48:00,59.34,2
12.0,89.24,52.16,2.39,2025-01-26,08:52:00,59.8,2
8.11,100.0,52.23,0.72,2025-01-26,08:56:00,59.82,2
12.74,85.3,52.29,0.58,2025-01-26,09:00:00,60.06,2
10.81,88.92,52.36,0.69,2025-01-26,09:04:00,59.71,2
10.74,93.02,52.43,0.69,2025-01-26,09:08:00,59.91,2
11.62,87.89,52.49,1.6,2025-01-26,09:12:00,59.05,2
8.0,100.0,52.56,0.28,2025-01-26,09:16:00,60.08,2
7.5,96.39,52.63,0.43,2025-01-26,09:20:00,59.2,2
10.42,88.96,52.69,0.8,2025-01-26,09:24:00,58.25,2
13.82,83.23,52.76,1.23,2025-01-26,09:28:00,59.03,2
8.42,100.0,52.83,0.44,2025-01-26,09:32:00,59.46,2
11.21,80.46,52.89,0.39,2025-01-26,09:36:00,59.16,2
9.5,90.69,52.96,0.65,2025-01-26,09:40:00,58.1,2
9.31,100.0,53.03,0.43,2025-01-26,09:44:00,59.13,2
12.09,90.14,53.09,0.65,2025-01-26,09:48:00,59.04,2
12.69,94.55,53.16,0.43,2025-01-26,09:52:00,58.44,2
9.68,97.62,53.23,1.0,2025-01-26,09:56:00,59.16,2
14.11,87.87,53.29,0.44,2025-01-26,10:00:00,58.76,2
12.27,83.3,53.36,0.3,2025-01-26,10:04:00,57.8,2
11.04,86.82,53.43,1.0,2025-01-26,10:08:00,59.08,2
12.31,84.82,53.49,0.7,2025-01-26,10:12:00,58.77,2
15.78,88.74,53.56,0.56,2025-01-26,10:16:00,59.39,2
13.32,93.37,53.63,0.56,2025-01-26,10:20:00,58.15,2
10.51,89.84,53.69,0.74,2025-01-26,10:24:00,58.42,2
11.98,91.64,53.76,0.39,2025-01-26,10:28:00,59.02,2
12.38,91.47,53.83,0.34,2025-01-26,10:32:00,57.98,2
13.56,90.05,53.89,0.44,2025-01-26,10:36:00,58.9,2
12.82,86.96,53.96,0.59,2025-01-26,10:40:00,58.87,2
16.24,93.82,54.03,0.43,2025-01-26,10:44:00,58.45,2
12.12,95.22,54.09,1.6,2025-01-26,10:48:00,58.16,2
9.23,96.53,54.16,0.44,2025-01-26,10:52:00,57.87,2
13.24,87.55,54.23,0.72,2025-01-26,10:56:00,57.78,2
12.05,87.76,54.29,0.9,2025-01-26,11:00:00,58.25,2
10.05,96.92,54.36,1.32,2025-01-26,11:04:00,56.61,2
11.77,89.97,54.43,1.74,2025-01-26,11:08:00,57.72,2
12.59,91.78,54.49,2.14,2025-01-26,11:12:00,57.6,2
15.72,76.92,54.56,1.29,2025-01-26,11:16:00,57.4,2
10.61,91.44,54.63,1.17,2025-01-26,11:20:00,57.94,2
14.41,87.85,54.69,0.41,2025-01-26,11:24:00,57.07,2
18.28,87.41,54.76,0.93,2025-01-26,11:28:00,58.35,2
13.63,84.94,54.83,0.61,2025-01-26,11:32:00,58.16,2
13.71,82.0,54.89,0.62,2025-01-26,11:36:00,58.33,2
15.7,88.67,54.96,0.56,2025-01-26,11:40:00,57.34,2
15.45,86.5,55.03,0.4,2025-01-26,11:44:00,57.66,2
17.39,75.31,55.09,0.52,2025-01-26,11:48:00,57.92,2
14.37,80.09,55.16,0.44,2025-01-26,11:52:00,57.39,2
16.25,82.38,55.23,0.29,2025-01-26,11:56:00,57.12,2
16.44,84.93,55.29,1.44,2025-01-26,12:00:00,57.42,2
14.48,95.23,55.36,0.71,2025-01-26,12:04:00,57.21,2
15.08,81.98,55.43,0.73,2025-01-26,12:08:00,56.73,2
15.44,89.54,55.49,0.68,2025-01-26,12:12:00,56.02,2
13.14,80.48,55.56,1.23,2025-01-26,12:16:00,56.7,2
15.0,89.31,55.63,0.77,2025-01-26,12:20:00,55.93,2
18.92,89.15,55.69,1.47,2025-01-26,12:24:00,56.63,2
18.17,83.46,55.76,0.99,2025-01-26,12:28:00,57.73,2
15.09,84.02,55.83,0.48,2025-01-26,12:32:00,56.04,2
16.38,91.59,55.89,1.34,2025-01-26,12:36:00,57.14,2
18.52,83.96,55.96,0.84,2025-01-26,12:40:00,57.48,2
17.63,84.32,56.03,0.67,2025-01-26,12:44:00,56.03,2
18.51,77.15,56.09,1.15,2025-01-26,12:48:00,57.67,2
18.14,84.6,56.16,0.72,2025-01-26,12:52:00,56.68,2
17.67,80.06,56.23,1.04,2025-01-26,12:56:00,57.35,2
17.08,85.94,56.29,0.38,2025-01-26,13:00:00,56.76,2
15.19,87.46,56.36,0.73,2025-01-26,13:04:00,56.34,2
19.13,86.72,56.43,0.5,2025-01-26,13:08:00,55.07,2
17.48,80.9,56.49,2.11,2025-01-26,13:12:00,55.92,2
14.8,87.06,56.56,1.42,2025-01-26,13:16:00,56.77,2
17.17,88.23,56.63,0.8,2025-01-26,13:20:00,57.15,2
20.14,78.61,56.7,1.34,2025-01-26,13:24:00,55.63,2
14.78,87.73,56.76,0.5,2025-01-26,13:28:00,56.25,2
16.72,82.88,56.83,0.56,2025-01-26,13:32:00,56.01,2
19.23,80.34,56.9,0.28,2025-01-26,13:36:00,56.39,2
21.94,80.44,56.96,1.01,2025-01-26,13:40:00,56.18,2
21.3,87.23,57.03,0.38,2025-01-26,13:44:00,55.9,2
22.48,67.89,57.1,0.53,2025-01-26,13:48:00,56.35,2
20.07,73.58,57.16,0.38,2025-01-26,13:52:00,55.64,2
19.41,80.18,57.23,1.22,2025-01-26,13:56:00,55.94,2
21.69,77.72,57.3,5.0,2025-01-26,14:00:00,56.27,2
18.38,81.35,57.36,1.11,2025-01-26,14:04:00,55.48,2
18.39,79.64,57.43,1.0,2025-01-26,14:08:00,55.61,2
