temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,gas_crudo,,,,
29.67,48.11,3.59,1951.5,4/28/2025,15:51:17,80.53,1,3903,,,,
29.67,48.1,3.59,1952,4/28/2025,15:51:30,80.44,1,3904,,,,
29.67,48.1,3.59,1937.5,4/28/2025,15:51:41,80.36,1,3875,,,,
29.66,48.25,3.6,1958.5,4/28/2025,15:51:53,80.28,1,3917,,,,
29.65,48.22,3.6,1939.5,4/28/2025,15:52:05,80.19,1,3879,,,,
29.65,48.28,3.6,1974.5,4/28/2025,15:52:17,80.11,1,3949,,,,
29.64,48.32,3.61,1999,4/28/2025,15:52:29,80.02,1,3998,,,,
29.63,48.28,3.61,1981,4/28/2025,15:52:40,79.94,1,3962,,,,
29.64,48.32,3.61,1969.5,4/28/2025,15:52:52,79.86,1,3939,,,,
29.63,48.33,3.62,1979.5,4/28/2025,15:53:04,79.77,1,3959,,,,
29.62,48.34,3.62,1942,4/28/2025,15:53:16,79.69,1,3884,,,,
29.6,48.34,3.62,1931,4/28/2025,15:53:30,79.59,1,3862,,,,
29.63,48.33,3.63,1955,4/28/2025,15:53:42,79.5,1,3910,,,,
29.61,48.35,3.63,1976,4/28/2025,15:53:54,79.42,1,3952,,,,
29.62,48.33,3.63,1970.5,4/28/2025,15:54:05,79.34,1,3941,,,,
29.62,48.33,3.64,1960,4/28/2025,15:54:17,79.25,1,3920,,,,
29.62,48.35,3.64,1937.5,4/28/2025,15:54:29,79.17,1,3875,,,,
29.61,48.35,3.64,1931.5,4/28/2025,15:54:40,79.09,1,3863,,,,
29.6,48.37,3.64,1984,4/28/2025,15:54:52,79,1,3968,,,,
29.61,48.38,3.65,1982.5,4/28/2025,15:55:04,78.92,1,3965,,,,
29.62,48.38,3.65,1985,4/28/2025,15:55:16,78.83,1,3970,,,,
29.6,48.39,3.66,1976,4/28/2025,15:55:28,78.75,1,3952,,,,
29.6,48.36,3.66,1964.5,4/28/2025,15:55:40,78.66,1,3929,,,,
29.6,48.39,3.66,1964.5,4/28/2025,15:55:51,78.58,1,3929,,,,
29.6,48.39,3.66,1969.5,4/28/2025,15:56:03,78.5,1,3939,,,,
29.6,48.4,3.67,1961.5,4/28/2025,15:56:15,78.41,1,3923,,,,
29.6,48.39,3.67,1983,4/28/2025,15:56:27,78.33,1,3966,,,,
29.6,48.42,3.67,1963.5,4/28/2025,15:56:38,78.25,1,3927,,,,
29.61,48.44,3.68,1970.5,4/28/2025,15:56:50,78.16,1,3941,,,,
29.62,48.46,3.68,1967.5,4/28/2025,15:57:02,78.08,1,3935,,,,
29.59,48.38,3.68,1973,4/28/2025,15:57:14,77.99,1,3946,,,,
29.62,48.43,3.69,1967.5,4/28/2025,15:57:25,77.91,1,3935,,,,
29.61,48.46,3.69,1976,4/28/2025,15:57:37,77.83,1,3952,,,,
29.61,48.48,3.69,1975.5,4/28/2025,15:57:48,77.75,1,3951,,,,
29.61,48.46,3.7,1952,4/28/2025,15:58:00,77.66,1,3904,,,,
29.6,48.42,3.7,1965.5,4/28/2025,15:58:12,77.58,1,3931,,,,
29.62,48.42,3.7,1989.5,4/28/2025,15:58:23,77.5,1,3979,,,,
29.6,48.46,3.71,1975.5,4/28/2025,15:58:35,77.41,1,3951,,,,
29.6,48.53,3.71,1961.5,4/28/2025,15:58:47,77.33,1,3923,,,,
29.61,48.5,3.71,1933.5,4/28/2025,15:58:59,77.24,1,3867,,,,
29.59,48.52,3.72,1950.5,4/28/2025,15:59:10,77.17,1,3901,,,,
29.6,48.52,3.72,1947.5,4/28/2025,15:59:22,77.08,1,3895,,,,
29.6,48.51,3.72,1930.5,4/28/2025,15:59:34,76.99,1,3861,,,,
29.59,48.6,3.73,1960,4/28/2025,15:59:46,76.91,1,3920,,,,
29.57,48.56,3.73,1962.5,4/28/2025,15:59:57,76.83,1,3925,,,,
29.57,48.59,3.73,1963,4/28/2025,16:00:09,76.75,1,3926,,,,
29.58,48.57,3.74,1952.5,4/28/2025,16:00:21,76.66,1,3905,,,,
29.56,48.64,3.74,1967.5,4/28/2025,16:00:33,76.57,1,3935,,,,
29.56,48.7,3.74,1974,4/28/2025,16:00:44,76.5,1,3948,,,,
29.54,48.69,3.75,1965.5,4/28/2025,16:00:56,76.41,1,3931,,,,
29.55,48.72,3.75,1968,4/28/2025,16:01:08,76.32,1,3936,,,,
29.53,48.73,3.75,1976.5,4/28/2025,16:01:19,76.25,1,3953,,,,
29.55,48.71,3.76,1970,4/28/2025,16:01:31,76.16,1,3940,,,,
29.54,48.77,3.76,1980.5,4/28/2025,16:01:43,76.08,1,3961,,,,
29.55,48.77,3.76,1983.5,4/28/2025,16:01:55,75.99,1,3967,,,,
29.55,48.75,3.77,1981.5,4/28/2025,16:02:06,75.91,1,3963,,,,
29.55,48.82,3.77,1976,4/28/2025,16:02:18,75.83,1,3952,,,,
29.55,48.81,3.77,1980.5,4/28/2025,16:02:30,75.74,1,3961,,,,
29.55,48.78,3.78,1970,4/28/2025,16:02:41,75.66,1,3940,,,,
29.56,48.77,3.78,1983.5,4/28/2025,16:02:53,75.58,1,3967,,,,
29.57,48.8,3.78,1984.5,4/28/2025,16:03:05,75.49,1,3969,,,,
29.56,48.79,3.78,1974,4/28/2025,16:03:16,75.41,1,3948,,,,
29.55,48.83,3.79,1976.5,4/28/2025,16:03:28,75.33,1,3953,,,,
29.55,48.76,3.79,1975.5,4/28/2025,16:03:40,75.24,1,3951,,,,
29.57,48.79,3.79,1976,4/28/2025,16:03:51,75.16,1,3952,,,,
29.55,48.79,3.8,1977.5,4/28/2025,16:04:03,75.08,1,3955,,,,
29.57,48.78,3.8,1976.5,4/28/2025,16:04:15,74.99,1,3953,,,,
29.58,48.79,3.8,1979.5,4/28/2025,16:04:27,74.91,1,3959,,,,
29.57,48.82,3.81,1982,4/28/2025,16:04:39,74.82,1,3964,,,,
29.55,48.77,3.81,1979,4/28/2025,16:04:55,74.71,1,3958,,,,
29.57,48.8,3.82,1976,4/28/2025,16:05:10,74.6,1,3952,,,,
29.56,48.87,3.82,1987.5,4/28/2025,16:05:22,74.52,1,3975,,,,
29.56,48.87,3.82,1980.5,4/28/2025,16:05:35,74.42,1,3961,,,,
29.55,48.89,3.83,1971,4/28/2025,16:05:47,74.34,1,3942,,,,
29.56,48.88,3.83,1977,4/28/2025,16:05:58,74.26,1,3954,,,,
29.57,48.89,3.83,1978.5,4/28/2025,16:06:10,74.17,1,3957,,,,
29.58,48.92,3.84,1983.5,4/28/2025,16:06:22,74.09,1,3967,,,,
29.55,48.92,3.84,1986,4/28/2025,16:06:34,74,1,3972,,,,
29.58,48.96,3.84,1967.5,4/28/2025,16:06:45,73.92,1,3935,,,,
29.56,48.93,3.85,1975.5,4/28/2025,16:07:01,73.81,1,3951,,,,
29.56,48.97,3.85,1980.5,4/28/2025,16:07:13,73.73,1,3961,,,,
29.57,48.98,3.85,1955.5,4/28/2025,16:07:26,73.63,1,3911,,,,
29.56,49,3.86,1928,4/28/2025,16:07:37,73.55,1,3856,,,,
29.58,48.97,3.86,1969.5,4/28/2025,16:07:49,73.47,1,3939,,,,
29.58,48.91,3.86,1960,4/28/2025,16:08:01,73.38,1,3920,,,,
29.57,48.93,3.87,1959.5,4/28/2025,16:08:12,73.3,1,3919,,,,
29.57,49,3.87,1961.5,4/28/2025,16:08:25,73.21,1,3923,,,,
29.57,48.94,3.87,1955.5,4/28/2025,16:08:39,73.11,1,3911,,,,
29.57,48.97,3.88,1960,4/28/2025,16:08:50,73.03,1,3920,,,,
29.57,48.99,3.88,1961.5,4/28/2025,16:09:02,72.95,1,3923,,,,
29.55,49.01,3.88,1960,4/28/2025,16:09:14,72.86,1,3920,,,,
29.56,48.99,3.89,1952,4/28/2025,16:09:26,72.78,1,3904,,,,
29.54,49.11,3.9,1959.5,4/28/2025,16:09:54,72.58,1,3919,,,,
29.55,49.07,3.9,1962.5,4/28/2025,16:10:06,72.49,1,3925,,,,
29.54,49.09,3.9,1949.5,4/28/2025,16:10:18,72.41,1,3899,,,,
29.55,49.04,3.91,1952,4/28/2025,16:10:29,72.33,1,3904,,,,
29.55,49.02,3.91,1947.5,4/28/2025,16:10:41,72.24,1,3895,,,,
29.54,49.05,3.91,1958.5,4/28/2025,16:10:52,72.17,1,3917,,,,
29.54,49.04,3.92,1952,4/28/2025,16:11:04,72.08,1,3904,,,,
29.55,49.11,3.92,1931,4/28/2025,16:11:16,71.99,1,3862,,,,
29.53,49.17,3.92,1934.5,4/28/2025,16:11:28,71.91,1,3869,,,,
29.52,49.15,3.92,1936.5,4/28/2025,16:11:39,71.83,1,3873,,,,
29.51,49.16,3.93,1942.5,4/28/2025,16:11:51,71.75,1,3885,,,,
29.5,49.12,3.93,1953.5,4/28/2025,16:12:03,71.66,1,3907,,,,
29.51,49.18,3.93,1947,4/28/2025,16:12:15,71.57,1,3894,,,,
29.49,49.22,3.94,1945.5,4/28/2025,16:12:32,71.45,1,3891,,,,
29.49,49.18,3.94,1940.5,4/28/2025,16:12:47,71.35,1,3881,,,,
29.48,49.2,3.95,1960,4/28/2025,16:12:59,71.26,1,3920,,,,
29.47,49.21,3.95,1943.5,4/28/2025,16:13:10,71.18,1,3887,,,,
29.48,49.22,3.95,1939,4/28/2025,16:13:22,71.1,1,3878,,,,
29.48,49.28,3.96,1936.5,4/28/2025,16:13:34,71.01,1,3873,,,,
29.47,49.2,3.96,1940.5,4/28/2025,16:13:46,70.93,1,3881,,,,
29.46,49.19,3.96,1927.5,4/28/2025,16:14:00,70.83,1,3855,,,,
29.46,49.25,3.97,1960,4/28/2025,16:14:12,70.74,1,3920,,,,
29.47,49.31,3.97,1928.5,4/28/2025,16:14:23,70.66,1,3857,,,,
29.44,49.34,3.97,1937.5,4/28/2025,16:14:35,70.58,1,3875,,,,
29.45,49.33,3.98,1931.5,4/28/2025,16:14:47,70.49,1,3863,,,,
29.44,49.32,3.98,1947,4/28/2025,16:14:59,70.41,1,3894,,,,
29.44,49.36,3.98,1926.5,4/28/2025,16:15:10,70.33,1,3853,,,,
29.44,49.39,3.99,1923.5,4/28/2025,16:15:22,70.24,1,3847,,,,
29.41,49.41,3.99,1934,4/28/2025,16:15:34,70.16,1,3868,,,,
29.39,49.31,3.99,1888,4/28/2025,16:15:48,70.06,1,3776,,,,
29.38,49.42,4,1931.5,4/28/2025,16:16:01,69.96,1,3863,,,,
29.38,49.38,4,1929.5,4/28/2025,16:16:12,69.89,1,3859,,,,
29.38,49.45,4,1930.5,4/28/2025,16:16:24,69.8,1,3861,,,,
29.39,49.48,4.01,1937,4/28/2025,16:16:36,69.72,1,3874,,,,
29.37,49.48,4.01,1937,4/28/2025,16:16:50,69.62,1,3874,,,,
29.37,49.47,4.01,1926,4/28/2025,16:17:02,69.53,1,3852,,,,
29.38,49.55,4.02,1928,4/28/2025,16:17:16,69.43,1,3856,,,,
29.37,49.48,4.02,1930,4/28/2025,16:17:28,69.34,1,3860,,,,
29.36,49.48,4.03,1928.5,4/28/2025,16:17:47,69.21,1,3857,,,,
29.38,49.59,4.03,1928.5,4/28/2025,16:18:02,69.1,1,3857,,,,
29.37,49.55,4.04,1927.5,4/28/2025,16:18:17,69,1,3855,,,,
29.37,49.62,4.04,1922.5,4/28/2025,16:18:29,68.91,1,3845,,,,
29.34,49.53,4.04,1944,4/28/2025,16:18:41,68.82,1,3888,,,,
29.35,49.56,4.04,1896,4/28/2025,16:18:52,68.75,1,3792,,,,
29.35,49.58,4.05,1936.5,4/28/2025,16:19:04,68.66,1,3873,,,,
29.34,49.63,4.05,1919,4/28/2025,16:19:16,68.58,1,3838,,,,
29.34,49.63,4.05,1923.5,4/28/2025,16:19:27,68.5,1,3847,,,,
29.34,49.68,4.06,1896,4/28/2025,16:19:39,68.41,1,3792,,,,
29.32,49.76,4.06,1931.5,4/28/2025,16:19:51,68.33,1,3863,,,,
29.33,49.69,4.06,1912,4/28/2025,16:20:02,68.25,1,3824,,,,
29.32,49.74,4.07,1910.5,4/28/2025,16:20:14,68.16,1,3821,,,,
29.31,49.73,4.07,1911,4/28/2025,16:20:26,68.08,1,3822,,,,
29.31,49.72,4.07,1944,4/28/2025,16:20:38,67.99,1,3888,,,,
29.29,49.78,4.08,1923.5,4/28/2025,16:20:50,67.91,1,3847,,,,
29.28,49.74,4.08,1905.5,4/28/2025,16:21:01,67.83,1,3811,,,,
29.27,49.76,4.08,1910.5,4/28/2025,16:21:13,67.74,1,3821,,,,
29.26,49.77,4.09,1903,4/28/2025,16:21:25,67.66,1,3806,,,,
29.28,49.71,4.09,1911,4/28/2025,16:21:37,67.57,1,3822,,,,
29.25,49.76,4.09,1897,4/28/2025,16:21:49,67.49,1,3794,,,,
29.25,49.77,4.1,1895.5,4/28/2025,16:22:00,67.41,1,3791,,,,
29.26,49.83,4.1,1919,4/28/2025,16:22:12,67.32,1,3838,,,,
29.26,49.78,4.1,1887.5,4/28/2025,16:22:24,67.24,1,3775,,,,
29.24,49.76,4.11,1893.5,4/28/2025,16:22:35,67.16,1,3787,,,,
29.23,49.83,4.11,1888.5,4/28/2025,16:22:47,67.07,1,3777,,,,
29.22,49.93,4.11,1904,4/28/2025,16:22:59,66.99,1,3808,,,,
29.2,49.89,4.12,1883.5,4/28/2025,16:23:11,66.9,1,3767,,,,
29.21,50.04,4.12,1887.5,4/28/2025,16:23:23,66.82,1,3775,,,,
29.17,50.1,4.12,1892.5,4/28/2025,16:23:34,66.74,1,3785,,,,
29.15,50.1,4.13,1894.5,4/28/2025,16:23:46,66.65,1,3789,,,,
29.17,50.09,4.13,1880.5,4/28/2025,16:23:58,66.57,1,3761,,,,
29.14,49.87,4.13,1875,4/28/2025,16:24:10,66.48,1,3750,,,,
29.12,49,4.14,1867.5,4/28/2025,16:24:27,66.36,1,3735,,,,
29.08,48.61,4.14,1865.5,4/28/2025,16:24:47,66.22,1,3731,,,,
29.05,48.23,4.15,1875.5,4/28/2025,16:24:59,66.13,1,3751,,,,
29.02,48.09,4.15,1865.5,4/28/2025,16:25:17,66,1,3731,,,,
29.01,47.94,4.16,1864.5,4/28/2025,16:25:28,65.93,1,3729,,,,
28.98,47.62,4.16,1854.5,4/28/2025,16:25:40,65.84,1,3709,,,,
28.98,47.41,4.16,1864,4/28/2025,16:25:52,65.75,1,3728,,,,
21.21,70.67,27.03,2047.5,4/29/2025,15:17:56,100,1,4095,,,,
21.41,70.43,27.03,2047.5,4/29/2025,15:18:08,99.95,1,4095,,,,
21.65,70.08,27.04,2047.5,4/29/2025,15:18:20,99.9,1,4095,,,,
21.91,69.59,27.04,2047.5,4/29/2025,15:18:31,99.85,1,4095,,,,
22.19,68.97,27.04,2047.5,4/29/2025,15:18:43,99.81,1,4095,,,,
22.45,68.29,27.05,2047.5,4/29/2025,15:18:55,99.76,1,4095,,,,
22.75,67.57,27.05,2047.5,4/29/2025,15:19:06,99.71,1,4095,,,,
23.04,66.76,27.05,2047.5,4/29/2025,15:19:18,99.66,1,4095,,,,
23.33,65.99,27.06,2047.5,4/29/2025,15:19:30,99.61,1,4095,,,,
23.6,65.23,27.06,2047.5,4/29/2025,15:19:42,99.56,1,4095,,,,
23.88,64.53,27.06,2047.5,4/29/2025,15:19:54,99.52,1,4095,,,,
24.13,63.77,27.07,2047.5,4/29/2025,15:20:05,99.47,1,4095,,,,
24.42,63.08,27.07,2047.5,4/29/2025,15:20:17,99.42,1,4095,,,,
24.66,62.46,27.07,2047.5,4/29/2025,15:20:29,99.37,1,4095,,,,
24.91,61.79,27.08,2047.5,4/29/2025,15:20:41,99.32,1,4095,,,,
25.15,61.08,27.08,2047.5,4/29/2025,15:20:52,99.27,1,4095,,,,
25.37,60.45,27.08,2047.5,4/29/2025,15:21:04,99.23,1,4095,,,,
25.59,59.9,27.08,2047.5,4/29/2025,15:21:16,99.18,1,4095,,,,
25.84,59.28,27.09,2047.5,4/29/2025,15:21:30,99.13,1,4095,,,,
26.05,58.73,27.09,2047.5,4/29/2025,15:21:42,99.08,1,4095,,,,
26.24,58.13,27.1,2047.5,4/29/2025,15:21:54,99.03,1,4095,,,,
26.43,57.65,27.1,2047.5,4/29/2025,15:22:05,98.98,1,4095,,,,
26.6,57.2,27.1,2047.5,4/29/2025,15:22:17,98.94,1,4095,,,,
26.78,56.73,27.11,2047.5,4/29/2025,15:22:29,98.89,1,4095,,,,
26.96,56.31,27.11,2047.5,4/29/2025,15:22:41,98.84,1,4095,,,,
27.12,55.87,27.11,2047.5,4/29/2025,15:22:53,98.79,1,4095,,,,
27.27,55.5,27.12,2047.5,4/29/2025,15:23:04,98.74,1,4095,,,,
27.43,55.15,27.12,2047.5,4/29/2025,15:23:16,98.69,1,4095,,,,
27.55,54.73,27.12,2047.5,4/29/2025,15:23:28,98.65,1,4095,,,,
27.69,54.45,27.12,2047.5,4/29/2025,15:23:40,98.6,1,4095,,,,
27.83,54.16,27.13,2047.5,4/29/2025,15:23:52,98.55,1,4095,,,,
27.94,53.85,27.13,2047.5,4/29/2025,15:24:04,98.5,1,4095,,,,
28.07,53.49,27.14,2047.5,4/29/2025,15:24:16,98.45,1,4095,,,,
28.19,53.22,27.14,2047.5,4/29/2025,15:24:28,98.4,1,4095,,,,
28.31,52.99,27.14,2047.5,4/29/2025,15:24:39,98.36,1,4095,,,,
28.38,52.81,27.14,2047.5,4/29/2025,15:24:51,98.31,1,4095,,,,
28.48,52.57,27.15,2047.5,4/29/2025,15:25:03,98.26,1,4095,,,,
28.57,52.33,27.15,2047.5,4/29/2025,15:25:14,98.21,1,4095,,,,
28.66,52.1,27.15,2047.5,4/29/2025,15:25:26,98.16,1,4095,,,,
28.76,51.9,27.16,2047.5,4/29/2025,15:25:38,98.11,1,4095,,,,
28.84,51.7,27.16,2047.5,4/29/2025,15:25:50,98.07,1,4095,,,,
28.89,51.52,27.16,2047.5,4/29/2025,15:26:02,98.02,1,4095,,,,
28.97,51.41,27.17,2047.5,4/29/2025,15:26:13,97.97,1,4095,,,,
29.04,51.23,27.17,2047.5,4/29/2025,15:26:25,97.92,1,4095,,,,
29.13,51.05,27.17,2047.5,4/29/2025,15:26:37,97.87,1,4095,,,,
29.18,50.87,27.18,2047.5,4/29/2025,15:26:49,97.82,1,4095,,,,
29.23,50.77,27.18,2047.5,4/29/2025,15:27:00,97.78,1,4095,,,,
29.27,50.75,27.18,2047.5,4/29/2025,15:27:12,97.73,1,4095,,,,
29.34,50.55,27.19,2047.5,4/29/2025,15:27:24,97.68,1,4095,,,,
29.4,50.43,27.19,2047.5,4/29/2025,15:27:36,97.63,1,4095,,,,
29.44,50.29,27.19,2047.5,4/29/2025,15:27:47,97.58,1,4095,,,,
29.49,50.18,27.2,2047.5,4/29/2025,15:27:59,97.53,1,4095,,,,
29.54,50.06,27.2,2047.5,4/29/2025,15:28:11,97.49,1,4095,,,,
29.58,49.87,27.2,2047.5,4/29/2025,15:28:23,97.44,1,4095,,,,
29.64,49.77,27.21,2047.5,4/29/2025,15:28:35,97.39,1,4095,,,,
29.69,49.63,27.21,2047.5,4/29/2025,15:28:46,97.34,1,4095,,,,
29.71,49.6,27.21,2047.5,4/29/2025,15:28:58,97.29,1,4095,,,,
29.77,49.43,27.22,2047.5,4/29/2025,15:29:10,97.24,1,4095,,,,
29.81,49.37,27.22,2047.5,4/29/2025,15:29:22,97.2,1,4095,,,,
29.84,49.26,27.22,2047.5,4/29/2025,15:29:34,97.15,1,4095,,,,
29.89,49.12,27.23,2047.5,4/29/2025,15:29:46,97.1,1,4095,,,,
29.92,49.07,27.23,2047.5,4/29/2025,15:29:58,97.05,1,4095,,,,
29.94,48.97,27.23,2047.5,4/29/2025,15:30:10,97,1,4095,,,,
29.96,49.02,27.24,2047.5,4/29/2025,15:30:21,96.95,1,4095,,,,
30,48.9,27.24,2047.5,4/29/2025,15:30:33,96.91,1,4095,,,,
30.02,48.84,27.24,2047.5,4/29/2025,15:30:45,96.86,1,4095,,,,
30.07,48.75,27.25,2047.5,4/29/2025,15:30:57,96.81,1,4095,,,,
30.08,48.65,27.25,2047.5,4/29/2025,15:31:09,96.76,1,4095,,,,
30.11,48.63,27.25,2047.5,4/29/2025,15:31:20,96.71,1,4095,,,,
30.13,48.55,27.26,2047.5,4/29/2025,15:31:32,96.66,1,4095,,,,
30.17,48.37,27.26,2047.5,4/29/2025,15:31:44,96.62,1,4095,,,,
30.18,48.35,27.26,2047.5,4/29/2025,15:31:56,96.57,1,4095,,,,
30.21,48.31,27.27,2047.5,4/29/2025,15:32:08,96.52,1,4095,,,,
30.22,48.33,27.27,2047.5,4/29/2025,15:32:19,96.47,1,4095,,,,
30.24,48.25,27.27,2047.5,4/29/2025,15:32:31,96.42,1,4095,,,,
30.27,48.16,27.28,2047.5,4/29/2025,15:32:43,96.37,1,4095,,,,
30.29,48.11,27.28,2047.5,4/29/2025,15:32:55,96.32,1,4095,,,,
30.32,48.02,27.28,2047.5,4/29/2025,15:33:07,96.28,1,4095,,,,
30.32,48.03,27.29,2047.5,4/29/2025,15:33:18,96.23,1,4095,,,,
30.35,47.96,27.29,2047.5,4/29/2025,15:33:30,96.18,1,4095,,,,
30.34,47.97,27.29,2047.5,4/29/2025,15:33:42,96.13,1,4095,,,,
30.36,47.9,27.3,2047.5,4/29/2025,15:33:54,96.08,1,4095,,,,
30.4,47.88,27.3,2047.5,4/29/2025,15:34:06,96.03,1,4095,,,,
30.4,47.85,27.3,2047.5,4/29/2025,15:34:17,95.99,1,4095,,,,
30.42,47.76,27.31,2047.5,4/29/2025,15:34:29,95.94,1,4095,,,,
30.45,47.77,27.31,2047.5,4/29/2025,15:34:41,95.89,1,4095,,,,
30.43,47.75,27.31,2047.5,4/29/2025,15:34:53,95.84,1,4095,,,,
30.45,47.71,27.32,2047.5,4/29/2025,15:35:04,95.79,1,4095,,,,
30.48,47.6,27.32,2047.5,4/29/2025,15:35:16,95.74,1,4095,,,,
30.48,47.57,27.32,2047.5,4/29/2025,15:35:28,95.7,1,4095,,,,
30.49,47.51,27.32,2047.5,4/29/2025,15:35:40,95.65,1,4095,,,,
30.51,47.5,27.33,2047.5,4/29/2025,15:35:52,95.6,1,4095,,,,
30.52,47.5,27.33,2047.5,4/29/2025,15:36:04,95.55,1,4095,,,,
30.53,47.48,27.34,2047.5,4/29/2025,15:36:16,95.5,1,4095,,,,
30.54,47.43,27.34,2047.5,4/29/2025,15:36:27,95.45,1,4095,,,,
30.54,47.42,27.34,2047.5,4/29/2025,15:36:39,95.41,1,4095,,,,
30.56,47.41,27.34,2047.5,4/29/2025,15:36:51,95.36,1,4095,,,,
30.57,47.38,27.35,2047.5,4/29/2025,15:37:02,95.31,1,4095,,,,
30.57,47.35,27.35,2047.5,4/29/2025,15:37:14,95.26,1,4095,,,,
30.6,47.26,27.35,2047.5,4/29/2025,15:37:26,95.21,1,4095,,,,
30.61,47.23,27.36,2047.5,4/29/2025,15:37:38,95.16,1,4095,,,,
30.62,47.19,27.36,2047.5,4/29/2025,15:37:50,95.12,1,4095,,,,
30.62,47.18,27.36,2047.5,4/29/2025,15:38:02,95.07,1,4095,,,,
30.64,47.16,27.37,2047.5,4/29/2025,15:38:14,95.02,1,4095,,,,
30.64,47.13,27.37,2047.5,4/29/2025,15:38:25,94.97,1,4095,,,,
30.65,47.1,27.37,2047.5,4/29/2025,15:38:37,94.92,1,4095,,,,
30.66,47.04,27.38,2047.5,4/29/2025,15:38:49,94.87,1,4095,,,,
30.66,47.06,27.38,2047.5,4/29/2025,15:39:01,94.83,1,4095,,,,
30.65,47.03,27.38,2047.5,4/29/2025,15:39:12,94.78,1,4095,,,,
30.66,47.08,27.39,2047.5,4/29/2025,15:39:24,94.73,1,4095,,,,
30.67,47.02,27.39,2047.5,4/29/2025,15:39:36,94.68,1,4095,,,,
30.67,47,27.39,2047.5,4/29/2025,15:39:48,94.63,1,4095,,,,
30.67,46.96,27.4,2047.5,4/29/2025,15:40:00,94.58,1,4095,,,,
30.67,46.95,27.4,2047.5,4/29/2025,15:40:11,94.54,1,4095,,,,
30.68,46.92,27.4,2047.5,4/29/2025,15:40:23,94.49,1,4095,,,,
30.71,46.93,27.41,2047.5,4/29/2025,15:40:35,94.44,1,4095,,,,
30.7,46.92,27.41,2047.5,4/29/2025,15:40:47,94.39,1,4095,,,,
30.72,46.89,27.41,2047.5,4/29/2025,15:40:58,94.34,1,4095,,,,
30.71,46.88,27.42,2047.5,4/29/2025,15:41:10,94.29,1,4095,,,,
30.72,46.87,27.42,2047.5,4/29/2025,15:41:22,94.25,1,4095,,,,
30.72,46.84,27.42,2047.5,4/29/2025,15:41:34,94.2,1,4095,,,,
30.71,46.89,27.43,2047.5,4/29/2025,15:41:48,94.15,1,4095,,,,
30.73,46.88,27.43,2047.5,4/29/2025,15:42:00,94.1,1,4095,,,,
30.75,46.86,27.43,2047.5,4/29/2025,15:42:11,94.05,1,4095,,,,
30.75,46.85,27.44,2047.5,4/29/2025,15:42:23,94,1,4095,,,,
30.74,46.85,27.44,2047.5,4/29/2025,15:42:35,93.96,1,4095,,,,
30.74,46.81,27.44,2047.5,4/29/2025,15:42:46,93.91,1,4095,,,,
30.75,46.77,27.45,2047.5,4/29/2025,15:42:58,93.86,1,4095,,,,
30.76,46.75,27.45,2047.5,4/29/2025,15:43:09,93.81,1,4095,,,,
30.77,46.75,27.45,2047.5,4/29/2025,15:43:21,93.76,1,4095,,,,
30.8,46.81,27.46,2047.5,4/29/2025,15:43:33,93.71,1,4095,,,,
30.8,46.78,27.46,2047.5,4/29/2025,15:43:45,93.67,1,4095,,,,
30.8,46.75,27.46,2047.5,4/29/2025,15:43:57,93.62,1,4095,,,,
30.78,46.81,27.47,2047.5,4/29/2025,15:44:08,93.57,1,4095,,,,
30.79,46.75,27.47,2047.5,4/29/2025,15:44:20,93.52,1,4095,,,,
30.78,46.72,27.47,2047.5,4/29/2025,15:44:32,93.47,1,4095,,,,
30.8,46.72,27.48,2047.5,4/29/2025,15:44:44,93.42,1,4095,,,,
30.79,46.7,27.48,2047.5,4/29/2025,15:44:56,93.38,1,4095,,,,
30.79,46.67,27.48,2047.5,4/29/2025,15:45:07,93.33,1,4095,,,,
30.8,46.72,27.49,2047.5,4/29/2025,15:45:19,93.28,1,4095,,,,
30.79,46.74,27.49,2047.5,4/29/2025,15:45:31,93.23,1,4095,,,,
30.78,46.71,27.49,2047.5,4/29/2025,15:45:42,93.18,1,4095,,,,
30.8,46.66,27.5,2047.5,4/29/2025,15:45:54,93.13,1,4095,,,,
30.78,46.7,27.5,2047.5,4/29/2025,15:46:06,93.09,1,4095,,,,
30.81,46.69,27.5,2047.5,4/29/2025,15:46:18,93.04,1,4095,,,,
30.8,46.65,27.51,2047.5,4/29/2025,15:46:30,92.99,1,4095,,,,
30.79,46.62,27.51,2047.5,4/29/2025,15:46:42,92.94,1,4095,,,,
30.81,46.6,27.51,2047.5,4/29/2025,15:46:54,92.89,1,4095,,,,
30.83,46.6,27.52,2047.5,4/29/2025,15:47:05,92.84,1,4095,,,,
30.82,46.62,27.52,2047.5,4/29/2025,15:47:17,92.79,1,4095,,,,
30.81,46.6,27.52,2047.5,4/29/2025,15:47:29,92.75,1,4095,,,,
30.83,46.6,27.53,2047.5,4/29/2025,15:47:41,92.7,1,4095,,,,
30.83,46.61,27.53,2047.5,4/29/2025,15:47:53,92.65,1,4095,,,,
30.84,46.48,27.53,2047.5,4/29/2025,15:48:04,92.6,1,4095,,,,
30.82,46.49,27.54,2047.5,4/29/2025,15:48:16,92.55,1,4095,,,,
30.84,46.51,27.54,2047.5,4/29/2025,15:48:28,92.5,1,4095,,,,
30.84,46.5,27.54,2047.5,4/29/2025,15:48:40,92.46,1,4095,,,,
