temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,ID,horas_operacion,ciclo_operacion,fecha_ultima_calibracion,hora_ultima_calibracion
29.23,49.48,5.99,1968.5,4/4/2025,15:08:42,14.09,1,1907,5.99,1,4/4/2025,9:09:35
29.24,49.48,5.99,1971,4/4/2025,15:08:56,14.04,1,1908,5.99,1,4/4/2025,9:09:35
29.24,49.49,5.99,1969.5,4/4/2025,15:09:08,13.99,1,1909,5.99,1,4/4/2025,9:09:35
29.23,49.5,6,1977,4/4/2025,15:09:20,13.94,1,1910,6,1,4/4/2025,9:09:35
29.21,49.48,6,1973.5,4/4/2025,15:09:32,13.9,1,1911,6,1,4/4/2025,9:09:35
29.24,49.46,6,1984,4/4/2025,15:09:43,13.85,1,1912,6,1,4/4/2025,9:09:35
29.24,49.45,6.01,1972.5,4/4/2025,15:09:56,13.8,1,1913,6.01,1,4/4/2025,9:09:35
29.23,49.42,6.01,1969,4/4/2025,15:10:07,13.75,1,1914,6.01,1,4/4/2025,9:09:35
29.25,49.47,6.01,1968.5,4/4/2025,15:10:19,13.71,1,1915,6.01,1,4/4/2025,9:09:35
29.24,49.44,6.02,1971,4/4/2025,15:10:40,13.62,1,1916,6.02,1,4/4/2025,9:09:35
29.24,49.47,6.02,1975,4/4/2025,15:10:52,13.58,1,1917,6.02,1,4/4/2025,9:09:35
29.24,49.42,6.02,1969.5,4/4/2025,15:11:04,13.53,1,1918,6.02,1,4/4/2025,9:09:35
29.25,49.44,6.03,1975.5,4/4/2025,15:11:16,13.48,1,1919,6.03,1,4/4/2025,9:09:35
29.25,49.47,6.03,1973.5,4/4/2025,15:11:28,13.43,1,1920,6.03,1,4/4/2025,9:09:35
29.25,49.48,6.03,1941,4/4/2025,15:11:40,13.39,1,1921,6.03,1,4/4/2025,9:09:35
29.25,49.49,6.04,1974.5,4/4/2025,15:11:53,13.34,1,1922,6.04,1,4/4/2025,9:09:35
29.24,49.48,6.04,1958.5,4/4/2025,15:12:07,13.28,1,1923,6.04,1,4/4/2025,9:09:35
29.24,49.47,6.05,1974.5,4/4/2025,15:12:19,13.23,1,1924,6.05,1,4/4/2025,9:09:35
29.23,49.36,6.05,1968,4/4/2025,15:12:31,13.18,1,1925,6.05,1,4/4/2025,9:09:35
29.24,49.32,6.05,1976,4/4/2025,15:12:43,13.14,1,1926,6.05,1,4/4/2025,9:09:35
29.23,49.37,6.06,1976,4/4/2025,15:12:55,13.09,1,1927,6.06,1,4/4/2025,9:09:35
29.2,49.37,6.06,1976,4/4/2025,15:13:07,13.04,1,1928,6.06,1,4/4/2025,9:09:35
29.24,49.43,6.06,1970.5,4/4/2025,15:13:20,12.99,1,1929,6.06,1,4/4/2025,9:09:35
29.24,49.44,6.07,1960,4/4/2025,15:13:32,12.94,1,1930,6.07,1,4/4/2025,9:09:35
29.23,49.45,6.07,1976,4/4/2025,15:13:44,12.89,1,1931,6.07,1,4/4/2025,9:09:35
29.24,49.37,6.07,1971.5,4/4/2025,15:13:56,12.85,1,1932,6.07,1,4/4/2025,9:09:35
29.22,49.37,6.08,1973,4/4/2025,15:14:24,12.73,1,1933,6.08,1,4/4/2025,9:09:35
29.24,49.39,6.08,1971,4/4/2025,15:14:39,12.67,1,1934,6.08,1,4/4/2025,9:09:35
29.24,49.45,6.09,1968,4/4/2025,15:14:51,12.63,1,1935,6.09,1,4/4/2025,9:09:35
29.24,49.43,6.09,1960,4/4/2025,15:15:03,12.58,1,1936,6.09,1,4/4/2025,9:09:35
29.24,49.47,6.09,1973,4/4/2025,15:15:15,12.53,1,1937,6.09,1,4/4/2025,9:09:35
29.23,49.41,6.1,1969,4/4/2025,15:15:27,12.48,1,1938,6.1,1,4/4/2025,9:09:35
29.23,49.43,6.1,1975.5,4/4/2025,15:15:39,12.44,1,1939,6.1,1,4/4/2025,9:09:35
29.22,49.41,6.1,1971.5,4/4/2025,15:15:51,12.39,1,1940,6.1,1,4/4/2025,9:09:35
29.21,49.34,6.11,1947.5,4/4/2025,15:16:03,12.34,1,1941,6.11,1,4/4/2025,9:09:35
29.22,49.42,6.11,1948.5,4/4/2025,15:16:18,12.28,1,1942,6.11,1,4/4/2025,9:09:35
29.23,49.45,6.12,1971.5,4/4/2025,15:16:30,12.23,1,1943,6.12,1,4/4/2025,9:09:35
29.23,49.43,6.12,1968.5,4/4/2025,15:16:41,12.19,1,1944,6.12,1,4/4/2025,9:09:35
29.23,49.41,6.12,1964.5,4/4/2025,15:16:58,12.12,1,1945,6.12,1,4/4/2025,9:09:35
29.23,49.39,6.13,1977.5,4/4/2025,15:17:09,12.08,1,1946,6.13,1,4/4/2025,9:09:35
29.2,49.41,6.13,1974,4/4/2025,15:17:21,12.03,1,1947,6.13,1,4/4/2025,9:09:35
29.2,49.47,6.13,1976,4/4/2025,15:17:33,11.98,1,1948,6.13,1,4/4/2025,9:09:35
29.19,49.51,6.14,1973,4/4/2025,15:17:45,11.94,1,1949,6.14,1,4/4/2025,9:09:35
29.23,49.5,6.14,1981,4/4/2025,15:17:59,11.88,1,1950,6.14,1,4/4/2025,9:09:35
29.2,49.44,6.14,1971.5,4/4/2025,15:18:11,11.83,1,1951,6.14,1,4/4/2025,9:09:35
29.21,49.48,6.15,1971.5,4/4/2025,15:18:25,11.78,1,1952,6.15,1,4/4/2025,9:09:35
29.2,49.46,6.15,1968.5,4/4/2025,15:18:37,11.73,1,1953,6.15,1,4/4/2025,9:09:35
29.2,49.46,6.15,1970.5,4/4/2025,15:18:49,11.68,1,1954,6.15,1,4/4/2025,9:09:35
29.2,49.47,6.16,1968.5,4/4/2025,15:19:01,11.63,1,1955,6.16,1,4/4/2025,9:09:35
29.19,49.5,6.16,1972.5,4/4/2025,15:19:13,11.59,1,1956,6.16,1,4/4/2025,9:09:35
29.23,49.49,6.16,1960,4/4/2025,15:19:29,11.52,1,1957,6.16,1,4/4/2025,9:09:35
29.2,49.5,6.17,1968.5,4/4/2025,15:19:44,11.46,1,1958,6.17,1,4/4/2025,9:09:35
29.19,49.45,6.17,1967,4/4/2025,15:19:55,11.42,1,1959,6.17,1,4/4/2025,9:09:35
29.21,49.5,6.18,1971,4/4/2025,15:20:10,11.36,1,1960,6.18,1,4/4/2025,9:09:35
29.22,49.44,6.18,1973.5,4/4/2025,15:20:22,11.31,1,1961,6.18,1,4/4/2025,9:09:35
29.2,49.45,6.18,1969,4/4/2025,15:20:37,11.25,1,1962,6.18,1,4/4/2025,9:09:35
29.21,49.41,6.19,1976,4/4/2025,15:20:48,11.21,1,1963,6.19,1,4/4/2025,9:09:35
29.2,49.45,6.19,1973,4/4/2025,15:21:01,11.16,1,1964,6.19,1,4/4/2025,9:09:35
29.2,49.44,6.19,1972.5,4/4/2025,15:21:13,11.11,1,1965,6.19,1,4/4/2025,9:09:35
29.19,49.43,6.2,1971.5,4/4/2025,15:21:25,11.06,1,1966,6.2,1,4/4/2025,9:09:35
29.2,49.41,6.2,1963.5,4/4/2025,15:21:36,11.02,1,1967,6.2,1,4/4/2025,9:09:35
29.2,49.38,6.2,1969,4/4/2025,15:21:50,10.96,1,1968,6.2,1,4/4/2025,9:09:35
29.21,49.43,6.21,1967.5,4/4/2025,15:22:02,10.91,1,1969,6.21,1,4/4/2025,9:09:35
29.22,49.43,6.21,1973.5,4/4/2025,15:22:14,10.86,1,1970,6.21,1,4/4/2025,9:09:35
29.22,49.42,6.21,1972.5,4/4/2025,15:22:27,10.82,1,1971,6.21,1,4/4/2025,9:09:35
24.37,59.33,6.48,2016,4/4/2025,15:38:12,99.81,1,1972,6.48,1,4/4/2025,9:09:35
24.62,59.09,6.48,2014.5,4/4/2025,15:38:29,99.74,1,1973,6.48,1,4/4/2025,9:09:35
24.78,58.87,6.48,2016,4/4/2025,15:38:41,99.7,1,1974,6.48,1,4/4/2025,9:09:35
24.94,58.63,6.49,2017,4/4/2025,15:38:53,99.65,1,1975,6.49,1,4/4/2025,9:09:35
25.12,58.31,6.49,2016.5,4/4/2025,15:39:07,99.59,1,1976,6.49,1,4/4/2025,9:09:35
25.28,58.06,6.5,2012.5,4/4/2025,15:39:19,99.55,1,1977,6.5,1,4/4/2025,9:09:35
25.45,57.78,6.5,2029.5,4/4/2025,15:39:31,99.5,1,1978,6.5,1,4/4/2025,9:09:35
21.13,68.88,6.5,2001.5,4/5/2025,8:49:49,100,1,1979,719.67,2,4/4/2025,9:09:35
21.31,68.9,6.51,2009.5,4/5/2025,8:50:06,99.98,1,1980,719.68,2,4/4/2025,9:09:35
21.47,68.75,6.51,2013,4/5/2025,8:50:19,99.96,1,1981,719.68,2,4/4/2025,9:09:35
21.66,68.62,6.51,2015,4/5/2025,8:50:32,99.95,1,1982,719.68,2,4/4/2025,9:09:35
21.86,68.42,6.52,2014.5,4/5/2025,8:50:45,99.93,1,1983,719.69,2,4/4/2025,9:09:35
22.03,68.18,6.52,2047.5,4/5/2025,8:50:57,99.91,1,1984,719.69,2,4/4/2025,9:09:35
22.23,67.88,6.52,2021,4/5/2025,8:51:09,99.89,1,1985,719.69,2,4/4/2025,9:09:35
22.4,67.56,6.53,2016,4/5/2025,8:51:22,99.88,1,1986,719.7,2,4/4/2025,9:09:35
22.6,67.21,6.53,2015.5,4/5/2025,8:51:35,99.86,1,1987,719.7,2,4/4/2025,9:09:35
22.76,66.87,6.53,2015.5,4/5/2025,8:51:47,99.84,1,1988,719.7,2,4/4/2025,9:09:35
22.94,66.47,6.54,2021.5,4/5/2025,8:52:00,99.82,1,1989,719.71,2,4/4/2025,9:09:35
23.34,65.61,6.55,2021.5,4/5/2025,8:52:29,99.81,1,1990,719.72,2,4/4/2025,9:09:35
23.5,65.28,6.55,2021.5,4/5/2025,8:52:41,99.79,1,1991,719.72,2,4/4/2025,9:09:35
23.7,64.84,6.55,2022.5,4/5/2025,8:52:57,99.77,1,1992,719.72,2,4/4/2025,9:09:35
23.85,64.51,6.56,2029,4/5/2025,8:53:09,99.75,1,1993,719.73,2,4/4/2025,9:09:35
24,64.04,6.56,2024,4/5/2025,8:53:24,99.74,1,1994,719.73,2,4/4/2025,9:09:35
24.17,63.72,6.57,2024,4/5/2025,8:53:37,99.72,1,1995,719.73,2,4/4/2025,9:09:35
24.83,61.99,6.59,2025,4/5/2025,8:54:48,99.7,1,1996,719.75,2,4/4/2025,9:09:35
25.04,61.47,6.59,2025,4/5/2025,8:55:11,99.68,1,1997,719.76,2,4/4/2025,9:09:35
25.18,61.1,6.6,2019.5,4/5/2025,8:55:30,99.66,1,1998,719.77,2,4/4/2025,9:09:35
25.61,59.99,6.61,2033,4/5/2025,8:56:32,99.65,1,1999,719.78,2,4/4/2025,9:09:35
25.73,59.68,6.62,2031,4/5/2025,8:56:48,99.63,1,2000,719.79,2,4/4/2025,9:09:35
25.82,59.45,6.62,2034,4/5/2025,8:57:05,99.61,1,2001,719.79,2,4/4/2025,9:09:35
25.92,59.23,6.63,2037.5,4/5/2025,8:57:21,99.59,1,2002,719.8,2,4/4/2025,9:09:35
25.98,59.11,6.63,2044.5,4/5/2025,8:57:34,99.58,1,2003,719.8,2,4/4/2025,9:09:35
26.05,58.9,6.63,2029.5,4/5/2025,8:57:47,99.56,1,2004,719.8,2,4/4/2025,9:09:35
26.08,58.77,6.64,2037,4/5/2025,8:58:00,99.54,1,2005,719.81,2,4/4/2025,9:09:35
26.17,58.58,6.64,2040,4/5/2025,8:58:14,99.52,1,2006,719.81,2,4/4/2025,9:09:35
26.23,58.4,6.65,2039,4/5/2025,8:58:28,99.51,1,2007,719.81,2,4/4/2025,9:09:35
26.32,58.17,6.65,2037,4/5/2025,8:58:49,99.49,1,2008,719.82,2,4/4/2025,9:09:35
26.39,57.95,6.66,2038.5,4/5/2025,8:59:07,99.47,1,2009,719.83,2,4/4/2025,9:09:35
26.43,57.84,6.66,2035.5,4/5/2025,8:59:21,99.45,1,2010,719.83,2,4/4/2025,9:09:35
26.49,57.69,6.66,2039,4/5/2025,8:59:34,99.44,1,2011,719.83,2,4/4/2025,9:09:35
26.53,57.56,6.67,2039.5,4/5/2025,8:59:47,99.42,1,2012,719.84,2,4/4/2025,9:09:35
26.57,57.44,6.67,2036,4/5/2025,8:59:59,99.4,1,2013,719.84,2,4/4/2025,9:09:35
26.63,57.32,6.68,2037.5,4/5/2025,9:00:13,99.38,1,2014,719.84,2,4/4/2025,9:09:35
26.67,57.16,6.68,2040,4/5/2025,9:00:26,99.37,1,2015,719.85,2,4/4/2025,9:09:35
26.69,57.05,6.68,2044.5,4/5/2025,9:00:41,99.35,1,2016,719.85,2,4/4/2025,9:09:35
26.74,56.92,6.69,2035,4/5/2025,9:00:55,99.33,1,2017,719.86,2,4/4/2025,9:09:35
26.8,56.76,6.69,2043,4/5/2025,9:01:18,99.31,1,2018,719.86,2,4/4/2025,9:09:35
26.83,56.65,6.7,2046.5,4/5/2025,9:01:30,99.29,1,2019,719.87,2,4/4/2025,9:09:35
26.85,56.55,6.7,2041,4/5/2025,9:01:43,99.28,1,2020,719.87,2,4/4/2025,9:09:35
26.89,56.45,6.7,2047.5,4/5/2025,9:01:56,99.26,1,2021,719.87,2,4/4/2025,9:09:35
26.95,56.28,6.71,2043.5,4/5/2025,9:02:13,99.24,1,2022,719.88,2,4/4/2025,9:09:35
26.97,56.19,6.71,2045,4/5/2025,9:02:29,99.22,1,2023,719.88,2,4/4/2025,9:09:35
27.02,56.07,6.72,2045.5,4/5/2025,9:02:41,99.21,1,2024,719.88,2,4/4/2025,9:09:35
27.02,55.91,6.72,2047.5,4/5/2025,9:02:53,99.19,1,2025,719.89,2,4/4/2025,9:09:35
27.06,55.8,6.72,2045,4/5/2025,9:03:08,99.17,1,2026,719.89,2,4/4/2025,9:09:35
27.08,55.74,6.73,2043,4/5/2025,9:03:22,99.15,1,2027,719.9,2,4/4/2025,9:09:35
27.11,55.66,6.73,2043.5,4/5/2025,9:03:37,99.14,1,2028,719.9,2,4/4/2025,9:09:35
27.12,55.54,6.74,2047.5,4/5/2025,9:03:49,99.12,1,2029,719.9,2,4/4/2025,9:09:35
27.13,55.44,6.74,2041,4/5/2025,9:04:03,99.1,1,2030,719.91,2,4/4/2025,9:09:35
27.16,55.34,6.74,2043.5,4/5/2025,9:04:17,99.08,1,2031,719.91,2,4/4/2025,9:09:35
27.18,55.27,6.75,2047.5,4/5/2025,9:04:31,99.07,1,2032,719.92,2,4/4/2025,9:09:35
27.19,55.22,6.75,2042.5,4/5/2025,9:04:45,99.05,1,2033,719.92,2,4/4/2025,9:09:35
27.21,55.21,6.75,2035,4/5/2025,9:04:59,99.03,1,2034,719.92,2,4/4/2025,9:09:35
27.24,55.18,6.76,2047.5,4/5/2025,9:05:12,99.01,1,2035,719.93,2,4/4/2025,9:09:35
27.24,55.09,6.76,2045.5,4/5/2025,9:05:25,98.99,1,2036,719.93,2,4/4/2025,9:09:35
27.27,54.97,6.77,2047.5,4/5/2025,9:05:47,98.98,1,2037,719.94,2,4/4/2025,9:09:35
27.3,54.96,6.77,2045.5,4/5/2025,9:06:00,98.96,1,2038,719.94,2,4/4/2025,9:09:35
27.31,54.88,6.78,2047.5,4/5/2025,9:06:12,98.94,1,2039,719.94,2,4/4/2025,9:09:35
27.34,54.8,6.78,2046.5,4/5/2025,9:06:27,98.92,1,2040,719.95,2,4/4/2025,9:09:35
27.36,54.72,6.78,2045.5,4/5/2025,9:06:45,98.91,1,2041,719.95,2,4/4/2025,9:09:35
27.39,54.67,6.79,2041.5,4/5/2025,9:06:59,98.89,1,2042,719.96,2,4/4/2025,9:09:35
27.38,54.62,6.79,2047.5,4/5/2025,9:07:13,98.87,1,2043,719.96,2,4/4/2025,9:09:35
27.41,54.52,6.8,2045.5,4/5/2025,9:07:27,98.85,1,2044,719.96,2,4/4/2025,9:09:35
27.43,54.46,6.8,2045.5,4/5/2025,9:07:39,98.84,1,2045,719.97,2,4/4/2025,9:09:35
27.45,54.41,6.8,2042.5,4/5/2025,9:07:53,98.82,1,2046,719.97,2,4/4/2025,9:09:35
27.48,54.35,6.81,2045.5,4/5/2025,9:08:06,98.8,1,2047,719.98,2,4/4/2025,9:09:35
27.48,54.26,6.81,2045.5,4/5/2025,9:08:20,98.78,1,2048,719.98,2,4/4/2025,9:09:35
27.52,54.25,6.82,2047.5,4/5/2025,9:08:36,98.77,1,2049,719.98,2,4/4/2025,9:09:35
27.51,54.19,6.82,2047.5,4/5/2025,9:08:48,98.75,1,2050,719.99,2,4/4/2025,9:09:35
27.54,54.18,6.82,2046.5,4/5/2025,9:09:01,98.73,1,2051,719.99,2,4/4/2025,9:09:35
27.53,54.1,6.83,2045.5,4/5/2025,9:09:13,98.71,1,2052,719.99,2,4/4/2025,9:09:35
27.55,54.05,6.83,2047.5,4/5/2025,9:09:25,98.69,1,2053,720,2,4/4/2025,9:09:35
27.56,54.03,6.83,2046.5,4/5/2025,9:09:39,98.68,1,2054,720,2,4/4/2025,9:09:35
27.57,53.99,6.84,2046.5,4/5/2025,9:09:52,98.66,1,2055,720,2,4/4/2025,9:09:35
27.59,53.94,6.84,2047.5,4/5/2025,9:10:06,98.64,1,2056,720.01,2,4/4/2025,9:09:35
27.63,53.82,6.85,2047.5,4/5/2025,9:10:51,98.62,1,2057,720.02,2,4/4/2025,9:09:35
27.66,53.76,6.86,2047.5,4/5/2025,9:11:06,98.61,1,2058,720.03,2,4/4/2025,9:09:35
27.65,53.78,6.86,2042.5,4/5/2025,9:11:20,98.59,1,2059,720.03,2,4/4/2025,9:09:35
27.69,53.68,6.87,2047.5,4/5/2025,9:11:50,98.57,1,2060,720.04,2,4/4/2025,9:09:35
27.7,53.69,6.87,2047.5,4/5/2025,9:12:02,98.55,1,2061,720.04,2,4/4/2025,9:09:35
27.73,53.63,6.88,2047.5,4/5/2025,9:12:14,98.54,1,2062,720.04,2,4/4/2025,9:09:35
27.73,53.61,6.88,2047.5,4/5/2025,9:12:26,98.52,1,2063,720.05,2,4/4/2025,9:09:35
27.71,53.57,6.88,2047.5,4/5/2025,9:12:38,98.5,1,2064,720.05,2,4/4/2025,9:09:35
27.76,53.54,6.89,2047.5,4/5/2025,9:12:50,98.48,1,2065,720.05,2,4/4/2025,9:09:35
27.75,53.52,6.89,2047.5,4/5/2025,9:13:02,98.47,1,2066,720.06,2,4/4/2025,9:09:35
27.76,53.56,6.89,2047.5,4/5/2025,9:13:14,98.45,1,2067,720.06,2,4/4/2025,9:09:35
27.77,53.52,6.9,2047.5,4/5/2025,9:13:26,98.43,1,2068,720.06,2,4/4/2025,9:09:35
27.77,53.5,6.9,2047.5,4/5/2025,9:13:38,98.41,1,2069,720.07,2,4/4/2025,9:09:35
27.79,53.47,6.9,2047.5,4/5/2025,9:13:52,98.4,1,2070,720.07,2,4/4/2025,9:09:35
27.8,53.39,6.91,2047.5,4/5/2025,9:14:25,98.38,1,2071,720.08,2,4/4/2025,9:09:35
27.82,53.38,6.92,2047.5,4/5/2025,9:14:38,98.36,1,2072,720.08,2,4/4/2025,9:09:35
27.82,53.33,6.92,2047.5,4/5/2025,9:14:51,98.34,1,2073,720.09,2,4/4/2025,9:09:35
27.84,53.32,6.92,2047.5,4/5/2025,9:15:05,98.32,1,2074,720.09,2,4/4/2025,9:09:35
27.86,53.3,6.93,2047.5,4/5/2025,9:15:17,98.31,1,2075,720.1,2,4/4/2025,9:09:35
27.86,53.29,6.93,2047.5,4/5/2025,9:15:31,98.29,1,2076,720.1,2,4/4/2025,9:09:35
27.88,53.26,6.94,2047.5,4/5/2025,9:15:48,98.27,1,2077,720.1,2,4/4/2025,9:09:35
27.86,53.28,6.94,2047.5,4/5/2025,9:16:01,98.25,1,2078,720.11,2,4/4/2025,9:09:35
27.88,53.24,6.94,2047.5,4/5/2025,9:16:18,98.24,1,2079,720.11,2,4/4/2025,9:09:35
27.91,53.24,6.95,2047.5,4/5/2025,9:16:32,98.22,1,2080,720.12,2,4/4/2025,9:09:35
27.91,53.23,6.95,2046.5,4/5/2025,9:16:45,98.2,1,2081,720.12,2,4/4/2025,9:09:35
27.93,53.18,6.95,2040,4/5/2025,9:16:58,98.18,1,2082,720.12,2,4/4/2025,9:09:35
27.93,53.18,6.96,2047.5,4/5/2025,9:17:10,98.17,1,2083,720.13,2,4/4/2025,9:09:35
27.93,53.16,6.96,2046.5,4/5/2025,9:17:26,98.15,1,2084,720.13,2,4/4/2025,9:09:35
27.95,53.16,6.97,2047.5,4/5/2025,9:17:39,98.13,1,2085,720.13,2,4/4/2025,9:09:35
27.94,53.15,6.97,2047.5,4/5/2025,9:17:54,98.11,1,2086,720.14,2,4/4/2025,9:09:35
27.96,53.11,6.97,2047.5,4/5/2025,9:18:08,98.1,1,2087,720.14,2,4/4/2025,9:09:35
27.95,53.13,6.98,2047.5,4/5/2025,9:18:21,98.08,1,2088,720.15,2,4/4/2025,9:09:35
27.97,53.13,6.98,2047.5,4/5/2025,9:18:33,98.06,1,2089,720.15,2,4/4/2025,9:09:35
27.97,53.09,6.98,2047.5,4/5/2025,9:18:46,98.04,1,2090,720.15,2,4/4/2025,9:09:35
27.99,53.09,6.99,2047.5,4/5/2025,9:18:58,98.02,1,2091,720.16,2,4/4/2025,9:09:35
28,53.09,6.99,2040,4/5/2025,9:19:12,98.01,1,2092,720.16,2,4/4/2025,9:09:35
28,53.06,7,2047.5,4/5/2025,9:19:24,97.99,1,2093,720.16,2,4/4/2025,9:09:35
28,53.06,7,2047.5,4/5/2025,9:19:38,97.97,1,2094,720.17,2,4/4/2025,9:09:35
28.01,53.02,7,2047.5,4/5/2025,9:19:51,97.95,1,2095,720.17,2,4/4/2025,9:09:35
27.96,53.08,7.01,2047.5,4/5/2025,9:20:04,97.94,1,2096,720.17,2,4/4/2025,9:09:35
27.95,53.17,7.01,2045,4/5/2025,9:20:16,97.92,1,2097,720.18,2,4/4/2025,9:09:35
27.97,53.23,7.01,2047.5,4/5/2025,9:20:29,97.9,1,2098,720.18,2,4/4/2025,9:09:35
27.95,53.2,7.02,2047.5,4/5/2025,9:20:42,97.88,1,2099,720.19,2,4/4/2025,9:09:35
27.98,53.17,7.02,2047.5,4/5/2025,9:20:54,97.87,1,2100,720.19,2,4/4/2025,9:09:35
27.98,53.15,7.02,2047.5,4/5/2025,9:21:07,97.85,1,2101,720.19,2,4/4/2025,9:09:35
27.99,53.16,7.03,2047.5,4/5/2025,9:21:19,97.83,1,2102,720.2,2,4/4/2025,9:09:35
28,53.2,7.03,2047.5,4/5/2025,9:21:31,97.81,1,2103,720.2,2,4/4/2025,9:09:35
28,53.14,7.03,2047.5,4/5/2025,9:21:44,97.8,1,2104,720.2,2,4/4/2025,9:09:35
28,53.13,7.04,2047.5,4/5/2025,9:21:56,97.78,1,2105,720.21,2,4/4/2025,9:09:35
28.02,53.09,7.04,2047.5,4/5/2025,9:22:08,97.76,1,2106,720.21,2,4/4/2025,9:09:35
28.04,53.14,7.04,2047.5,4/5/2025,9:22:21,97.74,1,2107,720.21,2,4/4/2025,9:09:35
28.04,53.17,7.05,2047.5,4/5/2025,9:22:34,97.72,1,2108,720.22,2,4/4/2025,9:09:35
28.05,53.13,7.05,2045,4/5/2025,9:22:46,97.71,1,2109,720.22,2,4/4/2025,9:09:35
28.06,53.12,7.05,2047.5,4/5/2025,9:22:58,97.69,1,2110,720.22,2,4/4/2025,9:09:35
28.06,53.11,7.06,2047.5,4/5/2025,9:23:11,97.67,1,2111,720.23,2,4/4/2025,9:09:35
28.09,53.09,7.06,2047.5,4/5/2025,9:23:26,97.65,1,2112,720.23,2,4/4/2025,9:09:35
28.07,53.07,7.07,2047.5,4/5/2025,9:23:39,97.64,1,2113,720.23,2,4/4/2025,9:09:35
28.09,53.09,7.07,2047.5,4/5/2025,9:23:53,97.62,1,2114,720.24,2,4/4/2025,9:09:35
28.08,53.08,7.07,2047.5,4/5/2025,9:24:05,97.6,1,2115,720.24,2,4/4/2025,9:09:35
28.08,53.05,7.08,2047.5,4/5/2025,9:24:17,97.58,1,2116,720.24,2,4/4/2025,9:09:35
28.1,53.1,7.08,2047.5,4/5/2025,9:24:29,97.57,1,2117,720.25,2,4/4/2025,9:09:35
28.11,53.1,7.08,2047.5,4/5/2025,9:24:42,97.55,1,2118,720.25,2,4/4/2025,9:09:35
28.12,53.04,7.09,2047.5,4/5/2025,9:24:55,97.53,1,2119,720.26,2,4/4/2025,9:09:35
28.12,53.02,7.09,2047.5,4/5/2025,9:25:07,97.51,1,2120,720.26,2,4/4/2025,9:09:35
28.13,53.01,7.09,2047.5,4/5/2025,9:25:20,97.5,1,2121,720.26,2,4/4/2025,9:09:35
28.14,52.98,7.1,2047.5,4/5/2025,9:25:32,97.48,1,2122,720.27,2,4/4/2025,9:09:35
28.16,53.01,7.1,2047.5,4/5/2025,9:25:45,97.46,1,2123,720.27,2,4/4/2025,9:09:35
28.16,52.99,7.1,2046,4/5/2025,9:25:57,97.44,1,2124,720.27,2,4/4/2025,9:09:35
28.19,53,7.11,2047.5,4/5/2025,9:26:10,97.42,1,2125,720.28,2,4/4/2025,9:09:35
28.18,53.02,7.11,2047.5,4/5/2025,9:26:23,97.41,1,2126,720.28,2,4/4/2025,9:09:35
28.19,53.01,7.12,2047.5,4/5/2025,9:26:36,97.39,1,2127,720.28,2,4/4/2025,9:09:35
28.19,52.94,7.12,2045.5,4/5/2025,9:26:48,97.37,1,2128,720.29,2,4/4/2025,9:09:35
28.21,52.94,7.12,2047.5,4/5/2025,9:27:00,97.35,1,2129,720.29,2,4/4/2025,9:09:35
28.2,52.85,7.13,2047.5,4/5/2025,9:27:13,97.34,1,2130,720.29,2,4/4/2025,9:09:35
28.22,52.81,7.13,2045,4/5/2025,9:27:25,97.32,1,2131,720.3,2,4/4/2025,9:09:35
28.21,52.74,7.13,2047.5,4/5/2025,9:27:38,97.3,1,2132,720.3,2,4/4/2025,9:09:35
28.21,52.59,7.14,2047.5,4/5/2025,9:27:50,97.28,1,2133,720.3,2,4/4/2025,9:09:35
28.22,52.49,7.14,2047.5,4/5/2025,9:28:03,97.27,1,2134,720.31,2,4/4/2025,9:09:35
28.21,52.33,7.14,2047.5,4/5/2025,9:28:15,97.25,1,2135,720.31,2,4/4/2025,9:09:35
28.19,52.13,7.15,2047.5,4/5/2025,9:28:28,97.23,1,2136,720.31,2,4/4/2025,9:09:35
28.19,51.99,7.15,2047.5,4/5/2025,9:28:40,97.21,1,2137,720.32,2,4/4/2025,9:09:35
28.18,51.77,7.15,2047.5,4/5/2025,9:28:53,97.2,1,2138,720.32,2,4/4/2025,9:09:35
28.14,51.66,7.16,2047.5,4/5/2025,9:29:05,97.18,1,2139,720.32,2,4/4/2025,9:09:35
28.16,51.53,7.16,2047.5,4/5/2025,9:29:17,97.16,1,2140,720.33,2,4/4/2025,9:09:35
28.13,51.47,7.16,2047.5,4/5/2025,9:29:29,97.14,1,2141,720.33,2,4/4/2025,9:09:35
28.13,51.37,7.17,2047.5,4/5/2025,9:29:41,97.13,1,2142,720.34,2,4/4/2025,9:09:35
28.1,51.18,7.17,2047.5,4/5/2025,9:29:54,97.11,1,2143,720.34,2,4/4/2025,9:09:35
28.08,51.21,7.17,2047.5,4/5/2025,9:30:10,97.09,1,2144,720.34,2,4/4/2025,9:09:35
28.07,51.11,7.18,2047.5,4/5/2025,9:30:22,97.07,1,2145,720.35,2,4/4/2025,9:09:35
28.05,51.04,7.18,2014.5,4/5/2025,9:30:36,97.05,1,2146,720.35,2,4/4/2025,9:09:35
28.01,50.9,7.19,2047.5,4/5/2025,9:30:48,97.04,1,2147,720.35,2,4/4/2025,9:09:35
28.02,50.9,7.19,2047.5,4/5/2025,9:31:00,97.02,1,2148,720.36,2,4/4/2025,9:09:35
