temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,gas_crudo,,,,
27.94,49.66,66.23,2047.5,5/1/2025,11:14:36,84.54,1,4095,,,,
27.96,49.67,66.23,2047.5,5/1/2025,11:14:48,84.49,1,4095,,,,
27.96,49.69,66.24,2047.5,5/1/2025,11:15:00,84.44,1,4095,,,,
27.98,49.67,66.24,2047.5,5/1/2025,11:15:12,84.4,1,4095,,,,
27.95,49.68,66.24,2047.5,5/1/2025,11:15:24,84.35,1,4095,,,,
27.98,49.69,66.25,2047.5,5/1/2025,11:15:36,84.3,1,4095,,,,
27.97,49.68,66.25,2047.5,5/1/2025,11:15:47,84.26,1,4095,,,,
27.98,49.67,66.25,2047.5,5/1/2025,11:15:59,84.21,1,4095,,,,
27.96,49.69,66.26,2047.5,5/1/2025,11:16:11,84.16,1,4095,,,,
27.97,49.69,66.26,2047.5,5/1/2025,11:16:22,84.12,1,4095,,,,
27.96,49.71,66.26,2047.5,5/1/2025,11:16:34,84.07,1,4095,,,,
27.98,49.75,66.27,2047.5,5/1/2025,11:16:46,84.02,1,4095,,,,
27.99,49.73,66.27,2047.5,5/1/2025,11:16:58,83.98,1,4095,,,,
27.99,49.71,66.27,2047.5,5/1/2025,11:17:09,83.93,1,4095,,,,
27.99,49.7,66.28,2047.5,5/1/2025,11:17:21,83.88,1,4095,,,,
27.97,49.76,66.28,2047.5,5/1/2025,11:17:33,83.84,1,4095,,,,
27.97,49.77,66.28,2047.5,5/1/2025,11:17:44,83.79,1,4095,,,,
27.97,49.78,66.28,2047.5,5/1/2025,11:17:56,83.75,1,4095,,,,
27.98,49.77,66.29,2047.5,5/1/2025,11:18:08,83.7,1,4095,,,,
27.98,49.77,66.29,2047.5,5/1/2025,11:18:19,83.65,1,4095,,,,
28,49.77,66.29,2047.5,5/1/2025,11:18:31,83.61,1,4095,,,,
27.97,49.78,66.3,2047.5,5/1/2025,11:18:43,83.56,1,4095,,,,
27.98,49.77,66.3,2047.5,5/1/2025,11:18:55,83.51,1,4095,,,,
27.97,49.78,66.3,2047.5,5/1/2025,11:19:06,83.47,1,4095,,,,
27.97,49.82,66.31,2047.5,5/1/2025,11:19:18,83.42,1,4095,,,,
27.97,49.82,66.31,2047.5,5/1/2025,11:19:30,83.37,1,4095,,,,
27.97,49.79,66.31,2047.5,5/1/2025,11:19:42,83.33,1,4095,,,,
27.97,49.82,66.32,2047.5,5/1/2025,11:19:54,83.28,1,4095,,,,
27.96,49.8,66.32,2047.5,5/1/2025,11:20:06,83.23,1,4095,,,,
27.97,49.82,66.32,2047.5,5/1/2025,11:20:17,83.19,1,4095,,,,
27.98,49.82,66.33,2047.5,5/1/2025,11:20:29,83.14,1,4095,,,,
27.97,49.86,66.33,2047.5,5/1/2025,11:20:41,83.09,1,4095,,,,
27.96,49.86,66.33,2047.5,5/1/2025,11:20:53,83.04,1,4095,,,,
27.97,49.86,66.34,2047.5,5/1/2025,11:21:05,83,1,4095,,,,
27.99,49.88,66.34,2047.5,5/1/2025,11:21:16,82.95,1,4095,,,,
27.98,49.83,66.34,2047.5,5/1/2025,11:21:28,82.9,1,4095,,,,
27.97,49.85,66.35,2047.5,5/1/2025,11:21:40,82.86,1,4095,,,,
27.97,49.86,66.35,2047.5,5/1/2025,11:21:52,82.81,1,4095,,,,
27.96,49.89,66.35,2047.5,5/1/2025,11:22:04,82.76,1,4095,,,,
27.98,49.89,66.36,2047.5,5/1/2025,11:22:15,82.72,1,4095,,,,
27.98,49.87,66.36,2047.5,5/1/2025,11:22:28,82.67,1,4095,,,,
27.97,49.86,66.36,2047.5,5/1/2025,11:22:39,82.62,1,4095,,,,
27.98,49.85,66.37,2047.5,5/1/2025,11:22:51,82.58,1,4095,,,,
27.99,49.86,66.37,2047.5,5/1/2025,11:23:03,82.53,1,4095,,,,
27.98,49.87,66.37,2047.5,5/1/2025,11:23:15,82.48,1,4095,,,,
27.98,49.88,66.38,2047.5,5/1/2025,11:23:27,82.43,1,4095,,,,
27.99,49.84,66.38,2047.5,5/1/2025,11:23:39,82.38,1,4095,,,,
27.98,49.82,66.38,2047.5,5/1/2025,11:23:51,82.34,1,4095,,,,
27.98,49.79,66.39,2047.5,5/1/2025,11:24:05,82.28,1,4095,,,,
27.98,49.83,66.39,2047.5,5/1/2025,11:24:17,82.23,1,4095,,,,
27.98,49.81,66.39,2047.5,5/1/2025,11:24:29,82.19,1,4095,,,,
27.98,49.76,66.4,2047.5,5/1/2025,11:24:41,82.14,1,4095,,,,
27.97,49.73,66.4,2047.5,5/1/2025,11:24:53,82.09,1,4095,,,,
27.96,49.74,66.4,2047.5,5/1/2025,11:25:05,82.04,1,4095,,,,
27.96,49.72,66.41,2047.5,5/1/2025,11:25:16,82,1,4095,,,,
27.95,49.72,66.41,2047.5,5/1/2025,11:25:28,81.95,1,4095,,,,
27.96,49.74,66.41,2047.5,5/1/2025,11:25:40,81.9,1,4095,,,,
27.94,49.68,66.42,2047.5,5/1/2025,11:25:51,81.86,1,4095,,,,
27.92,49.7,66.42,2047.5,5/1/2025,11:26:03,81.81,1,4095,,,,
27.94,49.69,66.42,2047.5,5/1/2025,11:26:15,81.77,1,4095,,,,
27.95,49.63,66.43,2047.5,5/1/2025,11:26:27,81.72,1,4095,,,,
27.94,49.64,66.43,2047.5,5/1/2025,11:26:38,81.67,1,4095,,,,
27.95,49.63,66.43,2047.5,5/1/2025,11:26:50,81.63,1,4095,,,,
27.94,49.62,66.44,2047.5,5/1/2025,11:27:02,81.58,1,4095,,,,
27.94,49.61,66.44,2047.5,5/1/2025,11:27:14,81.53,1,4095,,,,
27.92,49.59,66.44,2047.5,5/1/2025,11:27:26,81.48,1,4095,,,,
27.92,49.61,66.45,2047.5,5/1/2025,11:27:37,81.44,1,4095,,,,
27.94,49.57,66.45,2047.5,5/1/2025,11:27:49,81.39,1,4095,,,,
27.92,49.56,66.45,2047.5,5/1/2025,11:28:01,81.35,1,4095,,,,
27.94,49.53,66.46,2047.5,5/1/2025,11:28:12,81.3,1,4095,,,,
27.93,49.57,66.46,2047.5,5/1/2025,11:28:24,81.25,1,4095,,,,
27.93,49.54,66.46,2047.5,5/1/2025,11:28:36,81.21,1,4095,,,,
27.92,49.53,66.47,2047.5,5/1/2025,11:28:48,81.16,1,4095,,,,
27.93,49.56,66.47,2047.5,5/1/2025,11:28:59,81.12,1,4095,,,,
27.93,49.55,66.47,2047.5,5/1/2025,11:29:11,81.07,1,4095,,,,
27.93,49.53,66.48,2047.5,5/1/2025,11:29:23,81.02,1,4095,,,,
27.93,49.51,66.48,2047.5,5/1/2025,11:29:35,80.97,1,4095,,,,
27.94,49.5,66.48,2047.5,5/1/2025,11:29:46,80.93,1,4095,,,,
27.94,49.51,66.49,2047.5,5/1/2025,11:29:58,80.88,1,4095,,,,
27.94,49.52,66.49,2047.5,5/1/2025,11:30:10,80.83,1,4095,,,,
27.94,49.5,66.49,2047.5,5/1/2025,11:30:21,80.79,1,4095,,,,
27.94,49.54,66.5,2047.5,5/1/2025,11:30:33,80.74,1,4095,,,,
27.92,49.53,66.5,2047.5,5/1/2025,11:30:45,80.69,1,4095,,,,
27.94,49.55,66.5,2047.5,5/1/2025,11:30:56,80.65,1,4095,,,,
27.93,49.53,66.5,2047.5,5/1/2025,11:31:08,80.6,1,4095,,,,
27.95,49.51,66.51,2047.5,5/1/2025,11:31:20,80.56,1,4095,,,,
27.94,49.51,66.51,2047.5,5/1/2025,11:31:32,80.51,1,4095,,,,
27.93,49.49,66.52,2047.5,5/1/2025,11:31:44,80.46,1,4095,,,,
27.95,49.45,66.52,2047.5,5/1/2025,11:31:56,80.41,1,4095,,,,
27.94,49.51,66.52,2047.5,5/1/2025,11:32:08,80.37,1,4095,,,,
27.94,49.47,66.53,2047.5,5/1/2025,11:32:20,80.32,1,4095,,,,
27.94,49.46,66.53,2047.5,5/1/2025,11:32:31,80.27,1,4095,,,,
27.95,49.51,66.54,2047.5,5/1/2025,11:33:13,80.11,1,4095,,,,
27.95,49.51,66.54,2047.5,5/1/2025,11:33:27,80.05,1,4095,,,,
27.96,49.45,66.55,2047.5,5/1/2025,11:33:41,80,1,4095,,,,
27.93,49.46,66.55,2047.5,5/1/2025,11:33:53,79.95,1,4095,,,,
27.94,49.46,66.55,2047.5,5/1/2025,11:34:04,79.9,1,4095,,,,
27.93,49.5,66.56,2047.5,5/1/2025,11:34:16,79.86,1,4095,,,,
27.93,49.45,66.56,2047.5,5/1/2025,11:34:28,79.81,1,4095,,,,
27.94,49.43,66.56,2047.5,5/1/2025,11:34:44,79.75,1,4095,,,,
27.95,49.39,66.57,2047.5,5/1/2025,11:34:55,79.7,1,4095,,,,
27.95,49.36,66.57,2047.5,5/1/2025,11:35:07,79.65,1,4095,,,,
27.95,49.43,66.57,2047.5,5/1/2025,11:35:19,79.61,1,4095,,,,
27.94,49.33,66.58,2047.5,5/1/2025,11:35:31,79.56,1,4095,,,,
27.94,49.26,66.58,2047.5,5/1/2025,11:35:43,79.51,1,4095,,,,
27.96,49.22,66.58,2047.5,5/1/2025,11:35:54,79.47,1,4095,,,,
27.96,49.25,66.59,2047.5,5/1/2025,11:36:06,79.42,1,4095,,,,
27.94,49.2,66.59,2047.5,5/1/2025,11:36:18,79.37,1,4095,,,,
27.95,49.2,66.59,2047.5,5/1/2025,11:36:30,79.33,1,4095,,,,
27.95,49.15,66.6,2047.5,5/1/2025,11:36:42,79.28,1,4095,,,,
27.95,49.17,66.6,2047.5,5/1/2025,11:36:54,79.23,1,4095,,,,
27.94,49.09,66.6,2047.5,5/1/2025,11:37:05,79.19,1,4095,,,,
27.95,49.1,66.61,2047.5,5/1/2025,11:37:17,79.14,1,4095,,,,
27.95,49.06,66.61,2047.5,5/1/2025,11:37:29,79.09,1,4095,,,,
27.95,49.11,66.61,2047.5,5/1/2025,11:37:41,79.04,1,4095,,,,
27.95,49.14,66.62,2047.5,5/1/2025,11:37:52,79,1,4095,,,,
27.93,49.1,66.62,2047.5,5/1/2025,11:38:04,78.95,1,4095,,,,
27.94,49.15,66.62,2047.5,5/1/2025,11:38:16,78.9,1,4095,,,,
27.93,49.1,66.63,2047.5,5/1/2025,11:38:28,78.86,1,4095,,,,
27.93,49.17,66.63,2047.5,5/1/2025,11:38:39,78.81,1,4095,,,,
27.9,49.11,66.63,2047.5,5/1/2025,11:38:51,78.77,1,4095,,,,
27.94,49.06,66.64,2047.5,5/1/2025,11:39:03,78.72,1,4095,,,,
27.91,49.09,66.64,2047.5,5/1/2025,11:39:15,78.67,1,4095,,,,
27.9,49.03,66.64,2047.5,5/1/2025,11:39:27,78.62,1,4095,,,,
27.91,49.02,66.65,2047.5,5/1/2025,11:39:39,78.58,1,4095,,,,
27.89,49.01,66.65,2047.5,5/1/2025,11:39:50,78.53,1,4095,,,,
27.91,48.99,66.65,2047.5,5/1/2025,11:40:02,78.48,1,4095,,,,
27.9,49.04,66.66,2047.5,5/1/2025,11:40:14,78.44,1,4095,,,,
27.9,49.01,66.66,2047.5,5/1/2025,11:40:26,78.39,1,4095,,,,
27.89,48.91,66.66,2047.5,5/1/2025,11:40:37,78.35,1,4095,,,,
27.89,48.95,66.67,2047.5,5/1/2025,11:40:49,78.3,1,4095,,,,
27.89,48.89,66.67,2047.5,5/1/2025,11:41:01,78.25,1,4095,,,,
27.88,48.9,66.67,2047.5,5/1/2025,11:41:13,78.2,1,4095,,,,
27.87,48.84,66.68,2047.5,5/1/2025,11:41:25,78.15,1,4095,,,,
27.86,48.85,66.68,2047.5,5/1/2025,11:41:37,78.11,1,4095,,,,
27.88,48.9,66.68,2047.5,5/1/2025,11:41:49,78.06,1,4095,,,,
27.87,48.87,66.69,2047.5,5/1/2025,11:42:00,78.02,1,4095,,,,
27.86,48.75,66.69,2047.5,5/1/2025,11:42:12,77.97,1,4095,,,,
27.88,48.81,66.69,2047.5,5/1/2025,11:42:24,77.92,1,4095,,,,
27.86,48.83,66.7,2047.5,5/1/2025,11:42:35,77.88,1,4095,,,,
27.85,48.72,66.7,2047.5,5/1/2025,11:42:47,77.83,1,4095,,,,
27.87,48.83,66.7,2047.5,5/1/2025,11:42:59,77.78,1,4095,,,,
27.86,48.81,66.71,2047.5,5/1/2025,11:43:11,77.73,1,4095,,,,
27.85,48.87,66.71,2047.5,5/1/2025,11:43:23,77.69,1,4095,,,,
27.85,48.82,66.71,2047.5,5/1/2025,11:43:34,77.64,1,4095,,,,
27.87,48.84,66.72,2047.5,5/1/2025,11:43:46,77.6,1,4095,,,,
27.84,48.72,66.72,2047.5,5/1/2025,11:43:58,77.55,1,4095,,,,
27.77,48.95,66.72,2047.5,5/1/2025,11:44:10,77.5,1,4095,,,,
27.77,49.05,66.73,2047.5,5/1/2025,11:44:22,77.45,1,4095,,,,
27.77,49.06,66.73,2047.5,5/1/2025,11:44:35,77.4,1,4095,,,,
27.78,48.98,66.73,2047.5,5/1/2025,11:44:47,77.35,1,4095,,,,
27.79,48.9,66.74,2047.5,5/1/2025,11:44:59,77.31,1,4095,,,,
27.77,48.14,66.74,2047.5,5/1/2025,11:45:10,77.26,1,4095,,,,
27.78,48.07,66.74,2047.5,5/1/2025,11:45:22,77.21,1,4095,,,,
27.78,48.05,66.75,2047.5,5/1/2025,11:45:34,77.17,1,4095,,,,
27.78,47.96,66.75,2047.5,5/1/2025,11:45:45,77.12,1,4095,,,,
27.77,47.91,66.75,2047.5,5/1/2025,11:45:57,77.08,1,4095,,,,
27.72,48.22,66.76,2047.5,5/1/2025,11:46:09,77.03,1,4095,,,,
27.71,48.32,66.76,2047.5,5/1/2025,11:46:21,76.98,1,4095,,,,
27.7,48.51,66.76,2047.5,5/1/2025,11:46:32,76.94,1,4095,,,,
27.7,48.6,66.76,2047.5,5/1/2025,11:46:44,76.89,1,4095,,,,
27.71,48.38,66.77,2047.5,5/1/2025,11:46:56,76.84,1,4095,,,,
27.71,48.36,66.77,2047.5,5/1/2025,11:47:08,76.79,1,4095,,,,
27.72,48.28,66.78,2047.5,5/1/2025,11:47:20,76.75,1,4095,,,,
27.74,48.23,66.78,2047.5,5/1/2025,11:47:32,76.7,1,4095,,,,
27.73,48.24,66.78,2047.5,5/1/2025,11:47:44,76.65,1,4095,,,,
27.73,48.07,66.78,2047.5,5/1/2025,11:47:56,76.6,1,4095,,,,
27.74,48.05,66.79,2047.5,5/1/2025,11:48:07,76.56,1,4095,,,,
27.55,48.13,66.79,2047.5,5/1/2025,11:48:19,76.51,1,4095,,,,
27.55,48.43,66.79,2047.5,5/1/2025,11:48:31,76.46,1,4095,,,,
27.56,48.26,66.8,2047.5,5/1/2025,11:48:43,76.42,1,4095,,,,
27.59,48.06,66.8,2047.5,5/1/2025,11:48:54,76.37,1,4095,,,,
27.6,48.1,66.8,2047.5,5/1/2025,11:49:06,76.33,1,4095,,,,
27.62,48.14,66.81,2047.5,5/1/2025,11:49:18,76.28,1,4095,,,,
27.62,47.3,66.81,2047.5,5/1/2025,11:49:30,76.23,1,4095,,,,
27.65,47.05,66.81,2047.5,5/1/2025,11:49:41,76.19,1,4095,,,,
27.61,47.23,66.82,2047.5,5/1/2025,11:49:53,76.14,1,4095,,,,
27.63,47.51,66.82,2047.5,5/1/2025,11:50:05,76.09,1,4095,,,,
27.61,47.48,66.82,2047.5,5/1/2025,11:50:16,76.05,1,4095,,,,
27.63,47.23,66.83,2047.5,5/1/2025,11:50:28,76,1,4095,,,,
27.65,46.73,66.83,2047.5,5/1/2025,11:50:40,75.95,1,4095,,,,
27.66,47.08,66.83,2047.5,5/1/2025,11:50:52,75.9,1,4095,,,,
27.65,47.12,66.84,2047.5,5/1/2025,11:51:04,75.86,1,4095,,,,
27.65,46.96,66.84,2047.5,5/1/2025,11:51:16,75.81,1,4095,,,,
27.65,46.99,66.84,2047.5,5/1/2025,11:51:27,75.77,1,4095,,,,
27.65,46.76,66.85,2047.5,5/1/2025,11:51:39,75.72,1,4095,,,,
27.63,46.63,66.85,2047.5,5/1/2025,11:51:51,75.67,1,4095,,,,
27.63,46.8,66.85,2047.5,5/1/2025,11:52:02,75.63,1,4095,,,,
27.63,46.92,66.86,2047.5,5/1/2025,11:52:14,75.58,1,4095,,,,
27.63,46.92,66.86,2047.5,5/1/2025,11:52:26,75.53,1,4095,,,,
27.63,46.56,66.86,2047.5,5/1/2025,11:52:37,75.49,1,4095,,,,
27.62,46.67,66.87,2047.5,5/1/2025,11:52:49,75.44,1,4095,,,,
27.63,46.79,66.87,2047.5,5/1/2025,11:53:01,75.39,1,4095,,,,
27.62,46.68,66.87,2047.5,5/1/2025,11:53:13,75.35,1,4095,,,,
27.65,46.53,66.88,2047.5,5/1/2025,11:53:24,75.3,1,4095,,,,
27.65,46.66,66.88,2047.5,5/1/2025,11:53:36,75.25,1,4095,,,,
27.59,46.95,66.88,2047.5,5/1/2025,11:53:48,75.21,1,4095,,,,
27.6,47.03,66.89,2047.5,5/1/2025,11:54:00,75.16,1,4095,,,,
27.59,47.29,66.89,2047.5,5/1/2025,11:54:12,75.11,1,4095,,,,
27.61,47.58,66.89,2047.5,5/1/2025,11:54:23,75.07,1,4095,,,,
27.63,47.4,66.9,2047.5,5/1/2025,11:54:35,75.02,1,4095,,,,
27.62,47.57,66.9,2047.5,5/1/2025,11:54:47,74.97,1,4095,,,,
27.65,47.45,66.9,2047.5,5/1/2025,11:54:59,74.92,1,4095,,,,
27.65,47.6,66.91,2047.5,5/1/2025,11:55:11,74.88,1,4095,,,,
27.64,47.67,66.91,2047.5,5/1/2025,11:55:23,74.83,1,4095,,,,
27.65,47.61,66.91,2047.5,5/1/2025,11:55:35,74.78,1,4095,,,,
27.65,47.62,66.92,2047.5,5/1/2025,11:55:46,74.74,1,4095,,,,
27.66,47.75,66.92,2047.5,5/1/2025,11:55:58,74.69,1,4095,,,,
27.65,47.8,66.92,2047.5,5/1/2025,11:56:10,74.64,1,4095,,,,
27.5,47.38,66.93,2047.5,5/1/2025,11:56:21,74.6,1,4095,,,,
27.51,47.97,66.93,2047.5,5/1/2025,11:56:33,74.55,1,4095,,,,
27.5,48.16,66.93,2047.5,5/1/2025,11:56:45,74.5,1,4095,,,,
27.52,48.18,66.94,2047.5,5/1/2025,11:56:56,74.46,1,4095,,,,
27.54,48.05,66.94,2047.5,5/1/2025,11:57:08,74.41,1,4095,,,,
27.58,48.04,66.94,2047.5,5/1/2025,11:57:20,74.37,1,4095,,,,
27.58,48.02,66.94,2047.5,5/1/2025,11:57:32,74.32,1,4095,,,,
27.59,48.06,66.95,2047.5,5/1/2025,11:57:44,74.27,1,4095,,,,
27.59,48.01,66.95,2047.5,5/1/2025,11:57:55,74.23,1,4095,,,,
27.62,48.07,66.95,2047.5,5/1/2025,11:58:07,74.18,1,4095,,,,
27.52,48.13,66.96,2047.5,5/1/2025,11:58:19,74.13,1,4095,,,,
27.49,48.22,66.96,2047.5,5/1/2025,11:58:31,74.08,1,4095,,,,
27.47,48.41,66.96,2047.5,5/1/2025,11:58:43,74.04,1,4095,,,,
27.48,48.39,66.97,2047.5,5/1/2025,11:58:55,73.99,1,4095,,,,
27.51,48.33,66.97,2047.5,5/1/2025,11:59:06,73.94,1,4095,,,,
27.56,48.44,66.97,2047.5,5/1/2025,11:59:18,73.9,1,4095,,,,
27.58,48.33,66.98,2047.5,5/1/2025,11:59:30,73.85,1,4095,,,,
27.61,48.24,66.98,2047.5,5/1/2025,11:59:42,73.8,1,4095,,,,
27.62,48.26,66.98,2047.5,5/1/2025,11:59:53,73.76,1,4095,,,,
27.63,48.24,66.99,2047.5,5/1/2025,12:00:05,73.71,1,4095,,,,
27.67,48.23,66.99,2047.5,5/1/2025,12:00:17,73.66,1,4095,,,,
27.67,48.29,66.99,2047.5,5/1/2025,12:00:29,73.62,1,4095,,,,
27.68,48.26,67,2047.5,5/1/2025,12:00:40,73.57,1,4095,,,,
27.68,48.2,67,2047.5,5/1/2025,12:00:52,73.52,1,4095,,,,
27.69,48.19,67,2047.5,5/1/2025,12:01:04,73.48,1,4095,,,,
27.7,48.23,67.01,2047.5,5/1/2025,12:01:16,73.43,1,4095,,,,
27.73,48.22,67.01,2047.5,5/1/2025,12:01:28,73.38,1,4095,,,,
27.73,48.22,67.01,2047.5,5/1/2025,12:01:40,73.33,1,4095,,,,
27.73,48.3,67.02,2047.5,5/1/2025,12:01:52,73.29,1,4095,,,,
27.74,48.25,67.02,2047.5,5/1/2025,12:02:04,73.24,1,4095,,,,
27.75,48.19,67.02,2047.5,5/1/2025,12:02:15,73.19,1,4095,,,,
27.75,48.19,67.03,2047.5,5/1/2025,12:02:27,73.15,1,4095,,,,
27.76,48.26,67.03,2047.5,5/1/2025,12:02:39,73.1,1,4095,,,,
27.75,48.3,67.03,2047.5,5/1/2025,12:02:50,73.06,1,4095,,,,
27.75,48.3,67.04,2047.5,5/1/2025,12:03:02,73.01,1,4095,,,,
27.76,48.27,67.04,2047.5,5/1/2025,12:03:14,72.96,1,4095,,,,
27.75,48.27,67.04,2047.5,5/1/2025,12:03:26,72.91,1,4095,,,,
27.76,48.28,67.05,2047.5,5/1/2025,12:03:38,72.87,1,4095,,,,
27.75,48.26,67.05,2047.5,5/1/2025,12:03:50,72.82,1,4095,,,,
27.74,48.29,67.05,2047.5,5/1/2025,12:04:01,72.77,1,4095,,,,
27.76,48.27,67.06,2047.5,5/1/2025,12:04:13,72.73,1,4095,,,,
27.77,48.26,67.06,2047.5,5/1/2025,12:04:25,72.68,1,4095,,,,
27.76,48.27,67.06,2047.5,5/1/2025,12:04:36,72.63,1,4095,,,,
27.79,48.31,67.07,2047.5,5/1/2025,12:04:48,72.59,1,4095,,,,
27.78,48.29,67.07,2047.5,5/1/2025,12:05:00,72.54,1,4095,,,,
27.79,48.33,67.07,2047.5,5/1/2025,12:05:12,72.49,1,4095,,,,
27.78,48.36,67.08,2047.5,5/1/2025,12:05:23,72.45,1,4095,,,,
27.79,48.34,67.08,2047.5,5/1/2025,12:05:35,72.4,1,4095,,,,
27.8,48.32,67.08,2047.5,5/1/2025,12:05:47,72.35,1,4095,,,,
27.78,48.35,67.09,2047.5,5/1/2025,12:05:58,72.31,1,4095,,,,
27.79,48.37,67.09,2047.5,5/1/2025,12:06:10,72.26,1,4095,,,,
27.8,48.33,67.09,2047.5,5/1/2025,12:06:22,72.21,1,4095,,,,
27.8,48.41,67.1,2047.5,5/1/2025,12:06:34,72.17,1,4095,,,,
27.79,48.38,67.1,2047.5,5/1/2025,12:06:45,72.12,1,4095,,,,
27.8,48.39,67.1,2047.5,5/1/2025,12:06:57,72.08,1,4095,,,,
27.8,48.4,67.11,2047.5,5/1/2025,12:07:09,72.03,1,4095,,,,
27.8,48.42,67.11,2047.5,5/1/2025,12:07:21,71.98,1,4095,,,,
27.8,48.42,67.11,2047.5,5/1/2025,12:07:33,71.93,1,4095,,,,
27.81,48.43,67.12,2047.5,5/1/2025,12:07:45,71.88,1,4095,,,,
27.82,48.43,67.12,2047.5,5/1/2025,12:07:57,71.84,1,4095,,,,
27.79,48.44,67.12,2047.5,5/1/2025,12:08:09,71.79,1,4095,,,,
27.8,48.44,67.13,2047.5,5/1/2025,12:08:21,71.74,1,4095,,,,
27.81,48.45,67.13,2047.5,5/1/2025,12:08:33,71.69,1,4095,,,,
27.82,48.48,67.13,2047.5,5/1/2025,12:08:45,71.65,1,4095,,,,
27.82,48.49,67.14,2047.5,5/1/2025,12:08:57,71.6,1,4095,,,,
27.81,48.51,67.14,2047.5,5/1/2025,12:09:09,71.55,1,4095,,,,
27.79,48.54,67.14,2047.5,5/1/2025,12:09:21,71.5,1,4095,,,,
27.8,48.56,67.14,2047.5,5/1/2025,12:09:32,71.46,1,4095,,,,
27.8,48.51,67.15,2047.5,5/1/2025,12:09:44,71.41,1,4095,,,,
27.81,48.53,67.15,2047.5,5/1/2025,12:09:56,71.37,1,4095,,,,
27.82,48.54,67.16,2047.5,5/1/2025,12:10:08,71.32,1,4095,,,,
27.83,48.55,67.16,2047.5,5/1/2025,12:10:20,71.27,1,4095,,,,
27.82,48.59,67.16,2047.5,5/1/2025,12:10:32,71.22,1,4095,,,,
27.84,48.59,67.16,2047.5,5/1/2025,12:10:43,71.18,1,4095,,,,
27.83,48.59,67.17,2047.5,5/1/2025,12:10:55,71.13,1,4095,,,,
27.82,48.6,67.17,2047.5,5/1/2025,12:11:07,71.08,1,4095,,,,
27.81,48.59,67.17,2047.5,5/1/2025,12:11:19,71.04,1,4095,,,,
27.83,48.61,67.18,2047.5,5/1/2025,12:11:30,70.99,1,4095,,,,
27.84,48.6,67.18,2047.5,5/1/2025,12:11:42,70.94,1,4095,,,,
27.83,48.63,67.18,2047.5,5/1/2025,12:11:53,70.9,1,4095,,,,
27.85,48.62,67.19,2047.5,5/1/2025,12:12:05,70.85,1,4095,,,,
27.83,48.63,67.19,2047.5,5/1/2025,12:12:17,70.81,1,4095,,,,
27.84,48.66,67.19,2047.5,5/1/2025,12:12:29,70.76,1,4095,,,,
27.75,48.76,67.2,2047.5,5/1/2025,12:12:41,70.71,1,4095,,,,
27.74,48.82,67.2,2047.5,5/1/2025,12:12:52,70.67,1,4095,,,,
27.75,48.88,67.2,2047.5,5/1/2025,12:13:05,70.62,1,4095,,,,
27.77,48.87,67.21,2047.5,5/1/2025,12:13:16,70.57,1,4095,,,,
27.79,48.91,67.21,2047.5,5/1/2025,12:13:28,70.52,1,4095,,,,
27.79,48.91,67.21,2047.5,5/1/2025,12:13:40,70.48,1,4095,,,,
27.81,48.88,67.22,2047.5,5/1/2025,12:13:51,70.43,1,4095,,,,
27.81,48.87,67.22,2047.5,5/1/2025,12:14:03,70.38,1,4095,,,,
27.83,48.86,67.22,2047.5,5/1/2025,12:14:15,70.34,1,4095,,,,
27.83,48.83,67.23,2047.5,5/1/2025,12:14:26,70.29,1,4095,,,,
27.83,48.82,67.23,2047.5,5/1/2025,12:14:38,70.25,1,4095,,,,
27.83,48.84,67.23,2047.5,5/1/2025,12:14:50,70.2,1,4095,,,,
27.83,48.82,67.24,2047.5,5/1/2025,12:15:02,70.15,1,4095,,,,
27.86,48.85,67.24,2047.5,5/1/2025,12:15:14,70.1,1,4095,,,,
27.86,48.84,67.24,2047.5,5/1/2025,12:15:26,70.06,1,4095,,,,
27.84,48.82,67.25,2047.5,5/1/2025,12:15:37,70.01,1,4095,,,,
27.86,48.83,67.25,2047.5,5/1/2025,12:15:49,69.96,1,4095,,,,
27.84,48.81,67.25,2047.5,5/1/2025,12:16:01,69.92,1,4095,,,,
27.86,48.83,67.26,2047.5,5/1/2025,12:16:13,69.87,1,4095,,,,
27.86,48.84,67.26,2047.5,5/1/2025,12:16:24,69.83,1,4095,,,,
27.88,48.83,67.26,2047.5,5/1/2025,12:16:36,69.78,1,4095,,,,
27.87,48.82,67.27,2047.5,5/1/2025,12:16:48,69.73,1,4095,,,,
27.87,48.85,67.27,2047.5,5/1/2025,12:16:59,69.69,1,4095,,,,
27.86,48.83,67.27,2047.5,5/1/2025,12:17:11,69.64,1,4095,,,,
27.87,48.86,67.28,2047.5,5/1/2025,12:17:23,69.59,1,4095,,,,
27.87,48.83,67.28,2047.5,5/1/2025,12:17:34,69.55,1,4095,,,,
27.88,48.83,67.28,2047.5,5/1/2025,12:17:46,69.5,1,4095,,,,
27.89,48.82,67.29,2047.5,5/1/2025,12:17:58,69.45,1,4095,,,,
27.89,48.83,67.29,2047.5,5/1/2025,12:18:10,69.4,1,4095,,,,
27.89,48.85,67.29,2047.5,5/1/2025,12:18:21,69.36,1,4095,,,,
27.88,48.81,67.3,2047.5,5/1/2025,12:18:33,69.31,1,4095,,,,
27.89,48.82,67.3,2047.5,5/1/2025,12:18:45,69.27,1,4095,,,,
